 #  Scattering amplitudes (in cm)      MU=(1-cos(TH))/2
 #  Z =  14,   projectile: electron
 #  Kinetic energy = 2.50000E+04 eV
 #
 # TH (deg)      MU          Re(F)        Im(F)        Re(G)        Im(G)
 #--------------------------------------------------------------------------
  0.000E+00  0.00000E+00  5.60041E-08  5.74687E-09  0.00000E+00  0.00000E+00
  1.000E-04  7.61557E-13  5.60041E-08  5.74687E-09  2.28641E-15  2.38618E-16
  1.250E-04  1.18994E-12  5.60041E-08  5.74687E-09  2.85801E-15  2.98272E-16
  1.500E-04  1.71346E-12  5.60041E-08  5.74687E-09  3.42961E-15  3.57927E-16
  1.750E-04  2.33225E-12  5.60041E-08  5.74687E-09  4.00121E-15  4.17581E-16
  2.000E-04  3.04617E-12  5.60041E-08  5.74687E-09  4.57281E-15  4.77236E-16
  2.250E-04  3.85530E-12  5.60041E-08  5.74687E-09  5.14441E-15  5.36890E-16
  2.500E-04  4.75964E-12  5.60041E-08  5.74687E-09  5.71602E-15  5.96544E-16
  2.750E-04  5.75917E-12  5.60041E-08  5.74687E-09  6.28762E-15  6.56199E-16
  3.000E-04  6.85391E-12  5.60041E-08  5.74687E-09  6.85922E-15  7.15853E-16
  3.250E-04  8.04379E-12  5.60041E-08  5.74687E-09  7.43082E-15  7.75508E-16
  3.500E-04  9.32893E-12  5.60041E-08  5.74687E-09  8.00242E-15  8.35162E-16
  3.750E-04  1.07092E-11  5.60041E-08  5.74687E-09  8.57402E-15  8.94817E-16
  4.000E-04  1.21847E-11  5.60041E-08  5.74687E-09  9.14562E-15  9.54471E-16
  4.250E-04  1.37554E-11  5.60041E-08  5.74687E-09  9.71723E-15  1.01413E-15
  4.500E-04  1.54213E-11  5.60041E-08  5.74687E-09  1.02888E-14  1.07378E-15
  4.750E-04  1.71823E-11  5.60041E-08  5.74687E-09  1.08604E-14  1.13343E-15
  5.000E-04  1.90386E-11  5.60041E-08  5.74687E-09  1.14320E-14  1.19309E-15
  5.250E-04  2.09900E-11  5.60041E-08  5.74687E-09  1.20036E-14  1.25274E-15
