 #  Total cross section table (last run of 'elscata').
 #
 #  Z =   6,   projectile: electron
 #
 #   Energy         ECS         TCS1         TCS2         ABSCS      error
 #    (eV)        (cm**2)      (cm**2)      (cm**2)      (cm**2)
 #--------------------------------------------------------------------------
   1.00000E+01  1.55454E-15  1.03128E-15  1.10075E-15  0.00000E+00  1.0E-07
   1.10000E+01  1.45333E-15  9.86601E-16  1.00875E-15  0.00000E+00  1.0E-07
   1.20000E+01  1.36443E-15  9.44760E-16  9.28001E-16  0.00000E+00  1.0E-07
   1.30000E+01  1.28598E-15  9.05531E-16  8.57031E-16  0.00000E+00  1.0E-07
   1.40000E+01  1.21641E-15  8.68709E-16  7.94553E-16  0.00000E+00  1.0E-07
   1.50000E+01  1.15440E-15  8.34103E-16  7.39446E-16  0.00000E+00  1.0E-07
   1.60000E+01  1.09889E-15  8.01541E-16  6.90738E-16  0.00000E+00  1.0E-07
   1.70000E+01  1.04896E-15  7.70867E-16  6.47591E-16  0.00000E+00  1.0E-07
   1.80000E+01  1.00385E-15  7.41942E-16  6.09280E-16  0.00000E+00  1.0E-07
   1.90000E+01  9.62921E-16  7.14636E-16  5.75180E-16  0.00000E+00  1.0E-07
   2.00000E+01  9.25646E-16  6.88835E-16  5.44750E-16  0.00000E+00  1.0E-07
   2.50000E+01  7.80297E-16  5.79006E-16  4.33400E-16  0.00000E+00  1.0E-07
   3.00000E+01  6.80090E-16  4.94187E-16  3.65173E-16  0.00000E+00  1.0E-07
   3.50000E+01  6.06679E-16  4.27446E-16  3.20238E-16  0.00000E+00  1.0E-07
   4.00000E+01  5.50406E-16  3.74035E-16  2.88495E-16  0.00000E+00  1.0E-07
   4.50000E+01  5.05759E-16  3.30627E-16  2.64608E-16  0.00000E+00  1.0E-07
   5.00000E+01  4.69374E-16  2.94851E-16  2.45650E-16  0.00000E+00  1.0E-07
   6.00000E+01  4.13404E-16  2.39785E-16  2.16525E-16  0.00000E+00  1.0E-07
   7.00000E+01  3.72103E-16  1.99788E-16  1.94270E-16  0.00000E+00  1.0E-07
   8.00000E+01  3.40152E-16  1.69695E-16  1.76144E-16  0.00000E+00  1.0E-07
   9.00000E+01  3.14543E-16  1.46394E-16  1.60857E-16  0.00000E+00  1.0E-07
   1.00000E+02  2.93441E-16  1.27919E-16  1.47697E-16  0.00000E+00  1.0E-07
   1.50000E+02  2.25065E-16  7.44018E-17  1.02015E-16  0.00000E+00  1.0E-07
   2.00000E+02  1.85999E-16  4.96170E-17  7.52593E-17  0.00000E+00  1.0E-07
   2.50000E+02  1.59768E-16  3.58289E-17  5.80967E-17  0.00000E+00  1.0E-07
   3.00000E+02  1.40572E-16  2.72648E-17  4.63740E-17  0.00000E+00  1.6E-07
   3.50000E+02  1.25760E-16  2.15372E-17  3.79811E-17  0.00000E+00  2.1E-07
   4.00000E+02  1.13911E-16  1.74968E-17  3.17479E-17  0.00000E+00  2.3E-07
   4.50000E+02  1.04181E-16  1.45293E-17  2.69810E-17  0.00000E+00  2.4E-07
   5.00000E+02  9.60280E-17  1.22796E-17  2.32470E-17  0.00000E+00  3.1E-07
   6.00000E+02  8.30996E-17  9.13975E-18  1.78374E-17  0.00000E+00  4.2E-07
   7.00000E+02  7.32825E-17  7.09269E-18  1.41665E-17  0.00000E+00  4.8E-07
   8.00000E+02  6.55605E-17  5.67889E-18  1.15529E-17  0.00000E+00  4.9E-07
   9.00000E+02  5.93215E-17  4.65885E-18  9.62124E-18  0.00000E+00  5.8E-07
   1.00000E+03  5.41730E-17  3.89721E-18  8.15033E-18  0.00000E+00  7.6E-07
   1.50000E+03  3.78050E-17  1.93983E-18  4.23114E-18  0.00000E+00  9.8E-07
   2.00000E+03  2.90501E-17  1.17252E-18  2.62177E-18  0.00000E+00  1.9E-06
   2.50000E+03  2.35979E-17  7.90491E-19  1.79781E-18  0.00000E+00  3.2E-07
   3.00000E+03  1.98764E-17  5.71656E-19  1.31663E-18  0.00000E+00  3.3E-06
   3.50000E+03  1.71748E-17  4.34123E-19  1.00982E-18  0.00000E+00  2.9E-06
   4.00000E+03  1.51244E-17  3.41783E-19  8.01467E-19  0.00000E+00  4.0E-06
   4.50000E+03  1.35152E-17  2.76642E-19  6.53113E-19  0.00000E+00  4.8E-06
   5.00000E+03  1.22187E-17  2.28884E-19  5.43498E-19  0.00000E+00  5.5E-06
   6.00000E+03  1.02586E-17  1.64776E-19  3.94996E-19  0.00000E+00  6.0E-06
   7.00000E+03  8.84725E-18  1.24731E-19  3.01263E-19  0.00000E+00  8.4E-06
   8.00000E+03  7.78257E-18  9.79662E-20  2.38092E-19  0.00000E+00  1.0E-07
   9.00000E+03  6.95082E-18  7.91508E-20  1.93378E-19  0.00000E+00  1.0E-07
   1.00000E+04  6.28313E-18  6.53948E-20  1.60496E-19  0.00000E+00  1.0E-07
   1.10000E+04  5.73531E-18  5.50176E-20  1.35567E-19  0.00000E+00  1.0E-07
   1.20000E+04  5.27776E-18  4.69862E-20  1.16188E-19  0.00000E+00  1.0E-07
   1.30000E+04  4.88987E-18  4.06364E-20  1.00806E-19  0.00000E+00  1.0E-07
   1.40000E+04  4.55685E-18  3.55246E-20  8.83805E-20  0.00000E+00  1.0E-07
   1.50000E+04  4.26785E-18  3.13453E-20  7.81891E-20  0.00000E+00  1.0E-07
   1.60000E+04  4.01466E-18  2.78822E-20  6.97199E-20  0.00000E+00  1.0E-07
   1.70000E+04  3.79104E-18  2.49788E-20  6.26005E-20  0.00000E+00  1.0E-07
   1.80000E+04  3.59208E-18  2.25192E-20  5.65548E-20  0.00000E+00  1.0E-07
   1.90000E+04  3.41392E-18  2.04164E-20  5.13742E-20  0.00000E+00  1.0E-07
   2.00000E+04  3.25346E-18  1.86037E-20  4.68989E-20  0.00000E+00  1.0E-07
   2.10000E+04  3.10819E-18  1.70295E-20  4.30047E-20  0.00000E+00  1.0E-07
   2.20000E+04  2.97605E-18  1.56532E-20  3.95936E-20  0.00000E+00  1.0E-07
   2.30000E+04  2.85535E-18  1.44425E-20  3.65879E-20  0.00000E+00  1.0E-07
   2.40000E+04  2.74465E-18  1.33715E-20  3.39247E-20  0.00000E+00  1.0E-07
   2.50000E+04  2.64276E-18  1.24194E-20  3.15531E-20  0.00000E+00  1.0E-07
