 #  Scattering field.
 #  All quantities in atomic units (a.u.), unless otherwise indicated.
 #  Z =  80, NELEC =  80,   projectile: electron
 #  Kinetic energy = 9.18733E+02 a.u. = 2.50000E+04 eV
 #
 #   i       r           r*V         r*Vst        r*Vex       r*Vpol       r*Wabs        rho_e
 #------------------------------------------------------------------------------------------------
     1  0.00000E+00 -0.00000E+00 -0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  2.28273E+09
     2  2.73270E-07 -2.66027E-01 -2.64016E-01 -2.01114E-03  0.00000E+00  0.00000E+00  2.28273E+09
     3  5.52859E-07 -5.36153E-01 -5.34134E-01 -2.01882E-03  0.00000E+00  0.00000E+00  1.12831E+09
     4  8.38903E-07 -8.12504E-01 -8.10483E-01 -2.02141E-03  0.00000E+00  0.00000E+00  7.43583E+08
     5  1.13155E-06 -1.09522E+00 -1.09320E+00 -2.02272E-03  0.00000E+00  0.00000E+00  5.51269E+08
     6  1.43096E-06 -1.38446E+00 -1.38244E+00 -2.02353E-03  0.00000E+00  0.00000E+00  4.35922E+08
     7  1.73727E-06 -1.68035E+00 -1.67833E+00 -2.02408E-03  0.00000E+00  0.00000E+00  3.59057E+08
     8  2.05066E-06 -1.98306E+00 -1.98103E+00 -2.02449E-03  0.00000E+00  0.00000E+00  3.04183E+08
     9  2.37129E-06 -2.29272E+00 -2.29069E+00 -2.02482E-03  0.00000E+00  0.00000E+00  2.63052E+08
    10  2.69932E-06 -2.60950E+00 -2.60747E+00 -2.02510E-03  0.00000E+00  0.00000E+00  2.31084E+08
    11  3.03492E-06 -2.93355E+00 -2.93152E+00 -2.02535E-03  0.00000E+00  0.00000E+00  2.05529E+08
    12  3.37827E-06 -3.26503E+00 -3.26301E+00 -2.02558E-03  0.00000E+00  0.00000E+00  1.84638E+08
    13  3.72955E-06 -3.60412E+00 -3.60209E+00 -2.02580E-03  0.00000E+00  0.00000E+00  1.67246E+08
    14  4.08893E-06 -3.95097E+00 -3.94894E+00 -2.02602E-03  0.00000E+00  0.00000E+00  1.52545E+08
