

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 2.50000E+04 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0      1.02748322E-01      0.00000000E+00
       1      7.88378386E-02      7.97033339E-02
       2      6.68569407E-02      6.73320602E-02
       3      5.88761537E-02      5.92063041E-02
       4      5.29058643E-02      5.31589119E-02
       5      4.81482504E-02      4.83530870E-02
       6      4.42035977E-02      4.43752977E-02
       7      4.08430718E-02      4.09905224E-02
       8      3.79233785E-02      3.80522701E-02
       9      3.53487896E-02      3.54629910E-02
      10      3.30521386E-02      3.31544027E-02
      11      3.09844466E-02      3.10768045E-02
      12      2.91088676E-02      2.91928622E-02
      13      2.73969607E-02      2.74737930E-02
      14      2.58262929E-02      2.58969169E-02
      15      2.43788402E-02      2.44440274E-02
      16      2.30398887E-02      2.31002723E-02
      17      2.17972583E-02      2.18533651E-02
      18      2.06407423E-02      2.06930156E-02
      19      1.95616941E-02      1.96105111E-02
      20      1.85527177E-02      1.85984019E-02
      21      1.76074312E-02      1.76502628E-02
      22      1.67202846E-02      1.67605080E-02
      23      1.58864168E-02      1.59242466E-02
      24      1.51015428E-02      1.51371687E-02
      25      1.43618628E-02      1.43954532E-02
      26      1.36639893E-02      1.36956949E-02
      27      1.30048874E-02      1.30348431E-02
      28      1.23818256E-02      1.24101535E-02
      29      1.17923357E-02      1.18191458E-02
      30      1.12341781E-02      1.12595709E-02
      31      1.07053143E-02      1.07293809E-02
      32      1.02038821E-02      1.02267062E-02
      33      9.72817554E-03      9.74983357E-03
      34      9.27662717E-03      9.29718970E-03
      35      8.84779337E-03      8.86732537E-03
      36      8.44034113E-03      8.45890264E-03
      37      8.05303695E-03      8.07068358E-03
      38      7.68473693E-03      7.70152031E-03
      39      7.33437833E-03      7.35034643E-03
      40      7.00097193E-03      7.01616946E-03
      41      6.68359547E-03      6.69806414E-03
      42      6.38138778E-03      6.39516654E-03
      43      6.09354348E-03      6.10666879E-03
      44      5.81930845E-03      5.83181448E-03
      45      5.55797560E-03      5.56989439E-03
      46      5.30888118E-03      5.32024282E-03
      47      5.07140143E-03      5.08223420E-03
      48      4.84494954E-03      4.85528009E-03
      49      4.62897298E-03      4.63882637E-03
      50      4.42295095E-03      4.43235084E-03
      51      4.22639221E-03      4.23536092E-03
      52      4.03883300E-03      4.04739160E-03
      53      3.85983517E-03      3.86800357E-03
      54      3.68898448E-03      3.69678151E-03
      55      3.52588905E-03      3.53333254E-03
      56      3.37017791E-03      3.37728473E-03
      57      3.22149968E-03      3.22828581E-03
      58      3.07952135E-03      3.08600196E-03
      59      2.94392719E-03      2.95011664E-03
      60      2.81441765E-03      2.82032959E-03
      61      2.69070845E-03      2.69635581E-03
      62      2.57252967E-03      2.57792475E-03
      63      2.45962491E-03      2.46477939E-03
      64      2.35175054E-03      2.35667551E-03
      65      2.24867496E-03      2.25338098E-03
      66      2.15017793E-03      2.15467503E-03
      67      2.05604999E-03      2.06034772E-03
      68      1.96609180E-03      1.97019925E-03
      69      1.88011366E-03      1.88403947E-03
      70      1.79793496E-03      1.80168737E-03
      71      1.71938371E-03      1.72297056E-03
      72      1.64429609E-03      1.64772485E-03
      73      1.57251602E-03      1.57579380E-03
      74      1.50389478E-03      1.50702837E-03
      75      1.43829060E-03      1.44128647E-03
      76      1.37556835E-03      1.37843266E-03
      77      1.31559918E-03      1.31833780E-03
      78      1.25826019E-03      1.26087874E-03
      79      1.20343420E-03      1.20593802E-03
      80      1.15100938E-03      1.15340357E-03
      81      1.10087906E-03      1.10316850E-03
      82      1.05294145E-03      1.05513077E-03
      83      1.00709938E-03      1.00919302E-03
      84      9.63260141E-04      9.65262327E-04
      85      9.21335195E-04      9.23249971E-04
      86      8.81240044E-04      8.83071268E-04
      87      8.42893995E-04      8.44645349E-04
      88      8.06219980E-04      8.07894981E-04
      89      7.71144429E-04      7.72746437E-04
      90      7.37597046E-04      7.39129269E-04
      91      7.05510698E-04      7.06976200E-04
      92      6.74821264E-04      6.76222972E-04
      93      6.45467463E-04      6.46808176E-04
      94      6.17390770E-04      6.18673159E-04
      95      5.90535253E-04      5.91761872E-04  i
      96      5.64847466E-04      5.66020755E-04  i
      97      5.40276343E-04      5.41398634E-04  i
      98      5.16773071E-04      5.17846592E-04  i
      99      4.94291009E-04      4.95317890E-04  i
     100      4.72785570E-04      4.73767847E-04  i
     105      3.78480251E-04      3.79267037E-04  i
     110      3.02937142E-04      3.03567440E-04  i
     115      2.42415918E-04      2.42920902E-04  i
     120      1.93925986E-04      1.94330589E-04  i
     125      1.55074579E-04      1.55398758E-04  i
     130      1.23946227E-04      1.24205958E-04  i
     135      9.90069562E-05      9.92150388E-05  i
     140      7.90279273E-05      7.91946144E-05  i
     145      6.30245006E-05      6.31580086E-05  i
     150      5.02076321E-05      5.03145464E-05  i
     155      3.99449037E-05      4.00305013E-05  i
     160      3.17294523E-05      3.17979641E-05  i
     165      2.51549920E-05      2.52098081E-05  i
     170      1.98959162E-05      1.99397543E-05  i
     175      1.56912175E-05      1.57262556E-05  i
     180      1.23317746E-05      1.23597575E-05  i
     185      9.64999044E-06      9.67231709E-06  i
     190      7.51157419E-06      7.52936503E-06  i
     195      5.80898009E-06      5.82313185E-06  i
     200      4.45608203E-06      4.46731296E-06  i
     205      3.38391609E-06      3.39280144E-06  i
     210      2.53728479E-06      2.54428490E-06  i
     215      1.87202915E-06      1.87751215E-06  i
     220      1.35283372E-06      1.35709398E-06  i
     225      9.51463152E-07      9.54736317E-07  i
     230      6.45353140E-07      6.47828339E-07  i
     235      4.16477432E-07      4.18305577E-07  i
     240      2.50277627E-07      2.51576213E-07  i
     245      1.34770453E-07      1.35641769E-07  i
     250      6.07841310E-08      6.13160969E-08  i
     255      1.91222417E-08      1.93757825E-08  i
     260      3.48466035E-09      3.55103519E-09  i


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 3.06795E-17  0.000E+00 ( 5.538E-09, 7.823E-11) ( 0.000E+00, 0.000E+00)  1.59E-07
  1.000E-04 3.06795E-17  0.000E+00 ( 5.538E-09, 7.823E-11) ( 2.255E-16, 3.179E-18)  1.59E-07
  1.250E-04 3.06795E-17  0.000E+00 ( 5.538E-09, 7.823E-11) ( 2.819E-16, 3.974E-18)  1.59E-07
  1.500E-04 3.06795E-17  0.000E+00 ( 5.538E-09, 7.823E-11) ( 3.383E-16, 4.769E-18)  1.59E-07
  1.750E-04 3.06795E-17  0.000E+00 ( 5.538E-09, 7.823E-11) ( 3.947E-16, 5.563E-18)  1.59E-07
  2.000E-04 3.06795E-17  0.000E+00 ( 5.538E-09, 7.823E-11) ( 4.510E-16, 6.358E-18)  1.59E-07
  2.250E-04 3.06795E-17  0.000E+00 ( 5.538E-09, 7.823E-11) ( 5.074E-16, 7.153E-18)  1.59E-07
  2.500E-04 3.06795E-17  0.000E+00 ( 5.538E-09, 7.823E-11) ( 5.638E-16, 7.948E-18)  1.59E-07
  2.750E-04 3.06795E-17  0.000E+00 ( 5.538E-09, 7.823E-11) ( 6.202E-16, 8.743E-18)  1.59E-07
  3.000E-04 3.06795E-17  0.000E+00 ( 5.538E-09, 7.823E-11) ( 6.766E-16, 9.537E-18)  1.59E-07
  3.250E-04 3.06795E-17  0.000E+00 ( 5.538E-09, 7.823E-11) ( 7.329E-16, 1.033E-17)  1.59E-07
  3.500E-04 3.06795E-17  0.000E+00 ( 5.538E-09, 7.823E-11) ( 7.893E-16, 1.113E-17)  1.59E-07
  3.750E-04 3.06795E-17  0.000E+00 ( 5.538E-09, 7.823E-11) ( 8.457E-16, 1.192E-17)  1.59E-07
