 #  Scattering amplitudes (in cm)      MU=(1-cos(TH))/2
 #  Z =   1,   projectile: electron
 #  Kinetic energy = 2.50000E+04 eV
 #
 # TH (deg)      MU          Re(F)        Im(F)        Re(G)        Im(G)
 #--------------------------------------------------------------------------
  0.000E+00  0.00000E+00  5.53835E-09  7.82273E-11  0.00000E+00  0.00000E+00
  1.000E-04  7.61557E-13  5.53835E-09  7.82273E-11  2.25518E-16  3.17913E-18
  1.250E-04  1.18994E-12  5.53835E-09  7.82273E-11  2.81898E-16  3.97391E-18
  1.500E-04  1.71346E-12  5.53835E-09  7.82273E-11  3.38277E-16  4.76869E-18
  1.750E-04  2.33225E-12  5.53835E-09  7.82273E-11  3.94657E-16  5.56347E-18
  2.000E-04  3.04617E-12  5.53835E-09  7.82273E-11  4.51036E-16  6.35825E-18
  2.250E-04  3.85530E-12  5.53835E-09  7.82273E-11  5.07416E-16  7.15303E-18
  2.500E-04  4.75964E-12  5.53835E-09  7.82273E-11  5.63796E-16  7.94781E-18
  2.750E-04  5.75917E-12  5.53835E-09  7.82273E-11  6.20175E-16  8.74260E-18
  3.000E-04  6.85391E-12  5.53835E-09  7.82273E-11  6.76555E-16  9.53738E-18
  3.250E-04  8.04379E-12  5.53835E-09  7.82273E-11  7.32934E-16  1.03322E-17
  3.500E-04  9.32893E-12  5.53835E-09  7.82273E-11  7.89314E-16  1.11269E-17
  3.750E-04  1.07092E-11  5.53835E-09  7.82273E-11  8.45693E-16  1.19217E-17
  4.000E-04  1.21847E-11  5.53835E-09  7.82273E-11  9.02073E-16  1.27165E-17
  4.250E-04  1.37554E-11  5.53835E-09  7.82273E-11  9.58452E-16  1.35113E-17
  4.500E-04  1.54213E-11  5.53835E-09  7.82273E-11  1.01483E-15  1.43061E-17
  4.750E-04  1.71823E-11  5.53835E-09  7.82273E-11  1.07121E-15  1.51008E-17
  5.000E-04  1.90386E-11  5.53835E-09  7.82273E-11  1.12759E-15  1.58956E-17
  5.250E-04  2.09900E-11  5.53835E-09  7.82273E-11  1.18397E-15  1.66904E-17
  5.500E-04  2.30367E-11  5.53835E-09  7.82273E-11  1.24035E-15  1.74852E-17
  5.750E-04  2.51785E-11  5.53835E-09  7.82273E-11  1.29673E-15  1.82800E-17
  6.000E-04  2.74156E-11  5.53835E-09  7.82273E-11  1.35311E-15  1.90748E-17
  6.250E-04  2.97478E-11  5.53835E-09  7.82273E-11  1.40949E-15  1.98695E-17
  6.500E-04  3.21752E-11  5.53835E-09  7.82273E-11  1.46587E-15  2.06643E-17
  6.750E-04  3.46979E-11  5.53835E-09  7.82273E-11  1.52225E-15  2.14591E-17
  7.000E-04  3.73157E-11  5.53835E-09  7.82273E-11  1.57863E-15  2.22539E-17
