 #  Scattering amplitudes (in cm)      MU=(1-cos(TH))/2
 #  Z =  80,   projectile: electron
 #  Kinetic energy = 2.50000E+04 eV
 #
 # TH (deg)      MU          Re(F)        Im(F)        Re(G)        Im(G)
 #--------------------------------------------------------------------------
  0.000E+00  0.00000E+00  8.80826E-08  3.21966E-08  0.00000E+00  0.00000E+00
  1.000E-04  7.61557E-13  8.80826E-08  3.21966E-08  3.56299E-15  1.36754E-15
  1.250E-04  1.18994E-12  8.80826E-08  3.21966E-08  4.45373E-15  1.70942E-15
  1.500E-04  1.71346E-12  8.80826E-08  3.21966E-08  5.34448E-15  2.05130E-15
  1.750E-04  2.33225E-12  8.80826E-08  3.21966E-08  6.23523E-15  2.39319E-15
  2.000E-04  3.04617E-12  8.80826E-08  3.21966E-08  7.12597E-15  2.73507E-15
  2.250E-04  3.85530E-12  8.80826E-08  3.21966E-08  8.01672E-15  3.07696E-15
  2.500E-04  4.75964E-12  8.80826E-08  3.21966E-08  8.90747E-15  3.41884E-15
  2.750E-04  5.75917E-12  8.80826E-08  3.21966E-08  9.79821E-15  3.76073E-15
  3.000E-04  6.85391E-12  8.80826E-08  3.21966E-08  1.06890E-14  4.10261E-15
  3.250E-04  8.04379E-12  8.80826E-08  3.21966E-08  1.15797E-14  4.44449E-15
  3.500E-04  9.32893E-12  8.80826E-08  3.21966E-08  1.24705E-14  4.78638E-15
  3.750E-04  1.07092E-11  8.80826E-08  3.21966E-08  1.33612E-14  5.12826E-15
  4.000E-04  1.21847E-11  8.80826E-08  3.21966E-08  1.42519E-14  5.47015E-15
  4.250E-04  1.37554E-11  8.80826E-08  3.21966E-08  1.51427E-14  5.81203E-15
  4.500E-04  1.54213E-11  8.80826E-08  3.21966E-08  1.60334E-14  6.15391E-15
  4.750E-04  1.71823E-11  8.80826E-08  3.21966E-08  1.69242E-14  6.49580E-15
  5.000E-04  1.90386E-11  8.80826E-08  3.21966E-08  1.78149E-14  6.83768E-15
  5.250E-04  2.09900E-11  8.80826E-08  3.21966E-08  1.87057E-14  7.17957E-15
  5.500E-04  2.30367E-11  8.80826E-08  3.21966E-08  1.95964E-14  7.52145E-15
  5.750E-04  2.51785E-11  8.80826E-08  3.21966E-08  2.04872E-14  7.86333E-15
  6.000E-04  2.74156E-11  8.80826E-08  3.21966E-08  2.13779E-14  8.20522E-15
  6.250E-04  2.97478E-11  8.80826E-08  3.21966E-08  2.22687E-14  8.54710E-15
  6.500E-04  3.21752E-11  8.80826E-08  3.21966E-08  2.31594E-14  8.88899E-15
  6.750E-04  3.46979E-11  8.80826E-08  3.21966E-08  2.40502E-14  9.23087E-15
  7.000E-04  3.73157E-11  8.80826E-08  3.21966E-08  2.49409E-14  9.57276E-15
  7.250E-04  4.00286E-11  8.80826E-08  3.21966E-08  2.58316E-14  9.91464E-15
  7.500E-04  4.28368E-11  8.80826E-08  3.21966E-08  2.67224E-14  1.02565E-14
  7.750E-04  4.57402E-11  8.80826E-08  3.21966E-08  2.76131E-14  1.05984E-14
  8.000E-04  4.87388E-11  8.80826E-08  3.21966E-08  2.85039E-14  1.09403E-14
  8.250E-04  5.18325E-11  8.80826E-08  3.21966E-08  2.93946E-14  1.12822E-14
  8.500E-04  5.50215E-11  8.80826E-08  3.21966E-08  3.02854E-14  1.16241E-14
  8.750E-04  5.83057E-11  8.80826E-08  3.21966E-08  3.11761E-14  1.19659E-14
  9.000E-04  6.16850E-11  8.80826E-08  3.21966E-08  3.20669E-14  1.23078E-14
  9.250E-04  6.51595E-11  8.80826E-08  3.21966E-08  3.29576E-14  1.26497E-14
  9.500E-04  6.87293E-11  8.80826E-08  3.21966E-08  3.38484E-14  1.29916E-14
  9.750E-04  7.23943E-11  8.80826E-08  3.21966E-08  3.47391E-14  1.33335E-14
  1.000E-03  7.61544E-11  8.80826E-08  3.21966E-08  3.56299E-14  1.36754E-14
  1.250E-03  1.18991E-10  8.80826E-08  3.21966E-08  4.45373E-14  1.70942E-14
  1.500E-03  1.71347E-10  8.80826E-08  3.21966E-08  5.34448E-14  2.05130E-14
  1.750E-03  2.33223E-10  8.80826E-08  3.21966E-08  6.23522E-14  2.39319E-14
  2.000E-03  3.04617E-10  8.80825E-08  3.21966E-08  7.12597E-14  2.73507E-14
  2.250E-03  3.85531E-10  8.80825E-08  3.21966E-08  8.01671E-14  3.07696E-14
  2.500E-03  4.75965E-10  8.80825E-08  3.21966E-08  8.90745E-14  3.41884E-14
  2.750E-03  5.75917E-10  8.80825E-08  3.21966E-08  9.79819E-14  3.76072E-14
  3.000E-03  6.85389E-10  8.80824E-08  3.21966E-08  1.06889E-13  4.10261E-14
  3.250E-03  8.04380E-10  8.80824E-08  3.21966E-08  1.15797E-13  4.44449E-14
  3.500E-03  9.32891E-10  8.80824E-08  3.21966E-08  1.24704E-13  4.78638E-14
  3.750E-03  1.07092E-09  8.80823E-08  3.21966E-08  1.33611E-13  5.12826E-14
  4.000E-03  1.21847E-09  8.80823E-08  3.21966E-08  1.42519E-13  5.47014E-14
  4.250E-03  1.37554E-09  8.80822E-08  3.21966E-08  1.51426E-13  5.81203E-14
  4.500E-03  1.54213E-09  8.80822E-08  3.21966E-08  1.60334E-13  6.15391E-14
  4.750E-03  1.71823E-09  8.80821E-08  3.21966E-08  1.69241E-13  6.49579E-14
  5.000E-03  1.90386E-09  8.80821E-08  3.21966E-08  1.78148E-13  6.83768E-14
  5.250E-03  2.09900E-09  8.80820E-08  3.21966E-08  1.87055E-13  7.17956E-14
  5.500E-03  2.30367E-09  8.80819E-08  3.21966E-08  1.95963E-13  7.52144E-14
  5.750E-03  2.51785E-09  8.80819E-08  3.21966E-08  2.04870E-13  7.86333E-14
  6.000E-03  2.74156E-09  8.80818E-08  3.21966E-08  2.13777E-13  8.20521E-14
  6.250E-03  2.97478E-09  8.80817E-08  3.21966E-08  2.22684E-13  8.54709E-14
  6.500E-03  3.21752E-09  8.80817E-08  3.21966E-08  2.31591E-13  8.88897E-14
  6.750E-03  3.46978E-09  8.80816E-08  3.21965E-08  2.40499E-13  9.23086E-14
  7.000E-03  3.73156E-09  8.80815E-08  3.21965E-08  2.49406E-13  9.57274E-14
  7.250E-03  4.00286E-09  8.80814E-08  3.21965E-08  2.58313E-13  9.91462E-14
  7.500E-03  4.28368E-09  8.80813E-08  3.21965E-08  2.67220E-13  1.02565E-13
  7.750E-03  4.57402E-09  8.80812E-08  3.21965E-08  2.76127E-13  1.05984E-13
  8.000E-03  4.87388E-09  8.80811E-08  3.21965E-08  2.85034E-13  1.09403E-13
  8.250E-03  5.18326E-09  8.80811E-08  3.21965E-08  2.93941E-13  1.12822E-13
  8.500E-03  5.50215E-09  8.80810E-08  3.21965E-08  3.02848E-13  1.16240E-13
  8.750E-03  5.83057E-09  8.80809E-08  3.21965E-08  3.11755E-13  1.19659E-13
  9.000E-03  6.16850E-09  8.80807E-08  3.21965E-08  3.20662E-13  1.23078E-13
  9.250E-03  6.51596E-09  8.80806E-08  3.21965E-08  3.29569E-13  1.26497E-13
