 #  Total cross section table (last run of 'elscata').
 #
 #  Z =   1,   projectile: electron
 #
 #   Energy         ECS         TCS1         TCS2         ABSCS      error
 #    (eV)        (cm**2)      (cm**2)      (cm**2)      (cm**2)
 #--------------------------------------------------------------------------
   1.00000E+01  5.03582E-16  4.01027E-16  4.68015E-16  0.00000E+00  1.0E-07
   1.10000E+01  4.52083E-16  3.49074E-16  4.16162E-16  0.00000E+00  1.0E-07
   1.20000E+01  4.09047E-16  3.06693E-16  3.72956E-16  0.00000E+00  1.0E-07
   1.30000E+01  3.72654E-16  2.71678E-16  3.36533E-16  0.00000E+00  1.0E-07
   1.40000E+01  3.41557E-16  2.42420E-16  3.05513E-16  0.00000E+00  1.0E-07
   1.50000E+01  3.14736E-16  2.17725E-16  2.78850E-16  0.00000E+00  1.0E-07
   1.60000E+01  2.91411E-16  1.96689E-16  2.55746E-16  0.00000E+00  1.0E-07
   1.70000E+01  2.70974E-16  1.78623E-16  2.35579E-16  0.00000E+00  1.0E-07
   1.80000E+01  2.52948E-16  1.62991E-16  2.17856E-16  0.00000E+00  1.0E-07
   1.90000E+01  2.36949E-16  1.49373E-16  2.02190E-16  0.00000E+00  1.0E-07
   2.00000E+01  2.22672E-16  1.37435E-16  1.88263E-16  0.00000E+00  1.0E-07
   2.50000E+01  1.69731E-16  9.51689E-17  1.37209E-16  0.00000E+00  1.0E-07
   3.00000E+01  1.35926E-16  7.01293E-17  1.05290E-16  0.00000E+00  1.0E-07
   3.50000E+01  1.12720E-16  5.40275E-17  8.38462E-17  0.00000E+00  1.0E-07
   4.00000E+01  9.59271E-17  4.30321E-17  6.86588E-17  0.00000E+00  1.0E-07
   4.50000E+01  8.32750E-17  3.51713E-17  5.74591E-17  0.00000E+00  1.0E-07
   5.00000E+01  7.34366E-17  2.93449E-17  4.89325E-17  0.00000E+00  1.0E-07
   6.00000E+01  5.91957E-17  2.14232E-17  3.69548E-17  0.00000E+00  1.1E-07
   7.00000E+01  4.94376E-17  1.64025E-17  2.90716E-17  0.00000E+00  1.0E-07
   8.00000E+01  4.23644E-17  1.30070E-17  2.35738E-17  0.00000E+00  1.9E-07
   9.00000E+01  3.70175E-17  1.05961E-17  1.95687E-17  0.00000E+00  1.5E-07
   1.00000E+02  3.28421E-17  8.81796E-18  1.65495E-17  0.00000E+00  2.2E-07
   1.50000E+02  2.08972E-17  4.33825E-18  8.61197E-18  0.00000E+00  3.7E-07
   2.00000E+02  1.52759E-17  2.61695E-18  5.37723E-18  0.00000E+00  5.5E-07
   2.50000E+02  1.20239E-17  1.76595E-18  3.71670E-18  0.00000E+00  8.6E-07
   3.00000E+02  9.90838E-18  1.27951E-18  2.74172E-18  0.00000E+00  1.0E-06
   3.50000E+02  8.42380E-18  9.73796E-19  2.11631E-18  0.00000E+00  1.1E-06
   4.00000E+02  7.32514E-18  7.68338E-19  1.68911E-18  0.00000E+00  1.4E-06
   4.50000E+02  6.47954E-18  6.23185E-19  1.38324E-18  0.00000E+00  1.7E-06
   5.00000E+02  5.80874E-18  5.16590E-19  1.15608E-18  0.00000E+00  1.9E-06
   6.00000E+02  4.81212E-18  3.73147E-19  8.46295E-19  0.00000E+00  2.1E-06
   7.00000E+02  4.10739E-18  2.83241E-19  6.49187E-19  0.00000E+00  2.5E-06
   8.00000E+02  3.58279E-18  2.22965E-19  5.15444E-19  0.00000E+00  3.5E-06
   9.00000E+02  3.17713E-18  1.80472E-19  4.20225E-19  0.00000E+00  3.4E-06
   1.00000E+03  2.85410E-18  1.49328E-19  3.49855E-19  0.00000E+00  4.0E-06
   1.50000E+03  1.89308E-18  7.18502E-20  1.71989E-19  0.00000E+00  5.2E-06
   2.00000E+03  1.41717E-18  4.26562E-20  1.03480E-19  0.00000E+00  7.3E-06
   2.50000E+03  1.13310E-18  2.84308E-20  6.96254E-20  0.00000E+00  7.4E-06
   3.00000E+03  9.44352E-19  2.03937E-20  5.03039E-20  0.00000E+00  1.2E-05
   3.50000E+03  8.09836E-19  1.53916E-20  3.81845E-20  0.00000E+00  2.0E-05
   4.00000E+03  7.09118E-19  1.20578E-20  3.00566E-20  0.00000E+00  2.3E-05
   4.50000E+03  6.30881E-19  9.71961E-21  2.43262E-20  0.00000E+00  2.4E-05
   5.00000E+03  5.68355E-19  8.01357E-21  2.01266E-20  0.00000E+00  2.4E-05
   6.00000E+03  4.74673E-19  5.73612E-21  1.44904E-20  0.00000E+00  3.3E-05
   7.00000E+03  4.07835E-19  4.32229E-21  1.09701E-20  0.00000E+00  3.9E-05
   8.00000E+03  3.57750E-19  3.38196E-21  8.61715E-21  0.00000E+00  4.1E-05
   9.00000E+03  3.18821E-19  2.72359E-21  6.96287E-21  0.00000E+00  5.7E-05
   1.00000E+04  2.87694E-19  2.24390E-21  5.75329E-21  0.00000E+00  1.7E-07
   1.10000E+04  2.62238E-19  1.88311E-21  4.84072E-21  0.00000E+00  1.9E-07
   1.20000E+04  2.41033E-19  1.60462E-21  4.13438E-21  0.00000E+00  1.5E-07
   1.30000E+04  2.23095E-19  1.38495E-21  3.57588E-21  0.00000E+00  1.6E-07
   1.40000E+04  2.07724E-19  1.20849E-21  3.12623E-21  0.00000E+00  1.6E-07
   1.50000E+04  1.94406E-19  1.06450E-21  2.75859E-21  0.00000E+00  1.6E-07
   1.60000E+04  1.82755E-19  9.45401E-22  2.45395E-21  0.00000E+00  1.6E-07
   1.70000E+04  1.72477E-19  8.45714E-22  2.19852E-21  0.00000E+00  1.6E-07
   1.80000E+04  1.63343E-19  7.61397E-22  1.98213E-21  0.00000E+00  1.5E-07
   1.90000E+04  1.55171E-19  6.89413E-22  1.79713E-21  0.00000E+00  1.4E-07
   2.00000E+04  1.47818E-19  6.27444E-22  1.63764E-21  0.00000E+00  1.3E-07
   2.10000E+04  1.41166E-19  5.73695E-22  1.49913E-21  0.00000E+00  1.2E-07
   2.20000E+04  1.35120E-19  5.26760E-22  1.37803E-21  0.00000E+00  1.8E-07
   2.30000E+04  1.29600E-19  4.85520E-22  1.27151E-21  0.00000E+00  1.6E-07
   2.40000E+04  1.24541E-19  4.49079E-22  1.17728E-21  0.00000E+00  1.5E-07
   2.50000E+04  1.19887E-19  4.16714E-22  1.09349E-21  0.00000E+00  1.4E-07
