 #  Scattering amplitudes (in cm)      MU=(1-cos(TH))/2
 #  Z =   1,   projectile: electron
 #  Kinetic energy = 2.50000E+04 eV
 #
 # TH (deg)      MU          Re(F)        Im(F)        Re(G)        Im(G)
 #--------------------------------------------------------------------------
  0.000E+00  0.00000E+00  5.54881E-09  7.82466E-11  0.00000E+00  0.00000E+00
  1.000E-04  7.61557E-13  5.54881E-09  7.82466E-11  2.25943E-16  3.17991E-18
  1.250E-04  1.18994E-12  5.54881E-09  7.82466E-11  2.82429E-16  3.97489E-18
  1.500E-04  1.71346E-12  5.54881E-09  7.82466E-11  3.38915E-16  4.76987E-18
  1.750E-04  2.33225E-12  5.54881E-09  7.82466E-11  3.95401E-16  5.56484E-18
  2.000E-04  3.04617E-12  5.54881E-09  7.82466E-11  4.51887E-16  6.35982E-18
  2.250E-04  3.85530E-12  5.54881E-09  7.82466E-11  5.08373E-16  7.15480E-18
  2.500E-04  4.75964E-12  5.54881E-09  7.82466E-11  5.64858E-16  7.94978E-18
  2.750E-04  5.75917E-12  5.54881E-09  7.82466E-11  6.21344E-16  8.74475E-18
  3.000E-04  6.85391E-12  5.54881E-09  7.82466E-11  6.77830E-16  9.53973E-18
  3.250E-04  8.04379E-12  5.54881E-09  7.82466E-11  7.34316E-16  1.03347E-17
  3.500E-04  9.32893E-12  5.54881E-09  7.82466E-11  7.90802E-16  1.11297E-17
  3.750E-04  1.07092E-11  5.54881E-09  7.82466E-11  8.47288E-16  1.19247E-17
  4.000E-04  1.21847E-11  5.54881E-09  7.82466E-11  9.03773E-16  1.27196E-17
  4.250E-04  1.37554E-11  5.54881E-09  7.82466E-11  9.60259E-16  1.35146E-17
  4.500E-04  1.54213E-11  5.54881E-09  7.82466E-11  1.01675E-15  1.43096E-17
  4.750E-04  1.71823E-11  5.54881E-09  7.82466E-11  1.07323E-15  1.51046E-17
  5.000E-04  1.90386E-11  5.54881E-09  7.82466E-11  1.12972E-15  1.58996E-17
  5.250E-04  2.09900E-11  5.54881E-09  7.82466E-11  1.18620E-15  1.66945E-17
  5.500E-04  2.30367E-11  5.54881E-09  7.82466E-11  1.24269E-15  1.74895E-17
  5.750E-04  2.51785E-11  5.54881E-09  7.82466E-11  1.29917E-15  1.82845E-17
  6.000E-04  2.74156E-11  5.54881E-09  7.82466E-11  1.35566E-15  1.90795E-17
  6.250E-04  2.97478E-11  5.54881E-09  7.82466E-11  1.41215E-15  1.98744E-17
  6.500E-04  3.21752E-11  5.54881E-09  7.82466E-11  1.46863E-15  2.06694E-17
  6.750E-04  3.46979E-11  5.54881E-09  7.82466E-11  1.52512E-15  2.14644E-17
  7.000E-04  3.73157E-11  5.54881E-09  7.82466E-11  1.58160E-15  2.22594E-17
  7.250E-04  4.00286E-11  5.54881E-09  7.82466E-11  1.63809E-15  2.30543E-17
  7.500E-04  4.28368E-11  5.54881E-09  7.82466E-11  1.69457E-15  2.38493E-17
  7.750E-04  4.57402E-11  5.54881E-09  7.82466E-11  1.75106E-15  2.46443E-17
  8.000E-04  4.87388E-11  5.54881E-09  7.82466E-11  1.80755E-15  2.54393E-17
  8.250E-04  5.18325E-11  5.54881E-09  7.82466E-11  1.86403E-15  2.62343E-17
  8.500E-04  5.50215E-11  5.54881E-09  7.82466E-11  1.92052E-15  2.70292E-17
  8.750E-04  5.83057E-11  5.54881E-09  7.82466E-11  1.97700E-15  2.78242E-17
  9.000E-04  6.16850E-11  5.54881E-09  7.82466E-11  2.03349E-15  2.86192E-17
  9.250E-04  6.51595E-11  5.54881E-09  7.82466E-11  2.08998E-15  2.94142E-17
  9.500E-04  6.87293E-11  5.54881E-09  7.82466E-11  2.14646E-15  3.02091E-17
  9.750E-04  7.23943E-11  5.54881E-09  7.82466E-11  2.20295E-15  3.10041E-17
  1.000E-03  7.61544E-11  5.54881E-09  7.82466E-11  2.25943E-15  3.17991E-17
  1.250E-03  1.18991E-10  5.54881E-09  7.82466E-11  2.82429E-15  3.97489E-17
  1.500E-03  1.71347E-10  5.54881E-09  7.82466E-11  3.38915E-15  4.76986E-17
  1.750E-03  2.33223E-10  5.54881E-09  7.82466E-11  3.95401E-15  5.56484E-17
  2.000E-03  3.04617E-10  5.54881E-09  7.82466E-11  4.51886E-15  6.35982E-17
  2.250E-03  3.85531E-10  5.54881E-09  7.82466E-11  5.08372E-15  7.15480E-17
  2.500E-03  4.75965E-10  5.54880E-09  7.82466E-11  5.64858E-15  7.94977E-17
  2.750E-03  5.75917E-10  5.54880E-09  7.82466E-11  6.21343E-15  8.74475E-17
  3.000E-03  6.85389E-10  5.54880E-09  7.82466E-11  6.77829E-15  9.53973E-17
  3.250E-03  8.04380E-10  5.54880E-09  7.82466E-11  7.34314E-15  1.03347E-16
  3.500E-03  9.32891E-10  5.54880E-09  7.82466E-11  7.90800E-15  1.11297E-16
  3.750E-03  1.07092E-09  5.54880E-09  7.82466E-11  8.47285E-15  1.19247E-16
  4.000E-03  1.21847E-09  5.54879E-09  7.82466E-11  9.03770E-15  1.27196E-16
  4.250E-03  1.37554E-09  5.54879E-09  7.82465E-11  9.60256E-15  1.35146E-16
  4.500E-03  1.54213E-09  5.54879E-09  7.82465E-11  1.01674E-14  1.43096E-16
  4.750E-03  1.71823E-09  5.54878E-09  7.82465E-11  1.07323E-14  1.51046E-16
  5.000E-03  1.90386E-09  5.54878E-09  7.82465E-11  1.12971E-14  1.58995E-16
  5.250E-03  2.09900E-09  5.54878E-09  7.82465E-11  1.18620E-14  1.66945E-16
  5.500E-03  2.30367E-09  5.54878E-09  7.82465E-11  1.24268E-14  1.74895E-16
  5.750E-03  2.51785E-09  5.54877E-09  7.82465E-11  1.29917E-14  1.82845E-16
  6.000E-03  2.74156E-09  5.54877E-09  7.82465E-11  1.35565E-14  1.90794E-16
  6.250E-03  2.97478E-09  5.54877E-09  7.82465E-11  1.41213E-14  1.98744E-16
  6.500E-03  3.21752E-09  5.54876E-09  7.82465E-11  1.46862E-14  2.06694E-16
  6.750E-03  3.46978E-09  5.54876E-09  7.82465E-11  1.52510E-14  2.14644E-16
  7.000E-03  3.73156E-09  5.54875E-09  7.82464E-11  1.58159E-14  2.22593E-16
  7.250E-03  4.00286E-09  5.54875E-09  7.82464E-11  1.63807E-14  2.30543E-16
  7.500E-03  4.28368E-09  5.54874E-09  7.82464E-11  1.69455E-14  2.38493E-16
  7.750E-03  4.57402E-09  5.54874E-09  7.82464E-11  1.75104E-14  2.46442E-16
  8.000E-03  4.87388E-09  5.54874E-09  7.82464E-11  1.80752E-14  2.54392E-16
  8.250E-03  5.18326E-09  5.54873E-09  7.82464E-11  1.86401E-14  2.62342E-16
  8.500E-03  5.50215E-09  5.54873E-09  7.82464E-11  1.92049E-14  2.70292E-16
  8.750E-03  5.83057E-09  5.54872E-09  7.82463E-11  1.97697E-14  2.78241E-16
  9.000E-03  6.16850E-09  5.54872E-09  7.82463E-11  2.03345E-14  2.86191E-16
  9.250E-03  6.51596E-09  5.54871E-09  7.82463E-11  2.08994E-14  2.94141E-16
