 #  Scattering amplitudes (in cm)      MU=(1-cos(TH))/2
 #  Z =  80,   projectile: electron
 #  Kinetic energy = 2.50000E+04 eV
 #
 # TH (deg)      MU          Re(F)        Im(F)        Re(G)        Im(G)
 #--------------------------------------------------------------------------
  0.000E+00  0.00000E+00  8.80331E-08  3.21244E-08  0.00000E+00  0.00000E+00
  1.000E-04  7.61557E-13  8.80331E-08  3.21244E-08  3.56241E-15  1.36498E-15
  1.250E-04  1.18994E-12  8.80331E-08  3.21244E-08  4.45301E-15  1.70622E-15
  1.500E-04  1.71346E-12  8.80331E-08  3.21244E-08  5.34361E-15  2.04746E-15
  1.750E-04  2.33225E-12  8.80331E-08  3.21244E-08  6.23421E-15  2.38871E-15
  2.000E-04  3.04617E-12  8.80331E-08  3.21244E-08  7.12481E-15  2.72995E-15
  2.250E-04  3.85530E-12  8.80331E-08  3.21244E-08  8.01542E-15  3.07120E-15
  2.500E-04  4.75964E-12  8.80331E-08  3.21244E-08  8.90602E-15  3.41244E-15
  2.750E-04  5.75917E-12  8.80331E-08  3.21244E-08  9.79662E-15  3.75368E-15
  3.000E-04  6.85391E-12  8.80331E-08  3.21244E-08  1.06872E-14  4.09493E-15
  3.250E-04  8.04379E-12  8.80331E-08  3.21244E-08  1.15778E-14  4.43617E-15
  3.500E-04  9.32893E-12  8.80331E-08  3.21244E-08  1.24684E-14  4.77741E-15
  3.750E-04  1.07092E-11  8.80331E-08  3.21244E-08  1.33590E-14  5.11866E-15
  4.000E-04  1.21847E-11  8.80331E-08  3.21244E-08  1.42496E-14  5.45990E-15
  4.250E-04  1.37554E-11  8.80331E-08  3.21244E-08  1.51402E-14  5.80115E-15
  4.500E-04  1.54213E-11  8.80331E-08  3.21244E-08  1.60308E-14  6.14239E-15
  4.750E-04  1.71823E-11  8.80331E-08  3.21244E-08  1.69214E-14  6.48363E-15
  5.000E-04  1.90386E-11  8.80331E-08  3.21244E-08  1.78120E-14  6.82488E-15
  5.250E-04  2.09900E-11  8.80331E-08  3.21244E-08  1.87026E-14  7.16612E-15
  5.500E-04  2.30367E-11  8.80331E-08  3.21244E-08  1.95932E-14  7.50737E-15
  5.750E-04  2.51785E-11  8.80331E-08  3.21244E-08  2.04838E-14  7.84861E-15
  6.000E-04  2.74156E-11  8.80331E-08  3.21244E-08  2.13744E-14  8.18985E-15
  6.250E-04  2.97478E-11  8.80331E-08  3.21244E-08  2.22650E-14  8.53110E-15
  6.500E-04  3.21752E-11  8.80331E-08  3.21244E-08  2.31556E-14  8.87234E-15
  6.750E-04  3.46979E-11  8.80331E-08  3.21244E-08  2.40462E-14  9.21359E-15
  7.000E-04  3.73157E-11  8.80331E-08  3.21244E-08  2.49368E-14  9.55483E-15
  7.250E-04  4.00286E-11  8.80331E-08  3.21244E-08  2.58274E-14  9.89607E-15
  7.500E-04  4.28368E-11  8.80331E-08  3.21244E-08  2.67180E-14  1.02373E-14
  7.750E-04  4.57402E-11  8.80331E-08  3.21244E-08  2.76086E-14  1.05786E-14
  8.000E-04  4.87388E-11  8.80331E-08  3.21244E-08  2.84993E-14  1.09198E-14
  8.250E-04  5.18325E-11  8.80331E-08  3.21244E-08  2.93899E-14  1.12610E-14
  8.500E-04  5.50215E-11  8.80331E-08  3.21244E-08  3.02805E-14  1.16023E-14
  8.750E-04  5.83057E-11  8.80331E-08  3.21244E-08  3.11711E-14  1.19435E-14
  9.000E-04  6.16850E-11  8.80331E-08  3.21244E-08  3.20617E-14  1.22848E-14
  9.250E-04  6.51595E-11  8.80331E-08  3.21244E-08  3.29523E-14  1.26260E-14
  9.500E-04  6.87293E-11  8.80331E-08  3.21244E-08  3.38429E-14  1.29673E-14
  9.750E-04  7.23943E-11  8.80331E-08  3.21244E-08  3.47335E-14  1.33085E-14
  1.000E-03  7.61544E-11  8.80331E-08  3.21244E-08  3.56241E-14  1.36498E-14
  1.250E-03  1.18991E-10  8.80331E-08  3.21244E-08  4.45301E-14  1.70622E-14
  1.500E-03  1.71347E-10  8.80331E-08  3.21244E-08  5.34361E-14  2.04746E-14
  1.750E-03  2.33223E-10  8.80330E-08  3.21243E-08  6.23421E-14  2.38871E-14
  2.000E-03  3.04617E-10  8.80330E-08  3.21243E-08  7.12481E-14  2.72995E-14
  2.250E-03  3.85531E-10  8.80330E-08  3.21243E-08  8.01540E-14  3.07119E-14
  2.500E-03  4.75965E-10  8.80330E-08  3.21243E-08  8.90600E-14  3.41244E-14
  2.750E-03  5.75917E-10  8.80329E-08  3.21243E-08  9.79660E-14  3.75368E-14
  3.000E-03  6.85389E-10  8.80329E-08  3.21243E-08  1.06872E-13  4.09493E-14
  3.250E-03  8.04380E-10  8.80329E-08  3.21243E-08  1.15778E-13  4.43617E-14
  3.500E-03  9.32891E-10  8.80328E-08  3.21243E-08  1.24684E-13  4.77741E-14
  3.750E-03  1.07092E-09  8.80328E-08  3.21243E-08  1.33590E-13  5.11866E-14
  4.000E-03  1.21847E-09  8.80327E-08  3.21243E-08  1.42496E-13  5.45990E-14
  4.250E-03  1.37554E-09  8.80327E-08  3.21243E-08  1.51402E-13  5.80114E-14
  4.500E-03  1.54213E-09  8.80326E-08  3.21243E-08  1.60307E-13  6.14239E-14
  4.750E-03  1.71823E-09  8.80326E-08  3.21243E-08  1.69213E-13  6.48363E-14
  5.000E-03  1.90386E-09  8.80325E-08  3.21243E-08  1.78119E-13  6.82487E-14
  5.250E-03  2.09900E-09  8.80325E-08  3.21243E-08  1.87025E-13  7.16612E-14
  5.500E-03  2.30367E-09  8.80324E-08  3.21243E-08  1.95931E-13  7.50736E-14
  5.750E-03  2.51785E-09  8.80323E-08  3.21243E-08  2.04837E-13  7.84860E-14
  6.000E-03  2.74156E-09  8.80323E-08  3.21243E-08  2.13742E-13  8.18984E-14
  6.250E-03  2.97478E-09  8.80322E-08  3.21243E-08  2.22648E-13  8.53109E-14
  6.500E-03  3.21752E-09  8.80321E-08  3.21243E-08  2.31554E-13  8.87233E-14
  6.750E-03  3.46978E-09  8.80321E-08  3.21243E-08  2.40460E-13  9.21357E-14
  7.000E-03  3.73156E-09  8.80320E-08  3.21243E-08  2.49365E-13  9.55481E-14
  7.250E-03  4.00286E-09  8.80319E-08  3.21243E-08  2.58271E-13  9.89606E-14
  7.500E-03  4.28368E-09  8.80318E-08  3.21243E-08  2.67177E-13  1.02373E-13
  7.750E-03  4.57402E-09  8.80317E-08  3.21243E-08  2.76082E-13  1.05785E-13
  8.000E-03  4.87388E-09  8.80316E-08  3.21243E-08  2.84988E-13  1.09198E-13
  8.250E-03  5.18326E-09  8.80315E-08  3.21243E-08  2.93893E-13  1.12610E-13
  8.500E-03  5.50215E-09  8.80314E-08  3.21243E-08  3.02799E-13  1.16023E-13
  8.750E-03  5.83057E-09  8.80313E-08  3.21243E-08  3.11704E-13  1.19435E-13
  9.000E-03  6.16850E-09  8.80312E-08  3.21243E-08  3.20610E-13  1.22847E-13
  9.250E-03  6.51596E-09  8.80311E-08  3.21243E-08  3.29515E-13  1.26260E-13
  9.500E-03  6.87293E-09  8.80310E-08  3.21243E-08  3.38421E-13  1.29672E-13
  9.750E-03  7.23942E-09  8.80309E-08  3.21242E-08  3.47326E-13  1.33085E-13
  1.000E-02  7.61544E-09  8.80308E-08  3.21242E-08  3.56231E-13  1.36497E-13
  1.250E-02  1.18991E-08  8.80295E-08  3.21242E-08  4.45282E-13  1.70621E-13
  1.500E-02  1.71347E-08  8.80279E-08  3.21241E-08  5.34329E-13  2.04745E-13
  1.750E-02  2.33223E-08  8.80260E-08  3.21240E-08  6.23370E-13  2.38868E-13
  2.000E-02  3.04617E-08  8.80238E-08  3.21239E-08  7.12405E-13  2.72991E-13
  2.250E-02  3.85531E-08  8.80213E-08  3.21238E-08  8.01433E-13  3.07114E-13
  2.500E-02  4.75965E-08  8.80185E-08  3.21237E-08  8.90453E-13  3.41237E-13
  2.750E-02  5.75917E-08  8.80155E-08  3.21235E-08  9.79464E-13  3.75359E-13
  3.000E-02  6.85389E-08  8.80121E-08  3.21233E-08  1.06847E-12  4.09480E-13
  3.250E-02  8.04380E-08  8.80085E-08  3.21232E-08  1.15746E-12  4.43601E-13
  3.500E-02  9.32891E-08  8.80045E-08  3.21230E-08  1.24643E-12  4.77722E-13
  3.750E-02  1.07092E-07  8.80003E-08  3.21228E-08  1.33540E-12  5.11842E-13
  4.000E-02  1.21847E-07  8.79958E-08  3.21226E-08  1.42435E-12  5.45961E-13
  4.250E-02  1.37554E-07  8.79910E-08  3.21223E-08  1.51329E-12  5.80079E-13
  4.500E-02  1.54213E-07  8.79859E-08  3.21221E-08  1.60222E-12  6.14197E-13
  4.750E-02  1.71823E-07  8.79805E-08  3.21218E-08  1.69112E-12  6.48314E-13
  5.000E-02  1.90386E-07  8.79748E-08  3.21215E-08  1.78002E-12  6.82430E-13
  5.250E-02  2.09900E-07  8.79688E-08  3.21213E-08  1.86889E-12  7.16545E-13
  5.500E-02  2.30367E-07  8.79626E-08  3.21210E-08  1.95774E-12  7.50660E-13
  5.750E-02  2.51785E-07  8.79560E-08  3.21206E-08  2.04658E-12  7.84773E-13
  6.000E-02  2.74156E-07  8.79492E-08  3.21203E-08  2.13539E-12  8.18886E-13
  6.250E-02  2.97478E-07  8.79420E-08  3.21200E-08  2.22419E-12  8.52997E-13
  6.500E-02  3.21752E-07  8.79346E-08  3.21196E-08  2.31296E-12  8.87107E-13
  6.750E-02  3.46978E-07  8.79269E-08  3.21192E-08  2.40170E-12  9.21217E-13
  7.000E-02  3.73156E-07  8.79189E-08  3.21189E-08  2.49043E-12  9.55325E-13
  7.250E-02  4.00286E-07  8.79106E-08  3.21185E-08  2.57913E-12  9.89431E-13
  7.500E-02  4.28368E-07  8.79020E-08  3.21180E-08  2.66780E-12  1.02354E-12
  7.750E-02  4.57402E-07  8.78932E-08  3.21176E-08  2.75645E-12  1.05764E-12
  8.000E-02  4.87388E-07  8.78840E-08  3.21172E-08  2.84507E-12  1.09174E-12
  8.250E-02  5.18325E-07  8.78745E-08  3.21167E-08  2.93366E-12  1.12585E-12
  8.500E-02  5.50215E-07  8.78648E-08  3.21162E-08  3.02222E-12  1.15995E-12
  8.750E-02  5.83057E-07  8.78548E-08  3.21158E-08  3.11075E-12  1.19404E-12
  9.000E-02  6.16850E-07  8.78445E-08  3.21153E-08  3.19925E-12  1.22814E-12
  9.250E-02  6.51596E-07  8.78339E-08  3.21148E-08  3.28772E-12  1.26224E-12
  9.500E-02  6.87293E-07  8.78230E-08  3.21142E-08  3.37615E-12  1.29633E-12
  9.750E-02  7.23942E-07  8.78118E-08  3.21137E-08  3.46456E-12  1.33042E-12
  1.000E-01  7.61543E-07  8.78003E-08  3.21131E-08  3.55292E-12  1.36451E-12
  1.250E-01  1.18991E-06  8.76700E-08  3.21068E-08  4.43451E-12  1.70532E-12
  1.500E-01  1.71347E-06  8.75111E-08  3.20991E-08  5.31171E-12  2.04591E-12
  1.750E-01  2.33223E-06  8.73242E-08  3.20900E-08  6.18367E-12  2.38624E-12
  2.000E-01  3.04617E-06  8.71096E-08  3.20795E-08  7.04956E-12  2.72626E-12
  2.250E-01  3.85531E-06  8.68676E-08  3.20677E-08  7.90858E-12  3.06595E-12
  2.500E-01  4.75964E-06  8.65988E-08  3.20544E-08  8.75993E-12  3.40524E-12
  2.750E-01  5.75916E-06  8.63036E-08  3.20397E-08  9.60285E-12  3.74411E-12
  3.000E-01  6.85388E-06  8.59828E-08  3.20237E-08  1.04366E-11  4.08251E-12
  3.250E-01  8.04378E-06  8.56368E-08  3.20063E-08  1.12605E-11  4.42039E-12
  3.500E-01  9.32888E-06  8.52663E-08  3.19875E-08  1.20739E-11  4.75771E-12
  3.750E-01  1.07092E-05  8.48720E-08  3.19674E-08  1.28761E-11  5.09444E-12
  4.000E-01  1.21846E-05  8.44547E-08  3.19459E-08  1.36665E-11  5.43054E-12
  4.250E-01  1.37553E-05  8.40150E-08  3.19231E-08  1.44445E-11  5.76595E-12
  4.500E-01  1.54212E-05  8.35538E-08  3.18989E-08  1.52096E-11  6.10065E-12
  4.750E-01  1.71822E-05  8.30719E-08  3.18734E-08  1.59613E-11  6.43458E-12
  5.000E-01  1.90385E-05  8.25700E-08  3.18465E-08  1.66991E-11  6.76772E-12
  5.250E-01  2.09899E-05  8.20490E-08  3.18183E-08  1.74227E-11  7.10002E-12
  5.500E-01  2.30365E-05  8.15098E-08  3.17888E-08  1.81315E-11  7.43144E-12
  5.750E-01  2.51783E-05  8.09532E-08  3.17580E-08  1.88252E-11  7.76195E-12
  6.000E-01  2.74153E-05  8.03802E-08  3.17259E-08  1.95036E-11  8.09150E-12
  6.250E-01  2.97475E-05  7.97914E-08  3.16925E-08  2.01663E-11  8.42006E-12
  6.500E-01  3.21749E-05  7.91879E-08  3.16579E-08  2.08131E-11  8.74759E-12
  6.750E-01  3.46974E-05  7.85705E-08  3.16219E-08  2.14438E-11  9.07405E-12
  7.000E-01  3.73152E-05  7.79401E-08  3.15847E-08  2.20582E-11  9.39941E-12
  7.250E-01  4.00281E-05  7.72975E-08  3.15463E-08  2.26562E-11  9.72363E-12
  7.500E-01  4.28362E-05  7.66436E-08  3.15066E-08  2.32376E-11  1.00467E-11
  7.750E-01  4.57395E-05  7.59792E-08  3.14656E-08  2.38023E-11  1.03685E-11
  8.000E-01  4.87380E-05  7.53051E-08  3.14235E-08  2.43504E-11  1.06891E-11
  8.250E-01  5.18317E-05  7.46222E-08  3.13801E-08  2.48818E-11  1.10084E-11
  8.500E-01  5.50205E-05  7.39312E-08  3.13356E-08  2.53964E-11  1.13264E-11
  8.750E-01  5.83045E-05  7.32329E-08  3.12898E-08  2.58944E-11  1.16431E-11
  9.000E-01  6.16838E-05  7.25281E-08  3.12429E-08  2.63757E-11  1.19584E-11
  9.250E-01  6.51582E-05  7.18174E-08  3.11948E-08  2.68405E-11  1.22722E-11
  9.500E-01  6.87277E-05  7.11017E-08  3.11456E-08  2.72888E-11  1.25847E-11
  9.750E-01  7.23925E-05  7.03816E-08  3.10953E-08  2.77208E-11  1.28956E-11
  1.000E+00  7.61524E-05  6.96578E-08  3.10438E-08  2.81365E-11  1.32051E-11
  1.100E+00  9.21439E-05  6.67373E-08  3.08268E-08  2.96408E-11  1.44273E-11
  1.200E+00  1.09658E-04  6.38036E-08  3.05929E-08  3.09005E-11  1.56233E-11
  1.300E+00  1.28695E-04  6.08874E-08  3.03429E-08  3.19301E-11  1.67915E-11
  1.400E+00  1.49255E-04  5.80132E-08  3.00777E-08  3.27457E-11  1.79302E-11
  1.500E+00  1.71338E-04  5.52000E-08  2.97982E-08  3.33641E-11  1.90382E-11
  1.600E+00  1.94942E-04  5.24622E-08  2.95053E-08  3.38020E-11  2.01144E-11
  1.700E+00  2.20070E-04  4.98098E-08  2.92000E-08  3.40756E-11  2.11577E-11
  1.800E+00  2.46720E-04  4.72494E-08  2.88832E-08  3.42001E-11  2.21672E-11
  1.900E+00  2.74892E-04  4.47851E-08  2.85557E-08  3.41900E-11  2.31422E-11
  2.000E+00  3.04586E-04  4.24188E-08  2.82185E-08  3.40584E-11  2.40821E-11
  2.100E+00  3.35803E-04  4.01505E-08  2.78724E-08  3.38174E-11  2.49865E-11
  2.200E+00  3.68542E-04  3.79793E-08  2.75183E-08  3.34781E-11  2.58550E-11
  2.300E+00  4.02802E-04  3.59033E-08  2.71570E-08  3.30505E-11  2.66873E-11
  2.400E+00  4.38585E-04  3.39199E-08  2.67893E-08  3.25438E-11  2.74834E-11
  2.500E+00  4.75889E-04  3.20260E-08  2.64159E-08  3.19663E-11  2.82432E-11
  2.600E+00  5.14715E-04  3.02186E-08  2.60376E-08  3.13254E-11  2.89667E-11
  2.700E+00  5.55063E-04  2.84942E-08  2.56550E-08  3.06281E-11  2.96541E-11
  2.800E+00  5.96931E-04  2.68494E-08  2.52689E-08  2.98806E-11  3.03057E-11
  2.900E+00  6.40321E-04  2.52809E-08  2.48797E-08  2.90886E-11  3.09216E-11
  3.000E+00  6.85233E-04  2.37852E-08  2.44883E-08  2.82574E-11  3.15023E-11
  3.100E+00  7.31665E-04  2.23590E-08  2.40950E-08  2.73917E-11  3.20482E-11
  3.200E+00  7.79618E-04  2.09994E-08  2.37004E-08  2.64959E-11  3.25597E-11
  3.300E+00  8.29092E-04  1.97031E-08  2.33051E-08  2.55741E-11  3.30373E-11
  3.400E+00  8.80086E-04  1.84674E-08  2.29094E-08  2.46300E-11  3.34816E-11
  3.500E+00  9.32601E-04  1.72893E-08  2.25139E-08  2.36670E-11  3.38931E-11
  3.600E+00  9.86636E-04  1.61663E-08  2.21190E-08  2.26884E-11  3.42725E-11
  3.700E+00  1.04219E-03  1.50958E-08  2.17249E-08  2.16970E-11  3.46203E-11
  3.800E+00  1.09927E-03  1.40755E-08  2.13322E-08  2.06956E-11  3.49373E-11
  3.900E+00  1.15786E-03  1.31030E-08  2.09411E-08  1.96867E-11  3.52242E-11
  4.000E+00  1.21797E-03  1.21761E-08  2.05519E-08  1.86725E-11  3.54815E-11
  4.100E+00  1.27961E-03  1.12927E-08  2.01649E-08  1.76552E-11  3.57101E-11
  4.200E+00  1.34276E-03  1.04510E-08  1.97803E-08  1.66367E-11  3.59106E-11
  4.300E+00  1.40743E-03  9.64895E-09  1.93986E-08  1.56189E-11  3.60838E-11
  4.400E+00  1.47362E-03  8.88483E-09  1.90197E-08  1.46034E-11  3.62304E-11
  4.500E+00  1.54133E-03  8.15691E-09  1.86440E-08  1.35917E-11  3.63511E-11
  4.600E+00  1.61056E-03  7.46356E-09  1.82716E-08  1.25853E-11  3.64466E-11
  4.700E+00  1.68131E-03  6.80325E-09  1.79028E-08  1.15854E-11  3.65178E-11
  4.800E+00  1.75357E-03  6.17449E-09  1.75376E-08  1.05931E-11  3.65653E-11
  4.900E+00  1.82735E-03  5.57587E-09  1.71762E-08  9.60961E-12  3.65898E-11
  5.000E+00  1.90265E-03  5.00605E-09  1.68187E-08  8.63581E-12  3.65921E-11
  5.100E+00  1.97947E-03  4.46375E-09  1.64653E-08  7.67259E-12  3.65728E-11
  5.200E+00  2.05780E-03  3.94773E-09  1.61160E-08  6.72073E-12  3.65328E-11
  5.300E+00  2.13765E-03  3.45683E-09  1.57710E-08  5.78094E-12  3.64726E-11
  5.400E+00  2.21902E-03  2.98994E-09  1.54302E-08  4.85386E-12  3.63931E-11
  5.500E+00  2.30190E-03  2.54598E-09  1.50939E-08  3.94005E-12  3.62947E-11
  5.600E+00  2.38630E-03  2.12394E-09  1.47619E-08  3.04000E-12  3.61783E-11
  5.700E+00  2.47222E-03  1.72283E-09  1.44344E-08  2.15415E-12  3.60444E-11
  5.800E+00  2.55965E-03  1.34174E-09  1.41115E-08  1.28288E-12  3.58938E-11
  5.900E+00  2.64859E-03  9.79760E-10  1.37931E-08  4.26510E-13  3.57270E-11
  6.000E+00  2.73905E-03  6.36052E-10  1.34792E-08 -4.14684E-13  3.55446E-11
  6.100E+00  2.83103E-03  3.09798E-10  1.31700E-08 -1.24047E-12  3.53473E-11
  6.200E+00  2.92452E-03  2.21296E-13  1.28653E-08 -2.05066E-12  3.51356E-11
  6.300E+00  3.01952E-03 -2.93422E-10  1.25652E-08 -2.84511E-12  3.49102E-11
  6.400E+00  3.11604E-03 -5.71842E-10  1.22697E-08 -3.62371E-12  3.46715E-11
  6.500E+00  3.21407E-03 -8.35719E-10  1.19788E-08 -4.38636E-12  3.44202E-11
  6.600E+00  3.31362E-03 -1.08570E-09  1.16925E-08 -5.13304E-12  3.41568E-11
  6.700E+00  3.41468E-03 -1.32241E-09  1.14107E-08 -5.86371E-12  3.38817E-11
  6.800E+00  3.51725E-03 -1.54644E-09  1.11335E-08 -6.57838E-12  3.35955E-11
  6.900E+00  3.62133E-03 -1.75836E-09  1.08608E-08 -7.27709E-12  3.32987E-11
