 #  Scattering amplitudes (in cm)      MU=(1-cos(TH))/2
 #  Z =  14,   projectile: electron
 #  Kinetic energy = 2.50000E+04 eV
 #
 # TH (deg)      MU          Re(F)        Im(F)        Re(G)        Im(G)
 #--------------------------------------------------------------------------
  0.000E+00  0.00000E+00  4.02656E-08  5.07739E-09  0.00000E+00  0.00000E+00
  1.000E-04  7.61557E-13  4.02656E-08  5.07739E-09  1.64576E-15  2.11241E-16
  1.250E-04  1.18994E-12  4.02656E-08  5.07739E-09  2.05719E-15  2.64051E-16
  1.500E-04  1.71346E-12  4.02656E-08  5.07739E-09  2.46863E-15  3.16861E-16
  1.750E-04  2.33225E-12  4.02656E-08  5.07739E-09  2.88007E-15  3.69671E-16
  2.000E-04  3.04617E-12  4.02656E-08  5.07739E-09  3.29151E-15  4.22481E-16
  2.250E-04  3.85530E-12  4.02656E-08  5.07739E-09  3.70295E-15  4.75291E-16
  2.500E-04  4.75964E-12  4.02656E-08  5.07739E-09  4.11439E-15  5.28101E-16
  2.750E-04  5.75917E-12  4.02656E-08  5.07739E-09  4.52583E-15  5.80912E-16
  3.000E-04  6.85391E-12  4.02656E-08  5.07739E-09  4.93727E-15  6.33722E-16
  3.250E-04  8.04379E-12  4.02656E-08  5.07739E-09  5.34871E-15  6.86532E-16
  3.500E-04  9.32893E-12  4.02656E-08  5.07739E-09  5.76015E-15  7.39342E-16
  3.750E-04  1.07092E-11  4.02656E-08  5.07739E-09  6.17158E-15  7.92152E-16
  4.000E-04  1.21847E-11  4.02656E-08  5.07739E-09  6.58302E-15  8.44962E-16
  4.250E-04  1.37554E-11  4.02656E-08  5.07739E-09  6.99446E-15  8.97772E-16
  4.500E-04  1.54213E-11  4.02656E-08  5.07739E-09  7.40590E-15  9.50583E-16
  4.750E-04  1.71823E-11  4.02656E-08  5.07739E-09  7.81734E-15  1.00339E-15
  5.000E-04  1.90386E-11  4.02656E-08  5.07739E-09  8.22878E-15  1.05620E-15
  5.250E-04  2.09900E-11  4.02656E-08  5.07739E-09  8.64022E-15  1.10901E-15
  5.500E-04  2.30367E-11  4.02656E-08  5.07739E-09  9.05166E-15  1.16182E-15
  5.750E-04  2.51785E-11  4.02656E-08  5.07739E-09  9.46310E-15  1.21463E-15
  6.000E-04  2.74156E-11  4.02656E-08  5.07739E-09  9.87453E-15  1.26744E-15
  6.250E-04  2.97478E-11  4.02656E-08  5.07739E-09  1.02860E-14  1.32025E-15
  6.500E-04  3.21752E-11  4.02656E-08  5.07739E-09  1.06974E-14  1.37306E-15
  6.750E-04  3.46979E-11  4.02656E-08  5.07739E-09  1.11089E-14  1.42587E-15
  7.000E-04  3.73157E-11  4.02656E-08  5.07739E-09  1.15203E-14  1.47868E-15
  7.250E-04  4.00286E-11  4.02656E-08  5.07739E-09  1.19317E-14  1.53149E-15
  7.500E-04  4.28368E-11  4.02656E-08  5.07739E-09  1.23432E-14  1.58430E-15
  7.750E-04  4.57402E-11  4.02656E-08  5.07739E-09  1.27546E-14  1.63711E-15
  8.000E-04  4.87388E-11  4.02656E-08  5.07739E-09  1.31660E-14  1.68992E-15
  8.250E-04  5.18325E-11  4.02656E-08  5.07739E-09  1.35775E-14  1.74273E-15
  8.500E-04  5.50215E-11  4.02656E-08  5.07739E-09  1.39889E-14  1.79554E-15
  8.750E-04  5.83057E-11  4.02656E-08  5.07739E-09  1.44004E-14  1.84835E-15
  9.000E-04  6.16850E-11  4.02656E-08  5.07739E-09  1.48118E-14  1.90116E-15
  9.250E-04  6.51595E-11  4.02656E-08  5.07739E-09  1.52232E-14  1.95398E-15
  9.500E-04  6.87293E-11  4.02656E-08  5.07739E-09  1.56347E-14  2.00679E-15
  9.750E-04  7.23943E-11  4.02656E-08  5.07739E-09  1.60461E-14  2.05960E-15
  1.000E-03  7.61544E-11  4.02656E-08  5.07739E-09  1.64576E-14  2.11241E-15
  1.250E-03  1.18991E-10  4.02656E-08  5.07739E-09  2.05719E-14  2.64051E-15
  1.500E-03  1.71347E-10  4.02656E-08  5.07739E-09  2.46863E-14  3.16861E-15
  1.750E-03  2.33223E-10  4.02656E-08  5.07739E-09  2.88007E-14  3.69671E-15
  2.000E-03  3.04617E-10  4.02656E-08  5.07739E-09  3.29151E-14  4.22481E-15
  2.250E-03  3.85531E-10  4.02656E-08  5.07739E-09  3.70295E-14  4.75291E-15
  2.500E-03  4.75965E-10  4.02656E-08  5.07739E-09  4.11439E-14  5.28101E-15
  2.750E-03  5.75917E-10  4.02655E-08  5.07739E-09  4.52582E-14  5.80911E-15
  3.000E-03  6.85389E-10  4.02655E-08  5.07739E-09  4.93726E-14  6.33721E-15
  3.250E-03  8.04380E-10  4.02655E-08  5.07739E-09  5.34870E-14  6.86532E-15
  3.500E-03  9.32891E-10  4.02655E-08  5.07739E-09  5.76013E-14  7.39342E-15
  3.750E-03  1.07092E-09  4.02655E-08  5.07739E-09  6.17157E-14  7.92152E-15
  4.000E-03  1.21847E-09  4.02655E-08  5.07739E-09  6.58301E-14  8.44962E-15
  4.250E-03  1.37554E-09  4.02655E-08  5.07739E-09  6.99444E-14  8.97772E-15
  4.500E-03  1.54213E-09  4.02655E-08  5.07739E-09  7.40588E-14  9.50582E-15
  4.750E-03  1.71823E-09  4.02655E-08  5.07739E-09  7.81731E-14  1.00339E-14
  5.000E-03  1.90386E-09  4.02654E-08  5.07739E-09  8.22875E-14  1.05620E-14
  5.250E-03  2.09900E-09  4.02654E-08  5.07739E-09  8.64018E-14  1.10901E-14
  5.500E-03  2.30367E-09  4.02654E-08  5.07739E-09  9.05161E-14  1.16182E-14
  5.750E-03  2.51785E-09  4.02654E-08  5.07739E-09  9.46305E-14  1.21463E-14
  6.000E-03  2.74156E-09  4.02654E-08  5.07738E-09  9.87448E-14  1.26744E-14
  6.250E-03  2.97478E-09  4.02653E-08  5.07738E-09  1.02859E-13  1.32025E-14
  6.500E-03  3.21752E-09  4.02653E-08  5.07738E-09  1.06973E-13  1.37306E-14
  6.750E-03  3.46978E-09  4.02653E-08  5.07738E-09  1.11088E-13  1.42587E-14
  7.000E-03  3.73156E-09  4.02653E-08  5.07738E-09  1.15202E-13  1.47868E-14
  7.250E-03  4.00286E-09  4.02653E-08  5.07738E-09  1.19316E-13  1.53149E-14
  7.500E-03  4.28368E-09  4.02652E-08  5.07738E-09  1.23431E-13  1.58430E-14
  7.750E-03  4.57402E-09  4.02652E-08  5.07738E-09  1.27545E-13  1.63711E-14
  8.000E-03  4.87388E-09  4.02652E-08  5.07738E-09  1.31659E-13  1.68992E-14
  8.250E-03  5.18326E-09  4.02652E-08  5.07738E-09  1.35773E-13  1.74273E-14
  8.500E-03  5.50215E-09  4.02651E-08  5.07738E-09  1.39888E-13  1.79554E-14
  8.750E-03  5.83057E-09  4.02651E-08  5.07738E-09  1.44002E-13  1.84835E-14
  9.000E-03  6.16850E-09  4.02651E-08  5.07738E-09  1.48116E-13  1.90116E-14
  9.250E-03  6.51596E-09  4.02650E-08  5.07738E-09  1.52230E-13  1.95397E-14
  9.500E-03  6.87293E-09  4.02650E-08  5.07737E-09  1.56345E-13  2.00678E-14
  9.750E-03  7.23942E-09  4.02650E-08  5.07737E-09  1.60459E-13  2.05959E-14
  1.000E-02  7.61544E-09  4.02649E-08  5.07737E-09  1.64573E-13  2.11240E-14
  1.250E-02  1.18991E-08  4.02646E-08  5.07736E-09  2.05714E-13  2.64049E-14
  1.500E-02  1.71347E-08  4.02641E-08  5.07735E-09  2.46854E-13  3.16858E-14
  1.750E-02  2.33223E-08  4.02636E-08  5.07733E-09  2.87993E-13  3.69667E-14
  2.000E-02  3.04617E-08  4.02630E-08  5.07731E-09  3.29130E-13  4.22475E-14
  2.250E-02  3.85531E-08  4.02623E-08  5.07729E-09  3.70265E-13  4.75282E-14
  2.500E-02  4.75965E-08  4.02615E-08  5.07727E-09  4.11397E-13  5.28089E-14
  2.750E-02  5.75917E-08  4.02606E-08  5.07725E-09  4.52527E-13  5.80895E-14
  3.000E-02  6.85389E-08  4.02597E-08  5.07722E-09  4.93655E-13  6.33700E-14
  3.250E-02  8.04380E-08  4.02587E-08  5.07719E-09  5.34779E-13  6.86505E-14
  3.500E-02  9.32891E-08  4.02576E-08  5.07716E-09  5.75900E-13  7.39308E-14
  3.750E-02  1.07092E-07  4.02564E-08  5.07712E-09  6.17018E-13  7.92111E-14
  4.000E-02  1.21847E-07  4.02551E-08  5.07708E-09  6.58132E-13  8.44912E-14
  4.250E-02  1.37554E-07  4.02538E-08  5.07704E-09  6.99241E-13  8.97712E-14
  4.500E-02  1.54213E-07  4.02523E-08  5.07700E-09  7.40347E-13  9.50511E-14
  4.750E-02  1.71823E-07  4.02508E-08  5.07696E-09  7.81448E-13  1.00331E-13
  5.000E-02  1.90386E-07  4.02492E-08  5.07691E-09  8.22545E-13  1.05610E-13
  5.250E-02  2.09900E-07  4.02476E-08  5.07686E-09  8.63636E-13  1.10890E-13
  5.500E-02  2.30367E-07  4.02458E-08  5.07681E-09  9.04722E-13  1.16169E-13
  5.750E-02  2.51785E-07  4.02440E-08  5.07675E-09  9.45803E-13  1.21448E-13
  6.000E-02  2.74156E-07  4.02420E-08  5.07670E-09  9.86877E-13  1.26727E-13
  6.250E-02  2.97478E-07  4.02400E-08  5.07664E-09  1.02795E-12  1.32006E-13
  6.500E-02  3.21752E-07  4.02379E-08  5.07658E-09  1.06901E-12  1.37285E-13
  6.750E-02  3.46978E-07  4.02358E-08  5.07651E-09  1.11007E-12  1.42563E-13
  7.000E-02  3.73156E-07  4.02335E-08  5.07645E-09  1.15111E-12  1.47841E-13
  7.250E-02  4.00286E-07  4.02312E-08  5.07638E-09  1.19216E-12  1.53119E-13
  7.500E-02  4.28368E-07  4.02288E-08  5.07631E-09  1.23319E-12  1.58397E-13
  7.750E-02  4.57402E-07  4.02263E-08  5.07623E-09  1.27422E-12  1.63675E-13
  8.000E-02  4.87388E-07  4.02237E-08  5.07616E-09  1.31524E-12  1.68952E-13
  8.250E-02  5.18325E-07  4.02211E-08  5.07608E-09  1.35625E-12  1.74229E-13
  8.500E-02  5.50215E-07  4.02183E-08  5.07600E-09  1.39726E-12  1.79506E-13
  8.750E-02  5.83057E-07  4.02155E-08  5.07592E-09  1.43825E-12  1.84783E-13
  9.000E-02  6.16850E-07  4.02126E-08  5.07583E-09  1.47924E-12  1.90059E-13
  9.250E-02  6.51596E-07  4.02096E-08  5.07574E-09  1.52021E-12  1.95335E-13
  9.500E-02  6.87293E-07  4.02066E-08  5.07565E-09  1.56118E-12  2.00611E-13
  9.750E-02  7.23942E-07  4.02034E-08  5.07556E-09  1.60214E-12  2.05887E-13
  1.000E-01  7.61543E-07  4.02002E-08  5.07546E-09  1.64309E-12  2.11162E-13
  1.250E-01  1.18991E-06  4.01634E-08  5.07438E-09  2.05199E-12  2.63897E-13
  1.500E-01  1.71347E-06  4.01186E-08  5.07306E-09  2.45965E-12  3.16596E-13
  1.750E-01  2.33223E-06  4.00657E-08  5.07149E-09  2.86582E-12  3.69250E-13
  2.000E-01  3.04617E-06  4.00047E-08  5.06969E-09  3.27026E-12  4.21853E-13
  2.250E-01  3.85531E-06  3.99358E-08  5.06765E-09  3.67272E-12  4.74397E-13
  2.500E-01  4.75964E-06  3.98589E-08  5.06537E-09  4.07297E-12  5.26875E-13
  2.750E-01  5.75916E-06  3.97741E-08  5.06285E-09  4.47076E-12  5.79280E-13
  3.000E-01  6.85388E-06  3.96815E-08  5.06010E-09  4.86588E-12  6.31605E-13
  3.250E-01  8.04378E-06  3.95811E-08  5.05711E-09  5.25808E-12  6.83842E-13
  3.500E-01  9.32888E-06  3.94731E-08  5.05389E-09  5.64714E-12  7.35985E-13
  3.750E-01  1.07092E-05  3.93575E-08  5.05043E-09  6.03284E-12  7.88026E-13
  4.000E-01  1.21846E-05  3.92343E-08  5.04674E-09  6.41496E-12  8.39959E-13
  4.250E-01  1.37553E-05  3.91037E-08  5.04282E-09  6.79329E-12  8.91776E-13
  4.500E-01  1.54212E-05  3.89658E-08  5.03867E-09  7.16760E-12  9.43471E-13
  4.750E-01  1.71822E-05  3.88206E-08  5.03428E-09  7.53771E-12  9.95037E-13
  5.000E-01  1.90385E-05  3.86683E-08  5.02967E-09  7.90341E-12  1.04647E-12
  5.250E-01  2.09899E-05  3.85090E-08  5.02484E-09  8.26450E-12  1.09775E-12
  5.500E-01  2.30365E-05  3.83427E-08  5.01978E-09  8.62080E-12  1.14889E-12
  5.750E-01  2.51783E-05  3.81697E-08  5.01449E-09  8.97213E-12  1.19987E-12
  6.000E-01  2.74153E-05  3.79900E-08  5.00899E-09  9.31830E-12  1.25069E-12
  6.250E-01  2.97475E-05  3.78038E-08  5.00326E-09  9.65914E-12  1.30135E-12
