 #  Scattering amplitudes (in cm)      MU=(1-cos(TH))/2
 #  Z =  14,   projectile: electron
 #  Kinetic energy = 2.50000E+04 eV
 #
 # TH (deg)      MU          Re(F)        Im(F)        Re(G)        Im(G)
 #--------------------------------------------------------------------------
  0.000E+00  0.00000E+00  4.40913E-08  5.23649E-09  0.00000E+00  0.00000E+00
  1.000E-04  7.61557E-13  4.40913E-08  5.23649E-09  1.80160E-15  2.17956E-16
  1.250E-04  1.18994E-12  4.40913E-08  5.23649E-09  2.25200E-15  2.72446E-16
  1.500E-04  1.71346E-12  4.40913E-08  5.23649E-09  2.70240E-15  3.26935E-16
  1.750E-04  2.33225E-12  4.40913E-08  5.23649E-09  3.15280E-15  3.81424E-16
  2.000E-04  3.04617E-12  4.40913E-08  5.23649E-09  3.60320E-15  4.35913E-16
  2.250E-04  3.85530E-12  4.40913E-08  5.23649E-09  4.05359E-15  4.90402E-16
  2.500E-04  4.75964E-12  4.40913E-08  5.23649E-09  4.50399E-15  5.44891E-16
  2.750E-04  5.75917E-12  4.40913E-08  5.23649E-09  4.95439E-15  5.99380E-16
  3.000E-04  6.85391E-12  4.40913E-08  5.23649E-09  5.40479E-15  6.53869E-16
  3.250E-04  8.04379E-12  4.40913E-08  5.23649E-09  5.85519E-15  7.08358E-16
  3.500E-04  9.32893E-12  4.40913E-08  5.23649E-09  6.30559E-15  7.62847E-16
  3.750E-04  1.07092E-11  4.40913E-08  5.23649E-09  6.75599E-15  8.17337E-16
  4.000E-04  1.21847E-11  4.40913E-08  5.23649E-09  7.20639E-15  8.71826E-16
  4.250E-04  1.37554E-11  4.40913E-08  5.23649E-09  7.65679E-15  9.26315E-16
  4.500E-04  1.54213E-11  4.40913E-08  5.23649E-09  8.10719E-15  9.80804E-16
  4.750E-04  1.71823E-11  4.40912E-08  5.23649E-09  8.55759E-15  1.03529E-15
  5.000E-04  1.90386E-11  4.40912E-08  5.23649E-09  9.00799E-15  1.08978E-15
  5.250E-04  2.09900E-11  4.40912E-08  5.23649E-09  9.45839E-15  1.14427E-15
  5.500E-04  2.30367E-11  4.40912E-08  5.23649E-09  9.90879E-15  1.19876E-15
  5.750E-04  2.51785E-11  4.40912E-08  5.23649E-09  1.03592E-14  1.25325E-15
  6.000E-04  2.74156E-11  4.40912E-08  5.23649E-09  1.08096E-14  1.30774E-15
  6.250E-04  2.97478E-11  4.40912E-08  5.23649E-09  1.12600E-14  1.36223E-15
  6.500E-04  3.21752E-11  4.40912E-08  5.23649E-09  1.17104E-14  1.41672E-15
  6.750E-04  3.46979E-11  4.40912E-08  5.23649E-09  1.21608E-14  1.47121E-15
  7.000E-04  3.73157E-11  4.40912E-08  5.23649E-09  1.26112E-14  1.52569E-15
  7.250E-04  4.00286E-11  4.40912E-08  5.23649E-09  1.30616E-14  1.58018E-15
  7.500E-04  4.28368E-11  4.40912E-08  5.23649E-09  1.35120E-14  1.63467E-15
  7.750E-04  4.57402E-11  4.40912E-08  5.23649E-09  1.39624E-14  1.68916E-15
  8.000E-04  4.87388E-11  4.40912E-08  5.23649E-09  1.44128E-14  1.74365E-15
  8.250E-04  5.18325E-11  4.40912E-08  5.23649E-09  1.48632E-14  1.79814E-15
  8.500E-04  5.50215E-11  4.40912E-08  5.23649E-09  1.53136E-14  1.85263E-15
  8.750E-04  5.83057E-11  4.40912E-08  5.23649E-09  1.57640E-14  1.90712E-15
  9.000E-04  6.16850E-11  4.40912E-08  5.23649E-09  1.62144E-14  1.96161E-15
  9.250E-04  6.51595E-11  4.40912E-08  5.23649E-09  1.66648E-14  2.01610E-15
  9.500E-04  6.87293E-11  4.40912E-08  5.23649E-09  1.71152E-14  2.07059E-15
  9.750E-04  7.23943E-11  4.40912E-08  5.23649E-09  1.75656E-14  2.12508E-15
  1.000E-03  7.61544E-11  4.40912E-08  5.23649E-09  1.80160E-14  2.17956E-15
  1.250E-03  1.18991E-10  4.40912E-08  5.23649E-09  2.25200E-14  2.72446E-15
