 #  Total cross section table (last run of 'elscata').
 #
 #  Z =   8,   projectile: electron
 #
 #   Energy         ECS         TCS1         TCS2         ABSCS      error
 #    (eV)        (cm**2)      (cm**2)      (cm**2)      (cm**2)
 #--------------------------------------------------------------------------
   1.00000E+01  8.70349E-16  5.39256E-16  7.18687E-16  0.00000E+00  1.0E-07
   1.10000E+01  8.49083E-16  5.39281E-16  6.93762E-16  0.00000E+00  1.0E-07
   1.20000E+01  8.27211E-16  5.37745E-16  6.68465E-16  0.00000E+00  1.0E-07
   1.30000E+01  8.05285E-16  5.34973E-16  6.43284E-16  0.00000E+00  1.0E-07
   1.40000E+01  7.83668E-16  5.31215E-16  6.18557E-16  0.00000E+00  1.0E-07
   1.50000E+01  7.62593E-16  5.26672E-16  5.94508E-16  0.00000E+00  1.0E-07
   1.60000E+01  7.42206E-16  5.21502E-16  5.71286E-16  0.00000E+00  1.0E-07
   1.70000E+01  7.22591E-16  5.15834E-16  5.48982E-16  0.00000E+00  1.0E-07
   1.80000E+01  7.03791E-16  5.09772E-16  5.27651E-16  0.00000E+00  1.0E-07
   1.90000E+01  6.85819E-16  5.03399E-16  5.07314E-16  0.00000E+00  1.0E-07
   2.00000E+01  6.68670E-16  4.96788E-16  4.87975E-16  0.00000E+00  1.0E-07
   2.50000E+01  5.94368E-16  4.61872E-16  4.05521E-16  0.00000E+00  1.0E-07
   3.00000E+01  5.35980E-16  4.26649E-16  3.43538E-16  0.00000E+00  1.0E-07
   3.50000E+01  4.89409E-16  3.93115E-16  2.97199E-16  0.00000E+00  1.0E-07
   4.00000E+01  4.51520E-16  3.62083E-16  2.62363E-16  0.00000E+00  1.0E-07
   4.50000E+01  4.20090E-16  3.33804E-16  2.35867E-16  0.00000E+00  1.0E-07
   5.00000E+01  3.93559E-16  3.08243E-16  2.15393E-16  0.00000E+00  1.0E-07
   6.00000E+01  3.51092E-16  2.64557E-16  1.86332E-16  0.00000E+00  1.0E-07
   7.00000E+01  3.18456E-16  2.29261E-16  1.66844E-16  0.00000E+00  1.0E-07
