 #  Total cross section table (last run of 'elscata').
 #
 #  Z =   6,   projectile: electron
 #
 #   Energy         ECS         TCS1         TCS2         ABSCS      error
 #    (eV)        (cm**2)      (cm**2)      (cm**2)      (cm**2)
 #--------------------------------------------------------------------------
   1.00000E+01  1.66023E-15  1.05851E-15  1.15805E-15  0.00000E+00  1.0E-07
   1.10000E+01  1.53723E-15  1.00349E-15  1.05338E-15  0.00000E+00  1.0E-07
   1.20000E+01  1.43114E-15  9.53720E-16  9.63001E-16  0.00000E+00  1.0E-07
   1.30000E+01  1.33887E-15  9.08377E-16  8.84596E-16  0.00000E+00  1.0E-07
   1.40000E+01  1.25802E-15  8.66822E-16  8.16278E-16  0.00000E+00  1.0E-07
   1.50000E+01  1.18670E-15  8.28555E-16  7.56502E-16  0.00000E+00  1.0E-07
   1.60000E+01  1.12340E-15  7.93175E-16  7.03995E-16  0.00000E+00  1.0E-07
   1.70000E+01  1.06690E-15  7.60352E-16  6.57700E-16  0.00000E+00  1.0E-07
   1.80000E+01  1.01621E-15  7.29809E-16  6.16737E-16  0.00000E+00  1.0E-07
   1.90000E+01  9.70513E-16  7.01314E-16  5.80366E-16  0.00000E+00  1.0E-07
   2.00000E+01  9.29136E-16  6.74667E-16  5.47967E-16  0.00000E+00  1.0E-07
   2.50000E+01  7.70160E-16  5.63777E-16  4.29606E-16  0.00000E+00  1.0E-07
   3.00000E+01  6.63057E-16  4.80302E-16  3.57068E-16  0.00000E+00  1.0E-07
   3.50000E+01  5.86142E-16  4.15495E-16  3.09368E-16  0.00000E+00  1.0E-07
   4.00000E+01  5.28202E-16  3.63984E-16  2.75917E-16  0.00000E+00  1.0E-07
   4.50000E+01  4.82913E-16  3.22250E-16  2.51083E-16  0.00000E+00  1.0E-07
   5.00000E+01  4.46460E-16  2.87888E-16  2.31723E-16  0.00000E+00  1.0E-07
   6.00000E+01  3.91161E-16  2.34952E-16  2.02818E-16  0.00000E+00  1.0E-07
   7.00000E+01  3.50911E-16  1.96390E-16  1.81495E-16  0.00000E+00  1.0E-07
   8.00000E+01  3.20060E-16  1.67274E-16  1.64563E-16  0.00000E+00  1.0E-07
   9.00000E+01  2.95485E-16  1.44652E-16  1.50511E-16  0.00000E+00  1.0E-07
   1.00000E+02  2.75324E-16  1.26658E-16  1.38526E-16  0.00000E+00  1.0E-07
   1.50000E+02  2.10440E-16  7.41908E-17  9.71039E-17  0.00000E+00  1.0E-07
   2.00000E+02  1.73617E-16  4.96823E-17  7.25582E-17  0.00000E+00  1.0E-07
   2.50000E+02  1.48984E-16  3.59771E-17  5.65641E-17  0.00000E+00  1.0E-07
   3.00000E+02  1.31004E-16  2.74342E-17  4.54931E-17  0.00000E+00  1.0E-07
   3.50000E+02  1.17155E-16  2.17058E-17  3.74813E-17  0.00000E+00  1.0E-07
   4.00000E+02  1.06093E-16  1.76566E-17  3.14794E-17  0.00000E+00  1.0E-07
   4.50000E+02  9.70180E-17  1.46777E-17  2.68569E-17  0.00000E+00  1.0E-07
   5.00000E+02  8.94204E-17  1.24161E-17  2.32146E-17  0.00000E+00  1.0E-07
   6.00000E+02  7.73824E-17  9.25459E-18  1.79020E-17  0.00000E+00  1.0E-07
   7.00000E+02  6.82482E-17  7.18965E-18  1.42703E-17  0.00000E+00  1.0E-07
   8.00000E+02  6.10662E-17  5.76143E-18  1.16703E-17  0.00000E+00  1.0E-07
   9.00000E+02  5.52648E-17  4.72979E-18  9.74028E-18  0.00000E+00  1.0E-07
   1.00000E+03  5.04777E-17  3.95876E-18  8.26556E-18  0.00000E+00  1.5E-07
   1.50000E+03  3.52562E-17  1.97372E-18  4.31243E-18  0.00000E+00  5.5E-07
   2.00000E+03  2.71092E-17  1.19385E-18  2.67783E-18  0.00000E+00  6.5E-07
   2.50000E+03  2.20320E-17  8.05128E-19  1.83808E-18  0.00000E+00  6.1E-07
   3.00000E+03  1.85644E-17  5.82308E-19  1.34675E-18  0.00000E+00  1.7E-06
   3.50000E+03  1.60457E-17  4.42214E-19  1.03310E-18  0.00000E+00  1.9E-06
   4.00000E+03  1.41334E-17  3.48135E-19  8.19974E-19  0.00000E+00  5.9E-06
   4.50000E+03  1.26321E-17  2.81758E-19  6.68154E-19  0.00000E+00  2.0E-07
   5.00000E+03  1.14221E-17  2.33092E-19  5.55951E-19  0.00000E+00  5.9E-07
   6.00000E+03  9.59222E-18  1.67764E-19  4.03922E-19  0.00000E+00  2.0E-06
   7.00000E+03  8.27410E-18  1.26960E-19  3.07962E-19  0.00000E+00  2.9E-06
   8.00000E+03  7.27945E-18  9.96922E-20  2.43300E-19  0.00000E+00  1.5E-05
   9.00000E+03  6.50222E-18  8.05261E-20  1.97539E-19  0.00000E+00  7.8E-06
   1.00000E+04  5.87817E-18  6.65160E-20  1.63896E-19  0.00000E+00  2.9E-06
   1.10000E+04  5.36608E-18  5.59490E-20  1.38396E-19  0.00000E+00  2.5E-05
   1.20000E+04  4.93831E-18  4.77722E-20  1.18578E-19  0.00000E+00  6.2E-06
   1.30000E+04  4.57563E-18  4.13085E-20  1.02852E-19  0.00000E+00  3.0E-05
   1.40000E+04  4.26423E-18  3.61058E-20  9.01505E-20  0.00000E+00  5.4E-06
   1.50000E+04  3.99395E-18  3.18529E-20  7.97358E-20  0.00000E+00  1.9E-05
   1.60000E+04  3.75716E-18  2.83294E-20  7.10830E-20  0.00000E+00  5.3E-05
   1.70000E+04  3.54800E-18  2.53757E-20  6.38108E-20  0.00000E+00  7.1E-06
   1.80000E+04  3.36190E-18  2.28740E-20  5.76366E-20  0.00000E+00  1.7E-05
   1.90000E+04  3.19524E-18  2.07353E-20  5.23470E-20  0.00000E+00  3.3E-05
   2.00000E+04  3.04514E-18  1.88920E-20  4.77784E-20  0.00000E+00  6.4E-05
   2.10000E+04  2.90924E-18  1.72914E-20  4.38036E-20  0.00000E+00  1.1E-07
   2.20000E+04  2.78562E-18  1.58921E-20  4.03227E-20  0.00000E+00  1.6E-07
   2.30000E+04  2.67268E-18  1.46614E-20  3.72558E-20  0.00000E+00  2.3E-07
   2.40000E+04  2.56911E-18  1.35729E-20  3.45389E-20  0.00000E+00  2.6E-07
   2.50000E+04  2.47378E-18  1.26051E-20  3.21199E-20  0.00000E+00  2.6E-07
