 #  Scattering amplitudes (in cm)      MU=(1-cos(TH))/2
 #  Z =  80,   projectile: electron
 #  Kinetic energy = 2.50000E+04 eV
 #
 # TH (deg)      MU          Re(F)        Im(F)        Re(G)        Im(G)
 #--------------------------------------------------------------------------
  0.000E+00  0.00000E+00  7.95692E-08  3.06369E-08  0.00000E+00  0.00000E+00
  1.000E-04  7.61557E-13  7.95692E-08  3.06369E-08  3.21964E-15  1.30667E-15
  1.250E-04  1.18994E-12  7.95692E-08  3.06369E-08  4.02455E-15  1.63334E-15
  1.500E-04  1.71346E-12  7.95692E-08  3.06369E-08  4.82946E-15  1.96000E-15
  1.750E-04  2.33225E-12  7.95692E-08  3.06369E-08  5.63437E-15  2.28667E-15
  2.000E-04  3.04617E-12  7.95692E-08  3.06369E-08  6.43928E-15  2.61334E-15
  2.250E-04  3.85530E-12  7.95692E-08  3.06369E-08  7.24419E-15  2.94001E-15
  2.500E-04  4.75964E-12  7.95692E-08  3.06369E-08  8.04909E-15  3.26667E-15
  2.750E-04  5.75917E-12  7.95692E-08  3.06369E-08  8.85400E-15  3.59334E-15
  3.000E-04  6.85391E-12  7.95692E-08  3.06369E-08  9.65891E-15  3.92001E-15
  3.250E-04  8.04379E-12  7.95692E-08  3.06369E-08  1.04638E-14  4.24667E-15
  3.500E-04  9.32893E-12  7.95692E-08  3.06369E-08  1.12687E-14  4.57334E-15
  3.750E-04  1.07092E-11  7.95692E-08  3.06369E-08  1.20736E-14  4.90001E-15
  4.000E-04  1.21847E-11  7.95692E-08  3.06369E-08  1.28786E-14  5.22668E-15
  4.250E-04  1.37554E-11  7.95692E-08  3.06369E-08  1.36835E-14  5.55334E-15
  4.500E-04  1.54213E-11  7.95692E-08  3.06369E-08  1.44884E-14  5.88001E-15
  4.750E-04  1.71823E-11  7.95692E-08  3.06369E-08  1.52933E-14  6.20668E-15
  5.000E-04  1.90386E-11  7.95692E-08  3.06369E-08  1.60982E-14  6.53334E-15
  5.250E-04  2.09900E-11  7.95692E-08  3.06369E-08  1.69031E-14  6.86001E-15
  5.500E-04  2.30367E-11  7.95692E-08  3.06369E-08  1.77080E-14  7.18668E-15
  5.750E-04  2.51785E-11  7.95692E-08  3.06369E-08  1.85129E-14  7.51335E-15
  6.000E-04  2.74156E-11  7.95692E-08  3.06369E-08  1.93178E-14  7.84001E-15
  6.250E-04  2.97478E-11  7.95692E-08  3.06369E-08  2.01227E-14  8.16668E-15
  6.500E-04  3.21752E-11  7.95692E-08  3.06369E-08  2.09276E-14  8.49335E-15
  6.750E-04  3.46979E-11  7.95692E-08  3.06369E-08  2.17326E-14  8.82002E-15
  7.000E-04  3.73157E-11  7.95692E-08  3.06369E-08  2.25375E-14  9.14668E-15
  7.250E-04  4.00286E-11  7.95691E-08  3.06369E-08  2.33424E-14  9.47335E-15
  7.500E-04  4.28368E-11  7.95691E-08  3.06369E-08  2.41473E-14  9.80002E-15
  7.750E-04  4.57402E-11  7.95691E-08  3.06369E-08  2.49522E-14  1.01267E-14
  8.000E-04  4.87388E-11  7.95691E-08  3.06369E-08  2.57571E-14  1.04534E-14
  8.250E-04  5.18325E-11  7.95691E-08  3.06369E-08  2.65620E-14  1.07800E-14
  8.500E-04  5.50215E-11  7.95691E-08  3.06369E-08  2.73669E-14  1.11067E-14
  8.750E-04  5.83057E-11  7.95691E-08  3.06369E-08  2.81718E-14  1.14334E-14
  9.000E-04  6.16850E-11  7.95691E-08  3.06369E-08  2.89767E-14  1.17600E-14
  9.250E-04  6.51595E-11  7.95691E-08  3.06369E-08  2.97816E-14  1.20867E-14
  9.500E-04  6.87293E-11  7.95691E-08  3.06369E-08  3.05866E-14  1.24134E-14
  9.750E-04  7.23943E-11  7.95691E-08  3.06369E-08  3.13915E-14  1.27400E-14
  1.000E-03  7.61544E-11  7.95691E-08  3.06369E-08  3.21964E-14  1.30667E-14
  1.250E-03  1.18991E-10  7.95691E-08  3.06369E-08  4.02455E-14  1.63334E-14
  1.500E-03  1.71347E-10  7.95691E-08  3.06369E-08  4.82945E-14  1.96000E-14
  1.750E-03  2.33223E-10  7.95691E-08  3.06369E-08  5.63436E-14  2.28667E-14
  2.000E-03  3.04617E-10  7.95691E-08  3.06369E-08  6.43927E-14  2.61334E-14
  2.250E-03  3.85531E-10  7.95691E-08  3.06369E-08  7.24418E-14  2.94000E-14
  2.500E-03  4.75965E-10  7.95690E-08  3.06369E-08  8.04908E-14  3.26667E-14
  2.750E-03  5.75917E-10  7.95690E-08  3.06369E-08  8.85399E-14  3.59334E-14
  3.000E-03  6.85389E-10  7.95690E-08  3.06369E-08  9.65889E-14  3.92001E-14
  3.250E-03  8.04380E-10  7.95690E-08  3.06369E-08  1.04638E-13  4.24667E-14
  3.500E-03  9.32891E-10  7.95689E-08  3.06369E-08  1.12687E-13  4.57334E-14
  3.750E-03  1.07092E-09  7.95689E-08  3.06369E-08  1.20736E-13  4.90001E-14
  4.000E-03  1.21847E-09  7.95689E-08  3.06369E-08  1.28785E-13  5.22667E-14
  4.250E-03  1.37554E-09  7.95688E-08  3.06369E-08  1.36834E-13  5.55334E-14
  4.500E-03  1.54213E-09  7.95688E-08  3.06369E-08  1.44883E-13  5.88001E-14
  4.750E-03  1.71823E-09  7.95687E-08  3.06369E-08  1.52932E-13  6.20667E-14
  5.000E-03  1.90386E-09  7.95687E-08  3.06369E-08  1.60981E-13  6.53334E-14
