

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 2.50000E+04 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -5.63773171E-01      0.00000000E+00
       1      1.10045820E+00      1.41483828E+00
       2      1.92930187E-01      2.84529746E-01
       3     -4.22482012E-01     -3.77518432E-01
       4     -8.62809734E-01     -8.35513323E-01
       5     -1.19304741E+00     -1.17441235E+00
       6     -1.45017039E+00     -1.43649213E+00
       7      1.48541496E+00      1.49594864E+00
       8      1.31670746E+00      1.32509669E+00
       9      1.17616535E+00      1.18301341E+00
      10      1.05747407E+00      1.06317024E+00
      11      9.56103030E-01      9.60912077E-01
      12      8.68701046E-01      8.72810608E-01
      13      7.92726782E-01      7.96274311E-01
      14      7.26213234E-01      7.29302140E-01
      15      6.67611911E-01      6.70321716E-01
      16      6.15686326E-01      6.18079303E-01
      17      5.69437116E-01      5.71562785E-01
      18      5.28048100E-01      5.29946355E-01
      19      4.90846604E-01      4.92549952E-01
      20      4.57273752E-01      4.58808937E-01
      21      4.26861861E-01      4.28251083E-01
      22      3.99217014E-01      4.00478841E-01
      23      3.74005461E-01      3.75155534E-01
      24      3.50942891E-01      3.51994465E-01
      25      3.29785889E-01      3.30750265E-01
      26      3.10325080E-01      3.11211944E-01
      27      2.92379578E-01      2.93197272E-01
      28      2.75792464E-01      2.76548204E-01
      29      2.60427077E-01      2.61127136E-01
      30      2.46163959E-01      2.46813807E-01
      31      2.32898313E-01      2.33502743E-01
      32      2.20537894E-01      2.21101119E-01
      33      2.09001241E-01      2.09526976E-01
      34      1.98216185E-01      1.98707720E-01
      35      1.88118596E-01      1.88578851E-01
      36      1.78651320E-01      1.79082895E-01
      37      1.69763273E-01      1.70168493E-01
      38      1.61408670E-01      1.61789617E-01
      39      1.53546368E-01      1.53904912E-01
      40      1.46139291E-01      1.46477117E-01
      41      1.39153952E-01      1.39472581E-01
      42      1.32560025E-01      1.32860836E-01
      43      1.26329984E-01      1.26614228E-01
      44      1.20438786E-01      1.20707599E-01
      45      1.14863592E-01      1.15118014E-01
      46      1.09583537E-01      1.09824514E-01
      47      1.04579508E-01      1.04807911E-01
      48      9.98339705E-02      1.00050595E-01
      49      9.53308013E-02      9.55363805E-02
      50      9.10551489E-02      9.12503583E-02
      51      8.69933084E-02      8.71787712E-02
      52      8.31326101E-02      8.33089026E-02
      53      7.94613221E-02      7.96289781E-02
      54      7.59685635E-02      7.61280780E-02
      55      7.26442266E-02      7.27960596E-02
      56      6.94789088E-02      6.96234883E-02
      57      6.64638502E-02      6.66015751E-02
      58      6.35908793E-02      6.37221216E-02
      59      6.08523636E-02      6.09774709E-02
      60      5.82411648E-02      5.83604622E-02
      61      5.57505993E-02      5.58643914E-02
      62      5.33744025E-02      5.34829746E-02
      63      5.11066957E-02      5.12103158E-02
      64      4.89419573E-02      4.90408770E-02
      65      4.68749957E-02      4.69694516E-02
      66      4.49009253E-02      4.49911402E-02
      67      4.30151446E-02      4.31013283E-02
      68      4.12133158E-02      4.12956661E-02
      69      3.94913468E-02      3.95700503E-02
      70      3.78453740E-02      3.79206069E-02
      71      3.62717472E-02      3.63436761E-02
      72      3.47670158E-02      3.48357980E-02
      73      3.33279151E-02      3.33936996E-02
      74      3.19513550E-02      3.20142828E-02
      75      3.06344087E-02      3.06946133E-02
      76      2.93743025E-02      2.94319105E-02
      77      2.81684068E-02      2.82235382E-02
      78      2.70142268E-02      2.70669955E-02
      79      2.59093950E-02      2.59599091E-02
      80      2.48516634E-02      2.49000254E-02
      81      2.38388965E-02      2.38852040E-02
      82      2.28690652E-02      2.29134107E-02
      83      2.19402402E-02      2.19827120E-02
      84      2.10505871E-02      2.10912688E-02
      85      2.01983606E-02      2.02373319E-02
      86      1.93818995E-02      1.94192363E-02
      87      1.85996228E-02      1.86353972E-02
      88      1.78500246E-02      1.78843056E-02
      89      1.71316708E-02      1.71645236E-02
      90      1.64431946E-02      1.64746818E-02
      91      1.57832936E-02      1.58134747E-02
      92      1.51507261E-02      1.51796578E-02
      93      1.45443080E-02      1.45720444E-02
      94      1.39629102E-02      1.39895028E-02
      95      1.34054551E-02      1.34309532E-02  i
      96      1.28709147E-02      1.28953652E-02  i
      97      1.23583079E-02      1.23817557E-02  i
      98      1.18666980E-02      1.18891858E-02  i
      99      1.13951906E-02      1.14167594E-02  i
     100      1.09429318E-02      1.09636204E-02  i
     105      8.94305268E-03      8.95986807E-03  i
     110      7.31627586E-03      7.32996402E-03  i
     115      5.99108955E-03      6.00224731E-03  i
     120      4.91018539E-03      4.91929173E-03  i
     125      4.02750187E-03      4.03494226E-03  i
     130      3.30592178E-03      3.31200719E-03  i
     135      2.71546780E-03      2.72044963E-03  i
     140      2.23188043E-03      2.23596231E-03  i
     145      1.83549216E-03      1.83883931E-03  i
     150      1.51033246E-03      1.51307914E-03  i
     155      1.24341391E-03      1.24566938E-03  i
     160      1.02416092E-03      1.02601419E-03  i
     165      8.43951389E-04      8.45475088E-04  i
     170      6.95747975E-04      6.97001403E-04  i
     175      5.73800982E-04      5.74832613E-04  i
     180      4.73408269E-04      4.74257765E-04  i
     185      3.90721017E-04      3.91420855E-04  i
     190      3.22586327E-04      3.23163122E-04  i
     195      2.66419424E-04      2.66895003E-04  i
     200      2.20099777E-04      2.20492053E-04  i
     205      1.81886581E-04      1.82210264E-04  i
     210      1.50349875E-04      1.50617051E-04  i
     215      1.24314352E-04      1.24534959E-04  i
     220      1.02813479E-04      1.02995692E-04  i
     225      8.50520089E-05      8.52025541E-05  i
     230      7.03753045E-05      7.04997213E-05  i
     235      5.82442343E-05      5.83470854E-05  i
     240      4.82145982E-05      4.82996438E-05  i
     245      3.99202615E-05      3.99906015E-05  i
     250      3.30593182E-05      3.31175094E-05  i
     255      2.73827322E-05      2.74308838E-05  i
     260      2.26850065E-05      2.27248593E-05  i
     265      1.87965145E-05      1.88295057E-05  i
     270      1.55771943E-05      1.56045109E-05  i
     275      1.29113606E-05      1.29339830E-05  i
     280      1.07034342E-05      1.07221725E-05  i
     285      8.87442589E-06      8.88994976E-06  i
     290      7.35903939E-06      7.37190251E-06  i
     295      6.10328425E-06      6.11394443E-06  i
     300      5.06250713E-06      5.07134307E-06  i
     310      3.48450297E-06      3.49057632E-06  i
     320      2.39956402E-06      2.40374096E-06  i
