 #  Total cross section table (last run of 'elscata').
 #
 #  Z =   8,   projectile: electron
 #
 #   Energy         ECS         TCS1         TCS2         ABSCS      error
 #    (eV)        (cm**2)      (cm**2)      (cm**2)      (cm**2)
 #--------------------------------------------------------------------------
   1.00000E+01  1.01428E-15  6.05207E-16  8.08375E-16  0.00000E+00  1.0E-07
   1.10000E+01  9.78288E-16  5.98160E-16  7.73141E-16  0.00000E+00  1.0E-07
   1.20000E+01  9.43310E-16  5.90063E-16  7.38766E-16  0.00000E+00  1.0E-07
   1.30000E+01  9.09714E-16  5.81250E-16  7.05612E-16  0.00000E+00  1.0E-07
   1.40000E+01  8.77691E-16  5.71961E-16  6.73887E-16  0.00000E+00  1.0E-07
   1.50000E+01  8.47316E-16  5.62371E-16  6.43696E-16  0.00000E+00  1.0E-07
   1.60000E+01  8.18596E-16  5.52608E-16  6.15078E-16  0.00000E+00  1.0E-07
   1.70000E+01  7.91492E-16  5.42766E-16  5.88030E-16  0.00000E+00  1.0E-07
   1.80000E+01  7.65942E-16  5.32916E-16  5.62517E-16  0.00000E+00  1.0E-07
   1.90000E+01  7.41869E-16  5.23112E-16  5.38490E-16  0.00000E+00  1.0E-07
   2.00000E+01  7.19189E-16  5.13393E-16  5.15886E-16  0.00000E+00  1.0E-07
   2.50000E+01  6.23765E-16  4.66903E-16  4.21750E-16  0.00000E+00  1.0E-07
   3.00000E+01  5.51591E-16  4.24854E-16  3.52840E-16  0.00000E+00  1.0E-07
   3.50000E+01  4.95686E-16  3.87456E-16  3.02010E-16  0.00000E+00  1.0E-07
   4.00000E+01  4.51336E-16  3.54393E-16  2.64021E-16  0.00000E+00  1.0E-07
   4.50000E+01  4.15377E-16  3.25203E-16  2.35172E-16  0.00000E+00  1.0E-07
   5.00000E+01  3.85659E-16  2.99407E-16  2.12880E-16  0.00000E+00  1.0E-07
   6.00000E+01  3.39388E-16  2.56263E-16  1.81266E-16  0.00000E+00  1.0E-07
   7.00000E+01  3.04952E-16  2.21998E-16  1.60216E-16  0.00000E+00  1.0E-07
   8.00000E+01  2.78241E-16  1.94411E-16  1.45171E-16  0.00000E+00  1.0E-07
   9.00000E+01  2.56849E-16  1.71896E-16  1.33720E-16  0.00000E+00  1.0E-07
   1.00000E+02  2.39278E-16  1.53285E-16  1.24539E-16  0.00000E+00  1.0E-07
   1.50000E+02  1.83237E-16  9.52372E-17  9.44978E-17  0.00000E+00  1.0E-07
   2.00000E+02  1.52259E-16  6.60253E-17  7.58323E-17  0.00000E+00  1.0E-07
   2.50000E+02  1.31968E-16  4.90085E-17  6.25311E-17  0.00000E+00  1.0E-07
   3.00000E+02  1.17326E-16  3.81022E-17  5.25740E-17  0.00000E+00  1.0E-07
   3.50000E+02  1.06094E-16  3.06306E-17  4.48948E-17  0.00000E+00  1.0E-07
   4.00000E+02  9.71087E-17  2.52555E-17  3.88362E-17  0.00000E+00  1.1E-07
   4.50000E+02  8.97037E-17  2.12411E-17  3.39655E-17  0.00000E+00  1.3E-07
   5.00000E+02  8.34626E-17  1.81529E-17  2.99869E-17  0.00000E+00  1.5E-07
   6.00000E+02  7.34563E-17  1.37641E-17  2.39297E-17  0.00000E+00  2.1E-07
   7.00000E+02  6.57299E-17  1.08415E-17  1.95886E-17  0.00000E+00  2.5E-07
   8.00000E+02  5.95489E-17  8.78714E-18  1.63633E-17  0.00000E+00  3.3E-07
   9.00000E+02  5.44740E-17  7.28278E-18  1.38967E-17  0.00000E+00  3.2E-07
   1.00000E+03  5.02229E-17  6.14516E-18  1.19649E-17  0.00000E+00  3.6E-07
   1.50000E+03  3.62455E-17  3.14837E-18  6.54324E-18  0.00000E+00  7.8E-07
