 #  Scattering amplitudes (in cm)      MU=(1-cos(TH))/2
 #  Z =   8,   projectile: electron
 #  Kinetic energy = 2.50000E+04 eV
 #
 # TH (deg)      MU          Re(F)        Im(F)        Re(G)        Im(G)
 #--------------------------------------------------------------------------
  0.000E+00  0.00000E+00  1.98337E-08  1.80851E-09  0.00000E+00  0.00000E+00
  1.000E-04  7.61557E-13  1.98337E-08  1.80851E-09  8.10400E-16  7.45260E-17
  1.250E-04  1.18994E-12  1.98337E-08  1.80851E-09  1.01300E-15  9.31575E-17
  1.500E-04  1.71346E-12  1.98337E-08  1.80851E-09  1.21560E-15  1.11789E-16
  1.750E-04  2.33225E-12  1.98337E-08  1.80851E-09  1.41820E-15  1.30420E-16
  2.000E-04  3.04617E-12  1.98337E-08  1.80851E-09  1.62080E-15  1.49052E-16
  2.250E-04  3.85530E-12  1.98337E-08  1.80851E-09  1.82340E-15  1.67683E-16
  2.500E-04  4.75964E-12  1.98337E-08  1.80851E-09  2.02600E-15  1.86315E-16
  2.750E-04  5.75917E-12  1.98337E-08  1.80851E-09  2.22860E-15  2.04946E-16
  3.000E-04  6.85391E-12  1.98337E-08  1.80851E-09  2.43120E-15  2.23578E-16
  3.250E-04  8.04379E-12  1.98337E-08  1.80851E-09  2.63380E-15  2.42209E-16
  3.500E-04  9.32893E-12  1.98337E-08  1.80851E-09  2.83640E-15  2.60841E-16
  3.750E-04  1.07092E-11  1.98337E-08  1.80851E-09  3.03900E-15  2.79472E-16
  4.000E-04  1.21847E-11  1.98337E-08  1.80851E-09  3.24160E-15  2.98104E-16
  4.250E-04  1.37554E-11  1.98337E-08  1.80851E-09  3.44420E-15  3.16735E-16
  4.500E-04  1.54213E-11  1.98337E-08  1.80851E-09  3.64680E-15  3.35367E-16
  4.750E-04  1.71823E-11  1.98337E-08  1.80851E-09  3.84940E-15  3.53998E-16
  5.000E-04  1.90386E-11  1.98337E-08  1.80851E-09  4.05200E-15  3.72630E-16
  5.250E-04  2.09900E-11  1.98337E-08  1.80851E-09  4.25460E-15  3.91261E-16
  5.500E-04  2.30367E-11  1.98337E-08  1.80851E-09  4.45720E-15  4.09893E-16
  5.750E-04  2.51785E-11  1.98337E-08  1.80851E-09  4.65980E-15  4.28524E-16
  6.000E-04  2.74156E-11  1.98337E-08  1.80851E-09  4.86240E-15  4.47156E-16
  6.250E-04  2.97478E-11  1.98337E-08  1.80851E-09  5.06500E-15  4.65787E-16
  6.500E-04  3.21752E-11  1.98337E-08  1.80851E-09  5.26760E-15  4.84419E-16
  6.750E-04  3.46979E-11  1.98337E-08  1.80851E-09  5.47020E-15  5.03050E-16
  7.000E-04  3.73157E-11  1.98337E-08  1.80851E-09  5.67280E-15  5.21682E-16
  7.250E-04  4.00286E-11  1.98337E-08  1.80851E-09  5.87540E-15  5.40313E-16
  7.500E-04  4.28368E-11  1.98337E-08  1.80851E-09  6.07800E-15  5.58945E-16
  7.750E-04  4.57402E-11  1.98337E-08  1.80851E-09  6.28060E-15  5.77576E-16
  8.000E-04  4.87388E-11  1.98337E-08  1.80851E-09  6.48320E-15  5.96208E-16
  8.250E-04  5.18325E-11  1.98337E-08  1.80851E-09  6.68580E-15  6.14839E-16
  8.500E-04  5.50215E-11  1.98337E-08  1.80851E-09  6.88840E-15  6.33471E-16
  8.750E-04  5.83057E-11  1.98337E-08  1.80851E-09  7.09100E-15  6.52102E-16
  9.000E-04  6.16850E-11  1.98337E-08  1.80851E-09  7.29360E-15  6.70734E-16
  9.250E-04  6.51595E-11  1.98337E-08  1.80851E-09  7.49620E-15  6.89365E-16
  9.500E-04  6.87293E-11  1.98337E-08  1.80851E-09  7.69880E-15  7.07997E-16
  9.750E-04  7.23943E-11  1.98337E-08  1.80851E-09  7.90140E-15  7.26628E-16
  1.000E-03  7.61544E-11  1.98337E-08  1.80851E-09  8.10400E-15  7.45260E-16
  1.250E-03  1.18991E-10  1.98337E-08  1.80851E-09  1.01300E-14  9.31575E-16
  1.500E-03  1.71347E-10  1.98337E-08  1.80851E-09  1.21560E-14  1.11789E-15
  1.750E-03  2.33223E-10  1.98337E-08  1.80851E-09  1.41820E-14  1.30420E-15
  2.000E-03  3.04617E-10  1.98337E-08  1.80851E-09  1.62080E-14  1.49052E-15
  2.250E-03  3.85531E-10  1.98337E-08  1.80851E-09  1.82340E-14  1.67683E-15
  2.500E-03  4.75965E-10  1.98337E-08  1.80851E-09  2.02600E-14  1.86315E-15
  2.750E-03  5.75917E-10  1.98337E-08  1.80851E-09  2.22860E-14  2.04946E-15
  3.000E-03  6.85389E-10  1.98336E-08  1.80851E-09  2.43120E-14  2.23578E-15
  3.250E-03  8.04380E-10  1.98336E-08  1.80851E-09  2.63380E-14  2.42209E-15
  3.500E-03  9.32891E-10  1.98336E-08  1.80851E-09  2.83640E-14  2.60841E-15
  3.750E-03  1.07092E-09  1.98336E-08  1.80851E-09  3.03900E-14  2.79472E-15
  4.000E-03  1.21847E-09  1.98336E-08  1.80851E-09  3.24159E-14  2.98104E-15
  4.250E-03  1.37554E-09  1.98336E-08  1.80851E-09  3.44419E-14  3.16735E-15
  4.500E-03  1.54213E-09  1.98336E-08  1.80851E-09  3.64679E-14  3.35367E-15
  4.750E-03  1.71823E-09  1.98336E-08  1.80851E-09  3.84939E-14  3.53998E-15
  5.000E-03  1.90386E-09  1.98336E-08  1.80851E-09  4.05199E-14  3.72630E-15
  5.250E-03  2.09900E-09  1.98336E-08  1.80851E-09  4.25459E-14  3.91261E-15
  5.500E-03  2.30367E-09  1.98336E-08  1.80851E-09  4.45718E-14  4.09893E-15
  5.750E-03  2.51785E-09  1.98336E-08  1.80851E-09  4.65978E-14  4.28524E-15
  6.000E-03  2.74156E-09  1.98336E-08  1.80851E-09  4.86238E-14  4.47156E-15
  6.250E-03  2.97478E-09  1.98336E-08  1.80851E-09  5.06498E-14  4.65787E-15
  6.500E-03  3.21752E-09  1.98336E-08  1.80851E-09  5.26757E-14  4.84418E-15
  6.750E-03  3.46978E-09  1.98335E-08  1.80851E-09  5.47017E-14  5.03050E-15
  7.000E-03  3.73156E-09  1.98335E-08  1.80851E-09  5.67276E-14  5.21681E-15
  7.250E-03  4.00286E-09  1.98335E-08  1.80851E-09  5.87536E-14  5.40313E-15
  7.500E-03  4.28368E-09  1.98335E-08  1.80851E-09  6.07796E-14  5.58944E-15
  7.750E-03  4.57402E-09  1.98335E-08  1.80851E-09  6.28055E-14  5.77576E-15
  8.000E-03  4.87388E-09  1.98335E-08  1.80851E-09  6.48315E-14  5.96207E-15
  8.250E-03  5.18326E-09  1.98335E-08  1.80851E-09  6.68574E-14  6.14838E-15
  8.500E-03  5.50215E-09  1.98335E-08  1.80851E-09  6.88833E-14  6.33470E-15
  8.750E-03  5.83057E-09  1.98335E-08  1.80851E-09  7.09093E-14  6.52101E-15
  9.000E-03  6.16850E-09  1.98335E-08  1.80851E-09  7.29352E-14  6.70733E-15
  9.250E-03  6.51596E-09  1.98334E-08  1.80851E-09  7.49612E-14  6.89364E-15
  9.500E-03  6.87293E-09  1.98334E-08  1.80851E-09  7.69871E-14  7.07995E-15
  9.750E-03  7.23942E-09  1.98334E-08  1.80851E-09  7.90130E-14  7.26627E-15
  1.000E-02  7.61544E-09  1.98334E-08  1.80851E-09  8.10389E-14  7.45258E-15
  1.250E-02  1.18991E-08  1.98332E-08  1.80850E-09  1.01298E-13  9.31572E-15
  1.500E-02  1.71347E-08  1.98331E-08  1.80850E-09  1.21556E-13  1.11788E-14
  1.750E-02  2.33223E-08  1.98328E-08  1.80850E-09  1.41814E-13  1.30420E-14
  2.000E-02  3.04617E-08  1.98326E-08  1.80849E-09  1.62071E-13  1.49051E-14
  2.250E-02  3.85531E-08  1.98323E-08  1.80849E-09  1.82327E-13  1.67682E-14
  2.500E-02  4.75965E-08  1.98320E-08  1.80848E-09  2.02583E-13  1.86312E-14
  2.750E-02  5.75917E-08  1.98316E-08  1.80848E-09  2.22837E-13  2.04943E-14
  3.000E-02  6.85389E-08  1.98312E-08  1.80847E-09  2.43090E-13  2.23573E-14
  3.250E-02  8.04380E-08  1.98308E-08  1.80847E-09  2.63342E-13  2.42204E-14
  3.500E-02  9.32891E-08  1.98303E-08  1.80846E-09  2.83592E-13  2.60834E-14
  3.750E-02  1.07092E-07  1.98298E-08  1.80845E-09  3.03841E-13  2.79463E-14
  4.000E-02  1.21847E-07  1.98293E-08  1.80844E-09  3.24088E-13  2.98093E-14
  4.250E-02  1.37554E-07  1.98287E-08  1.80843E-09  3.44334E-13  3.16722E-14
  4.500E-02  1.54213E-07  1.98281E-08  1.80843E-09  3.64578E-13  3.35351E-14
  4.750E-02  1.71823E-07  1.98275E-08  1.80842E-09  3.84820E-13  3.53980E-14
  5.000E-02  1.90386E-07  1.98268E-08  1.80841E-09  4.05060E-13  3.72609E-14
  5.250E-02  2.09900E-07  1.98261E-08  1.80839E-09  4.25298E-13  3.91237E-14
  5.500E-02  2.30367E-07  1.98253E-08  1.80838E-09  4.45533E-13  4.09865E-14
  5.750E-02  2.51785E-07  1.98246E-08  1.80837E-09  4.65767E-13  4.28492E-14
  6.000E-02  2.74156E-07  1.98238E-08  1.80836E-09  4.85998E-13  4.47119E-14
  6.250E-02  2.97478E-07  1.98229E-08  1.80835E-09  5.06226E-13  4.65746E-14
  6.500E-02  3.21752E-07  1.98220E-08  1.80833E-09  5.26452E-13  4.84372E-14
  6.750E-02  3.46978E-07  1.98211E-08  1.80832E-09  5.46675E-13  5.02998E-14
  7.000E-02  3.73156E-07  1.98202E-08  1.80831E-09  5.66895E-13  5.21624E-14
  7.250E-02  4.00286E-07  1.98192E-08  1.80829E-09  5.87113E-13  5.40249E-14
