 #  Scattering amplitudes (in cm)      MU=(1-cos(TH))/2
 #  Z =  14,   projectile: electron
 #  Kinetic energy = 2.50000E+04 eV
 #
 # TH (deg)      MU          Re(F)        Im(F)        Re(G)        Im(G)
 #--------------------------------------------------------------------------
  0.000E+00  0.00000E+00  8.82024E-08  8.14131E-09  0.00000E+00  0.00000E+00
  1.000E-04  7.61557E-13  8.82024E-08  8.14131E-09  3.59789E-15  3.36993E-16
  1.250E-04  1.18994E-12  8.82024E-08  8.14131E-09  4.49737E-15  4.21241E-16
  1.500E-04  1.71346E-12  8.82024E-08  8.14131E-09  5.39684E-15  5.05489E-16
  1.750E-04  2.33225E-12  8.82024E-08  8.14131E-09  6.29632E-15  5.89737E-16
  2.000E-04  3.04617E-12  8.82024E-08  8.14131E-09  7.19579E-15  6.73985E-16
  2.250E-04  3.85530E-12  8.82024E-08  8.14131E-09  8.09526E-15  7.58233E-16
  2.500E-04  4.75964E-12  8.82024E-08  8.14131E-09  8.99474E-15  8.42481E-16
  2.750E-04  5.75917E-12  8.82024E-08  8.14131E-09  9.89421E-15  9.26730E-16
  3.000E-04  6.85391E-12  8.82024E-08  8.14131E-09  1.07937E-14  1.01098E-15
  3.250E-04  8.04379E-12  8.82024E-08  8.14131E-09  1.16932E-14  1.09523E-15
  3.500E-04  9.32893E-12  8.82024E-08  8.14131E-09  1.25926E-14  1.17947E-15
  3.750E-04  1.07092E-11  8.82024E-08  8.14131E-09  1.34921E-14  1.26372E-15
  4.000E-04  1.21847E-11  8.82024E-08  8.14131E-09  1.43916E-14  1.34797E-15
  4.250E-04  1.37554E-11  8.82024E-08  8.14131E-09  1.52910E-14  1.43222E-15
  4.500E-04  1.54213E-11  8.82024E-08  8.14131E-09  1.61905E-14  1.51647E-15
  4.750E-04  1.71823E-11  8.82024E-08  8.14131E-09  1.70900E-14  1.60071E-15
  5.000E-04  1.90386E-11  8.82024E-08  8.14131E-09  1.79895E-14  1.68496E-15
  5.250E-04  2.09900E-11  8.82024E-08  8.14131E-09  1.88889E-14  1.76921E-15
  5.500E-04  2.30367E-11  8.82024E-08  8.14131E-09  1.97884E-14  1.85346E-15
  5.750E-04  2.51785E-11  8.82024E-08  8.14131E-09  2.06879E-14  1.93771E-15
  6.000E-04  2.74156E-11  8.82024E-08  8.14131E-09  2.15874E-14  2.02196E-15
  6.250E-04  2.97478E-11  8.82024E-08  8.14131E-09  2.24868E-14  2.10620E-15
  6.500E-04  3.21752E-11  8.82024E-08  8.14131E-09  2.33863E-14  2.19045E-15
  6.750E-04  3.46979E-11  8.82024E-08  8.14131E-09  2.42858E-14  2.27470E-15
  7.000E-04  3.73157E-11  8.82024E-08  8.14131E-09  2.51853E-14  2.35895E-15
  7.250E-04  4.00286E-11  8.82024E-08  8.14131E-09  2.60847E-14  2.44320E-15
  7.500E-04  4.28368E-11  8.82024E-08  8.14131E-09  2.69842E-14  2.52744E-15
  7.750E-04  4.57402E-11  8.82024E-08  8.14131E-09  2.78837E-14  2.61169E-15
  8.000E-04  4.87388E-11  8.82024E-08  8.14131E-09  2.87831E-14  2.69594E-15
  8.250E-04  5.18325E-11  8.82024E-08  8.14131E-09  2.96826E-14  2.78019E-15
  8.500E-04  5.50215E-11  8.82023E-08  8.14131E-09  3.05821E-14  2.86444E-15
  8.750E-04  5.83057E-11  8.82023E-08  8.14131E-09  3.14816E-14  2.94868E-15
  9.000E-04  6.16850E-11  8.82023E-08  8.14131E-09  3.23810E-14  3.03293E-15
  9.250E-04  6.51595E-11  8.82023E-08  8.14131E-09  3.32805E-14  3.11718E-15
  9.500E-04  6.87293E-11  8.82023E-08  8.14131E-09  3.41800E-14  3.20143E-15
  9.750E-04  7.23943E-11  8.82023E-08  8.14131E-09  3.50794E-14  3.28568E-15
  1.000E-03  7.61544E-11  8.82023E-08  8.14131E-09  3.59789E-14  3.36993E-15
  1.250E-03  1.18991E-10  8.82023E-08  8.14131E-09  4.49736E-14  4.21241E-15
  1.500E-03  1.71347E-10  8.82022E-08  8.14131E-09  5.39683E-14  5.05489E-15
  1.750E-03  2.33223E-10  8.82022E-08  8.14131E-09  6.29630E-14  5.89737E-15
  2.000E-03  3.04617E-10  8.82021E-08  8.14130E-09  7.19577E-14  6.73985E-15
  2.250E-03  3.85531E-10  8.82020E-08  8.14130E-09  8.09523E-14  7.58233E-15
  2.500E-03  4.75965E-10  8.82020E-08  8.14130E-09  8.99469E-14  8.42481E-15
  2.750E-03  5.75917E-10  8.82019E-08  8.14130E-09  9.89415E-14  9.26729E-15
  3.000E-03  6.85389E-10  8.82018E-08  8.14130E-09  1.07936E-13  1.01098E-14
  3.250E-03  8.04380E-10  8.82017E-08  8.14130E-09  1.16931E-13  1.09522E-14
  3.500E-03  9.32891E-10  8.82015E-08  8.14130E-09  1.25925E-13  1.17947E-14
  3.750E-03  1.07092E-09  8.82014E-08  8.14130E-09  1.34920E-13  1.26372E-14
  4.000E-03  1.21847E-09  8.82013E-08  8.14130E-09  1.43914E-13  1.34797E-14
  4.250E-03  1.37554E-09  8.82011E-08  8.14129E-09  1.52908E-13  1.43222E-14
  4.500E-03  1.54213E-09  8.82010E-08  8.14129E-09  1.61903E-13  1.51646E-14
  4.750E-03  1.71823E-09  8.82008E-08  8.14129E-09  1.70897E-13  1.60071E-14
  5.000E-03  1.90386E-09  8.82006E-08  8.14129E-09  1.79891E-13  1.68496E-14
  5.250E-03  2.09900E-09  8.82005E-08  8.14129E-09  1.88885E-13  1.76921E-14
  5.500E-03  2.30367E-09  8.82003E-08  8.14128E-09  1.97879E-13  1.85345E-14
  5.750E-03  2.51785E-09  8.82001E-08  8.14128E-09  2.06873E-13  1.93770E-14
  6.000E-03  2.74156E-09  8.81999E-08  8.14128E-09  2.15867E-13  2.02195E-14
  6.250E-03  2.97478E-09  8.81996E-08  8.14128E-09  2.24861E-13  2.10620E-14
  6.500E-03  3.21752E-09  8.81994E-08  8.14128E-09  2.33855E-13  2.19044E-14
  6.750E-03  3.46978E-09  8.81992E-08  8.14127E-09  2.42849E-13  2.27469E-14
  7.000E-03  3.73156E-09  8.81989E-08  8.14127E-09  2.51843E-13  2.35894E-14
  7.250E-03  4.00286E-09  8.81987E-08  8.14127E-09  2.60836E-13  2.44318E-14
  7.500E-03  4.28368E-09  8.81984E-08  8.14126E-09  2.69830E-13  2.52743E-14
  7.750E-03  4.57402E-09  8.81982E-08  8.14126E-09  2.78823E-13  2.61168E-14
  8.000E-03  4.87388E-09  8.81979E-08  8.14126E-09  2.87817E-13  2.69592E-14
  8.250E-03  5.18326E-09  8.81976E-08  8.14126E-09  2.96810E-13  2.78017E-14
  8.500E-03  5.50215E-09  8.81973E-08  8.14125E-09  3.05803E-13  2.86442E-14
  8.750E-03  5.83057E-09  8.81970E-08  8.14125E-09  3.14797E-13  2.94866E-14
  9.000E-03  6.16850E-09  8.81967E-08  8.14125E-09  3.23790E-13  3.03291E-14
  9.250E-03  6.51596E-09  8.81964E-08  8.14124E-09  3.32783E-13  3.11716E-14
  9.500E-03  6.87293E-09  8.81960E-08  8.14124E-09  3.41775E-13  3.20140E-14
  9.750E-03  7.23942E-09  8.81957E-08  8.14124E-09  3.50768E-13  3.28565E-14
  1.000E-02  7.61544E-09  8.81953E-08  8.14123E-09  3.59761E-13  3.36989E-14
  1.250E-02  1.18991E-08  8.81914E-08  8.14119E-09  4.49681E-13  4.21235E-14
  1.500E-02  1.71347E-08  8.81865E-08  8.14114E-09  5.39587E-13  5.05478E-14
  1.750E-02  2.33223E-08  8.81808E-08  8.14107E-09  6.29478E-13  5.89720E-14
  2.000E-02  3.04617E-08  8.81742E-08  8.14100E-09  7.19349E-13  6.73960E-14
  2.250E-02  3.85531E-08  8.81667E-08  8.14092E-09  8.09199E-13  7.58198E-14
  2.500E-02  4.75965E-08  8.81583E-08  8.14083E-09  8.99025E-13  8.42433E-14
  2.750E-02  5.75917E-08  8.81491E-08  8.14073E-09  9.88824E-13  9.26665E-14
  3.000E-02  6.85389E-08  8.81390E-08  8.14062E-09  1.07859E-12  1.01089E-13
  3.250E-02  8.04380E-08  8.81280E-08  8.14050E-09  1.16833E-12  1.09512E-13
  3.500E-02  9.32891E-08  8.81161E-08  8.14037E-09  1.25803E-12  1.17934E-13
  3.750E-02  1.07092E-07  8.81033E-08  8.14023E-09  1.34770E-12  1.26356E-13
  4.000E-02  1.21847E-07  8.80897E-08  8.14008E-09  1.43732E-12  1.34777E-13
  4.250E-02  1.37554E-07  8.80752E-08  8.13993E-09  1.52690E-12  1.43198E-13
  4.500E-02  1.54213E-07  8.80598E-08  8.13976E-09  1.61644E-12  1.51618E-13
  4.750E-02  1.71823E-07  8.80435E-08  8.13958E-09  1.70593E-12  1.60038E-13
  5.000E-02  1.90386E-07  8.80264E-08  8.13940E-09  1.79537E-12  1.68457E-13
  5.250E-02  2.09900E-07  8.80084E-08  8.13920E-09  1.88475E-12  1.76876E-13
  5.500E-02  2.30367E-07  8.79896E-08  8.13899E-09  1.97408E-12  1.85294E-13
  5.750E-02  2.51785E-07  8.79698E-08  8.13878E-09  2.06335E-12  1.93711E-13
  6.000E-02  2.74156E-07  8.79492E-08  8.13856E-09  2.15255E-12  2.02128E-13
  6.250E-02  2.97478E-07  8.79277E-08  8.13832E-09  2.24170E-12  2.10544E-13
  6.500E-02  3.21752E-07  8.79054E-08  8.13808E-09  2.33077E-12  2.18960E-13
  6.750E-02  3.46978E-07  8.78822E-08  8.13782E-09  2.41978E-12  2.27374E-13
  7.000E-02  3.73156E-07  8.78582E-08  8.13756E-09  2.50872E-12  2.35788E-13
  7.250E-02  4.00286E-07  8.78333E-08  8.13729E-09  2.59758E-12  2.44201E-13
  7.500E-02  4.28368E-07  8.78075E-08  8.13701E-09  2.68636E-12  2.52613E-13
  7.750E-02  4.57402E-07  8.77809E-08  8.13672E-09  2.77507E-12  2.61024E-13
  8.000E-02  4.87388E-07  8.77534E-08  8.13642E-09  2.86369E-12  2.69435E-13
  8.250E-02  5.18325E-07  8.77250E-08  8.13611E-09  2.95223E-12  2.77844E-13
  8.500E-02  5.50215E-07  8.76958E-08  8.13579E-09  3.04068E-12  2.86252E-13
  8.750E-02  5.83057E-07  8.76658E-08  8.13546E-09  3.12904E-12  2.94660E-13
  9.000E-02  6.16850E-07  8.76349E-08  8.13512E-09  3.21731E-12  3.03066E-13
  9.250E-02  6.51596E-07  8.76032E-08  8.13477E-09  3.30549E-12  3.11472E-13
  9.500E-02  6.87293E-07  8.75706E-08  8.13441E-09  3.39357E-12  3.19876E-13
  9.750E-02  7.23942E-07  8.75372E-08  8.13405E-09  3.48154E-12  3.28279E-13
  1.000E-01  7.61543E-07  8.75029E-08  8.13367E-09  3.56942E-12  3.36681E-13
  1.250E-01  1.18991E-06  8.71147E-08  8.12938E-09  4.44202E-12  4.20633E-13
  1.500E-01  1.71347E-06  8.66451E-08  8.12416E-09  5.30175E-12  5.04440E-13
  1.750E-01  2.33223E-06  8.60971E-08  8.11799E-09  6.14633E-12  5.88074E-13
  2.000E-01  3.04617E-06  8.54739E-08  8.11090E-09  6.97364E-12  6.71507E-13
  2.250E-01  3.85531E-06  8.47792E-08  8.10289E-09  7.78171E-12  7.54710E-13
  2.500E-01  4.75964E-06  8.40169E-08  8.09396E-09  8.56877E-12  8.37658E-13
  2.750E-01  5.75916E-06  8.31913E-08  8.08414E-09  9.33322E-12  9.20322E-13
  3.000E-01  6.85388E-06  8.23068E-08  8.07342E-09  1.00737E-11  1.00268E-12
  3.250E-01  8.04378E-06  8.13679E-08  8.06183E-09  1.07889E-11  1.08470E-12
  3.500E-01  9.32888E-06  8.03795E-08  8.04937E-09  1.14780E-11  1.16636E-12
  3.750E-01  1.07092E-05  7.93461E-08  8.03606E-09  1.21401E-11  1.24764E-12
  4.000E-01  1.21846E-05  7.82725E-08  8.02192E-09  1.27746E-11  1.32851E-12
  4.250E-01  1.37553E-05  7.71635E-08  8.00695E-09  1.33811E-11  1.40895E-12
  4.500E-01  1.54212E-05  7.60236E-08  7.99118E-09  1.39594E-11  1.48893E-12
  4.750E-01  1.71822E-05  7.48574E-08  7.97462E-09  1.45094E-11  1.56845E-12
  5.000E-01  1.90385E-05  7.36691E-08  7.95729E-09  1.50312E-11  1.64746E-12
  5.250E-01  2.09899E-05  7.24630E-08  7.93921E-09  1.55250E-11  1.72597E-12
  5.500E-01  2.30365E-05  7.12430E-08  7.92039E-09  1.59911E-11  1.80394E-12
  5.750E-01  2.51783E-05  7.00129E-08  7.90086E-09  1.64300E-11  1.88136E-12
  6.000E-01  2.74153E-05  6.87762E-08  7.88063E-09  1.68423E-11  1.95821E-12
  6.250E-01  2.97475E-05  6.75362E-08  7.85972E-09  1.72285E-11  2.03448E-12
  6.500E-01  3.21749E-05  6.62960E-08  7.83816E-09  1.75895E-11  2.11014E-12
  6.750E-01  3.46974E-05  6.50585E-08  7.81596E-09  1.79259E-11  2.18519E-12
  7.000E-01  3.73152E-05  6.38262E-08  7.79315E-09  1.82386E-11  2.25962E-12
  7.250E-01  4.00281E-05  6.26015E-08  7.76973E-09  1.85285E-11  2.33340E-12
  7.500E-01  4.28362E-05  6.13865E-08  7.74575E-09  1.87964E-11  2.40653E-12
  7.750E-01  4.57395E-05  6.01832E-08  7.72121E-09  1.90433E-11  2.47899E-12
  8.000E-01  4.87380E-05  5.89933E-08  7.69613E-09  1.92700E-11  2.55078E-12
  8.250E-01  5.18317E-05  5.78183E-08  7.67055E-09  1.94775E-11  2.62189E-12
  8.500E-01  5.50205E-05  5.66594E-08  7.64447E-09  1.96667E-11  2.69231E-12
  8.750E-01  5.83045E-05  5.55179E-08  7.61792E-09  1.98385E-11  2.76202E-12
  9.000E-01  6.16838E-05  5.43947E-08  7.59092E-09  1.99937E-11  2.83103E-12
  9.250E-01  6.51582E-05  5.32907E-08  7.56349E-09  2.01333E-11  2.89933E-12
  9.500E-01  6.87277E-05  5.22066E-08  7.53566E-09  2.02581E-11  2.96691E-12
  9.750E-01  7.23925E-05  5.11428E-08  7.50743E-09  2.03689E-11  3.03377E-12
  1.000E+00  7.61524E-05  5.00998E-08  7.47883E-09  2.04665E-11  3.09990E-12
  1.100E+00  9.21439E-05  4.61413E-08  7.36114E-09  2.07401E-11  3.35711E-12
  1.200E+00  1.09658E-04  4.25263E-08  7.23904E-09  2.08591E-11  3.60256E-12
  1.300E+00  1.28695E-04  3.92451E-08  7.11365E-09  2.08602E-11  3.83631E-12
  1.400E+00  1.49255E-04  3.62782E-08  6.98598E-09  2.07733E-11  4.05852E-12
  1.500E+00  1.71338E-04  3.36009E-08  6.85691E-09  2.06214E-11  4.26947E-12
  1.600E+00  1.94942E-04  3.11866E-08  6.72724E-09  2.04228E-11  4.46948E-12
  1.700E+00  2.20070E-04  2.90089E-08  6.59764E-09  2.01912E-11  4.65895E-12
  1.800E+00  2.46720E-04  2.70426E-08  6.46868E-09  1.99370E-11  4.83831E-12
  1.900E+00  2.74892E-04  2.52645E-08  6.34084E-09  1.96680E-11  5.00800E-12
  2.000E+00  3.04586E-04  2.36533E-08  6.21451E-09  1.93901E-11  5.16849E-12
  2.100E+00  3.35803E-04  2.21902E-08  6.09001E-09  1.91075E-11  5.32022E-12
  2.200E+00  3.68542E-04  2.08584E-08  5.96760E-09  1.88233E-11  5.46365E-12
  2.300E+00  4.02802E-04  1.96432E-08  5.84746E-09  1.85396E-11  5.59920E-12
  2.400E+00  4.38585E-04  1.85316E-08  5.72974E-09  1.82580E-11  5.72730E-12
  2.500E+00  4.75889E-04  1.75121E-08  5.61454E-09  1.79796E-11  5.84835E-12
  2.600E+00  5.14715E-04  1.65748E-08  5.50192E-09  1.77050E-11  5.96272E-12
  2.700E+00  5.55063E-04  1.57110E-08  5.39194E-09  1.74348E-11  6.07076E-12
  2.800E+00  5.96931E-04  1.49130E-08  5.28459E-09  1.71691E-11  6.17283E-12
  2.900E+00  6.40321E-04  1.41742E-08  5.17988E-09  1.69081E-11  6.26923E-12
  3.000E+00  6.85233E-04  1.34885E-08  5.07779E-09  1.66517E-11  6.36025E-12
  3.100E+00  7.31665E-04  1.28508E-08  4.97828E-09  1.64001E-11  6.44619E-12
  3.200E+00  7.79618E-04  1.22566E-08  4.88131E-09  1.61530E-11  6.52729E-12
  3.300E+00  8.29092E-04  1.17019E-08  4.78683E-09  1.59105E-11  6.60380E-12
  3.400E+00  8.80086E-04  1.11830E-08  4.69479E-09  1.56723E-11  6.67595E-12
  3.500E+00  9.32601E-04  1.06968E-08  4.60513E-09  1.54383E-11  6.74396E-12
  3.600E+00  9.86636E-04  1.02405E-08  4.51778E-09  1.52084E-11  6.80802E-12
  3.700E+00  1.04219E-03  9.81159E-09  4.43269E-09  1.49826E-11  6.86833E-12
  3.800E+00  1.09927E-03  9.40782E-09  4.34979E-09  1.47606E-11  6.92505E-12
  3.900E+00  1.15786E-03  9.02718E-09  4.26902E-09  1.45423E-11  6.97837E-12
  4.000E+00  1.21797E-03  8.66787E-09  4.19031E-09  1.43278E-11  7.02843E-12
  4.100E+00  1.27961E-03  8.32828E-09  4.11361E-09  1.41167E-11  7.07538E-12
  4.200E+00  1.34276E-03  8.00693E-09  4.03885E-09  1.39092E-11  7.11937E-12
  4.300E+00  1.40743E-03  7.70252E-09  3.96597E-09  1.37050E-11  7.16053E-12
  4.400E+00  1.47362E-03  7.41383E-09  3.89492E-09  1.35041E-11  7.19898E-12
  4.500E+00  1.54133E-03  7.13979E-09  3.82563E-09  1.33065E-11  7.23484E-12
  4.600E+00  1.61056E-03  6.87939E-09  3.75806E-09  1.31120E-11  7.26822E-12
  4.700E+00  1.68131E-03  6.63174E-09  3.69215E-09  1.29207E-11  7.29924E-12
  4.800E+00  1.75357E-03  6.39600E-09  3.62784E-09  1.27323E-11  7.32800E-12
  4.900E+00  1.82735E-03  6.17142E-09  3.56510E-09  1.25470E-11  7.35458E-12
  5.000E+00  1.90265E-03  5.95731E-09  3.50386E-09  1.23646E-11  7.37910E-12
  5.100E+00  1.97947E-03  5.75302E-09  3.44409E-09  1.21851E-11  7.40162E-12
  5.200E+00  2.05780E-03  5.55797E-09  3.38574E-09  1.20085E-11  7.42225E-12
  5.300E+00  2.13765E-03  5.37160E-09  3.32876E-09  1.18346E-11  7.44105E-12
  5.400E+00  2.21902E-03  5.19343E-09  3.27312E-09  1.16635E-11  7.45812E-12
  5.500E+00  2.30190E-03  5.02297E-09  3.21878E-09  1.14951E-11  7.47351E-12
  5.600E+00  2.38630E-03  4.85981E-09  3.16569E-09  1.13294E-11  7.48730E-12
  5.700E+00  2.47222E-03  4.70353E-09  3.11383E-09  1.11664E-11  7.49957E-12
  5.800E+00  2.55965E-03  4.55377E-09  3.06314E-09  1.10059E-11  7.51036E-12
  5.900E+00  2.64859E-03  4.41017E-09  3.01361E-09  1.08480E-11  7.51975E-12
  6.000E+00  2.73905E-03  4.27242E-09  2.96519E-09  1.06926E-11  7.52780E-12
  6.100E+00  2.83103E-03  4.14020E-09  2.91786E-09  1.05397E-11  7.53456E-12
  6.200E+00  2.92452E-03  4.01325E-09  2.87158E-09  1.03893E-11  7.54009E-12
  6.300E+00  3.01952E-03  3.89128E-09  2.82632E-09  1.02413E-11  7.54443E-12
  6.400E+00  3.11604E-03  3.77406E-09  2.78206E-09  1.00956E-11  7.54764E-12
  6.500E+00  3.21407E-03  3.66135E-09  2.73876E-09  9.95232E-12  7.54977E-12
  6.600E+00  3.31362E-03  3.55293E-09  2.69641E-09  9.81132E-12  7.55086E-12
  6.700E+00  3.41468E-03  3.44860E-09  2.65497E-09  9.67259E-12  7.55097E-12
  6.800E+00  3.51725E-03  3.34815E-09  2.61441E-09  9.53609E-12  7.55012E-12
  6.900E+00  3.62133E-03  3.25142E-09  2.57473E-09  9.40179E-12  7.54836E-12
  7.000E+00  3.72692E-03  3.15823E-09  2.53588E-09  9.26966E-12  7.54573E-12
  7.100E+00  3.83403E-03  3.06842E-09  2.49785E-09  9.13966E-12  7.54227E-12
  7.200E+00  3.94265E-03  2.98183E-09  2.46062E-09  9.01176E-12  7.53802E-12
  7.300E+00  4.05278E-03  2.89832E-09  2.42417E-09  8.88592E-12  7.53300E-12
  7.400E+00  4.16442E-03  2.81775E-09  2.38847E-09  8.76211E-12  7.52725E-12
  7.500E+00  4.27757E-03  2.74000E-09  2.35350E-09  8.64029E-12  7.52081E-12
  7.600E+00  4.39223E-03  2.66494E-09  2.31925E-09  8.52044E-12  7.51371E-12
  7.700E+00  4.50840E-03  2.59246E-09  2.28570E-09  8.40252E-12  7.50596E-12
  7.800E+00  4.62608E-03  2.52244E-09  2.25283E-09  8.28649E-12  7.49762E-12
  7.900E+00  4.74527E-03  2.45479E-09  2.22062E-09  8.17232E-12  7.48869E-12
