 #  Total cross section table (last run of 'elscata').
 #
 #  Z =   8,   projectile: electron
 #
 #   Energy         ECS         TCS1         TCS2         ABSCS      error
 #    (eV)        (cm**2)      (cm**2)      (cm**2)      (cm**2)
 #--------------------------------------------------------------------------
   1.00000E+01  1.01456E-15  6.05145E-16  8.08352E-16  0.00000E+00  1.0E-07
   1.10000E+01  9.78494E-16  5.98116E-16  7.73112E-16  0.00000E+00  1.0E-07
   1.20000E+01  9.43462E-16  5.90033E-16  7.38738E-16  0.00000E+00  1.0E-07
   1.30000E+01  9.09829E-16  5.81229E-16  7.05588E-16  0.00000E+00  1.0E-07
   1.40000E+01  8.77777E-16  5.71947E-16  6.73868E-16  0.00000E+00  1.0E-07
   1.50000E+01  8.47381E-16  5.62360E-16  6.43682E-16  0.00000E+00  1.0E-07
   1.60000E+01  8.18644E-16  5.52598E-16  6.15069E-16  0.00000E+00  1.0E-07
   1.70000E+01  7.91526E-16  5.42756E-16  5.88024E-16  0.00000E+00  1.0E-07
   1.80000E+01  7.65965E-16  5.32906E-16  5.62514E-16  0.00000E+00  1.0E-07
   1.90000E+01  7.41883E-16  5.23101E-16  5.38489E-16  0.00000E+00  1.0E-07
   2.00000E+01  7.19195E-16  5.13382E-16  5.15886E-16  0.00000E+00  1.0E-07
   2.50000E+01  6.23749E-16  4.66895E-16  4.21750E-16  0.00000E+00  1.0E-07
   3.00000E+01  5.51567E-16  4.24850E-16  3.52837E-16  0.00000E+00  1.0E-07
   3.50000E+01  4.95659E-16  3.87453E-16  3.02008E-16  0.00000E+00  1.0E-07
   4.00000E+01  4.51309E-16  3.54391E-16  2.64019E-16  0.00000E+00  1.0E-07
   4.50000E+01  4.15352E-16  3.25201E-16  2.35171E-16  0.00000E+00  1.0E-07
   5.00000E+01  3.85635E-16  2.99406E-16  2.12879E-16  0.00000E+00  1.0E-07
   6.00000E+01  3.39367E-16  2.56262E-16  1.81265E-16  0.00000E+00  1.0E-07
   7.00000E+01  3.04933E-16  2.21997E-16  1.60216E-16  0.00000E+00  1.0E-07
   8.00000E+01  2.78224E-16  1.94410E-16  1.45170E-16  0.00000E+00  1.0E-07
   9.00000E+01  2.56833E-16  1.71896E-16  1.33719E-16  0.00000E+00  1.0E-07
   1.00000E+02  2.39264E-16  1.53285E-16  1.24539E-16  0.00000E+00  1.0E-07
   1.50000E+02  1.83228E-16  9.52372E-17  9.44977E-17  0.00000E+00  1.0E-07
   2.00000E+02  1.52252E-16  6.60253E-17  7.58322E-17  0.00000E+00  1.0E-07
   2.50000E+02  1.31962E-16  4.90085E-17  6.25310E-17  0.00000E+00  1.0E-07
   3.00000E+02  1.17321E-16  3.81022E-17  5.25740E-17  0.00000E+00  1.0E-07
   3.50000E+02  1.06089E-16  3.06306E-17  4.48948E-17  0.00000E+00  1.0E-07
   4.00000E+02  9.71047E-17  2.52555E-17  3.88361E-17  0.00000E+00  1.0E-07
   4.50000E+02  8.97001E-17  2.12411E-17  3.39655E-17  0.00000E+00  1.0E-07
   5.00000E+02  8.34593E-17  1.81529E-17  2.99869E-17  0.00000E+00  1.0E-07
   6.00000E+02  7.34535E-17  1.37641E-17  2.39297E-17  0.00000E+00  1.0E-07
   7.00000E+02  6.57275E-17  1.08415E-17  1.95886E-17  0.00000E+00  1.0E-07
   8.00000E+02  5.95468E-17  8.78714E-18  1.63633E-17  0.00000E+00  1.0E-07
   9.00000E+02  5.44720E-17  7.28278E-18  1.38967E-17  0.00000E+00  1.0E-07
   1.00000E+03  5.02211E-17  6.14516E-18  1.19649E-17  0.00000E+00  1.1E-07
   1.50000E+03  3.62443E-17  3.14837E-18  6.54324E-18  0.00000E+00  3.1E-07
   2.00000E+03  2.84159E-17  1.93409E-18  4.16908E-18  0.00000E+00  3.3E-07
   2.50000E+03  2.33913E-17  1.31740E-18  2.90859E-18  0.00000E+00  7.2E-07
   3.00000E+03  1.98886E-17  9.59442E-19  2.15510E-18  0.00000E+00  7.0E-07
   3.50000E+03  1.73059E-17  7.32352E-19  1.66680E-18  0.00000E+00  1.3E-07
   4.00000E+03  1.53224E-17  5.78817E-19  1.33125E-18  0.00000E+00  4.0E-07
   4.50000E+03  1.37511E-17  4.69919E-19  1.09015E-18  0.00000E+00  1.3E-06
   5.00000E+03  1.24755E-17  3.89740E-19  9.10734E-19  0.00000E+00  3.0E-06
   6.00000E+03  1.05304E-17  2.81602E-19  6.65762E-19  0.00000E+00  1.4E-07
   7.00000E+03  9.11702E-18  2.13720E-19  5.09883E-19  0.00000E+00  2.0E-07
   8.00000E+03  8.04360E-18  1.68187E-19  4.04216E-19  0.00000E+00  2.7E-06
   9.00000E+03  7.20065E-18  1.36091E-19  3.29091E-19  0.00000E+00  1.2E-05
   1.00000E+04  6.52113E-18  1.12576E-19  2.73657E-19  0.00000E+00  5.3E-06
   1.10000E+04  5.96173E-18  9.48058E-20  2.31513E-19  0.00000E+00  2.8E-05
   1.20000E+04  5.49318E-18  8.10337E-20  1.98678E-19  0.00000E+00  8.8E-06
   1.30000E+04  5.09502E-18  7.01322E-20  1.72568E-19  0.00000E+00  3.0E-05
   1.40000E+04  4.75251E-18  6.13474E-20  1.51441E-19  0.00000E+00  7.4E-06
   1.50000E+04  4.45473E-18  5.41590E-20  1.34089E-19  0.00000E+00  2.0E-05
   1.60000E+04  4.19346E-18  4.81981E-20  1.19652E-19  0.00000E+00  3.9E-06
   1.70000E+04  3.96238E-18  4.31972E-20  1.07504E-19  0.00000E+00  8.3E-06
   1.80000E+04  3.75654E-18  3.89584E-20  9.71782E-20  0.00000E+00  1.6E-05
   1.90000E+04  3.57203E-18  3.53326E-20  8.83227E-20  0.00000E+00  2.7E-05
   2.00000E+04  3.40569E-18  3.22055E-20  8.06673E-20  0.00000E+00  9.5E-06
   2.10000E+04  3.25496E-18  2.94887E-20  7.40013E-20  0.00000E+00  6.5E-06
   2.20000E+04  3.11775E-18  2.71124E-20  6.81589E-20  0.00000E+00  1.0E-07
   2.30000E+04  2.99232E-18  2.50215E-20  6.30078E-20  0.00000E+00  1.4E-07
   2.40000E+04  2.87721E-18  2.31713E-20  5.84415E-20  0.00000E+00  1.7E-07
   2.50000E+04  2.77120E-18  2.15258E-20  5.43733E-20  0.00000E+00  2.1E-07
