 #  Scattering amplitudes (in cm)      MU=(1-cos(TH))/2
 #  Z =   8,   projectile: electron
 #  Kinetic energy = 2.50000E+04 eV
 #
 # TH (deg)      MU          Re(F)        Im(F)        Re(G)        Im(G)
 #--------------------------------------------------------------------------
  0.000E+00  0.00000E+00  1.98251E-08  1.80845E-09  0.00000E+00  0.00000E+00
  1.000E-04  7.61557E-13  1.98251E-08  1.80845E-09  8.10050E-16  7.45236E-17
  1.250E-04  1.18994E-12  1.98251E-08  1.80845E-09  1.01256E-15  9.31545E-17
  1.500E-04  1.71346E-12  1.98251E-08  1.80845E-09  1.21508E-15  1.11785E-16
  1.750E-04  2.33225E-12  1.98251E-08  1.80845E-09  1.41759E-15  1.30416E-16
  2.000E-04  3.04617E-12  1.98251E-08  1.80845E-09  1.62010E-15  1.49047E-16
  2.250E-04  3.85530E-12  1.98251E-08  1.80845E-09  1.82261E-15  1.67678E-16
  2.500E-04  4.75964E-12  1.98251E-08  1.80845E-09  2.02513E-15  1.86309E-16
  2.750E-04  5.75917E-12  1.98251E-08  1.80845E-09  2.22764E-15  2.04940E-16
  3.000E-04  6.85391E-12  1.98251E-08  1.80845E-09  2.43015E-15  2.23571E-16
  3.250E-04  8.04379E-12  1.98251E-08  1.80845E-09  2.63266E-15  2.42202E-16
  3.500E-04  9.32893E-12  1.98251E-08  1.80845E-09  2.83518E-15  2.60833E-16
  3.750E-04  1.07092E-11  1.98251E-08  1.80845E-09  3.03769E-15  2.79464E-16
  4.000E-04  1.21847E-11  1.98251E-08  1.80845E-09  3.24020E-15  2.98095E-16
  4.250E-04  1.37554E-11  1.98251E-08  1.80845E-09  3.44271E-15  3.16725E-16
  4.500E-04  1.54213E-11  1.98251E-08  1.80845E-09  3.64523E-15  3.35356E-16
  4.750E-04  1.71823E-11  1.98251E-08  1.80845E-09  3.84774E-15  3.53987E-16
  5.000E-04  1.90386E-11  1.98251E-08  1.80845E-09  4.05025E-15  3.72618E-16
  5.250E-04  2.09900E-11  1.98251E-08  1.80845E-09  4.25276E-15  3.91249E-16
  5.500E-04  2.30367E-11  1.98251E-08  1.80845E-09  4.45528E-15  4.09880E-16
  5.750E-04  2.51785E-11  1.98251E-08  1.80845E-09  4.65779E-15  4.28511E-16
  6.000E-04  2.74156E-11  1.98251E-08  1.80845E-09  4.86030E-15  4.47142E-16
  6.250E-04  2.97478E-11  1.98251E-08  1.80845E-09  5.06281E-15  4.65773E-16
  6.500E-04  3.21752E-11  1.98251E-08  1.80845E-09  5.26533E-15  4.84404E-16
  6.750E-04  3.46979E-11  1.98251E-08  1.80845E-09  5.46784E-15  5.03035E-16
  7.000E-04  3.73157E-11  1.98251E-08  1.80845E-09  5.67035E-15  5.21665E-16
  7.250E-04  4.00286E-11  1.98251E-08  1.80845E-09  5.87286E-15  5.40296E-16
  7.500E-04  4.28368E-11  1.98251E-08  1.80845E-09  6.07538E-15  5.58927E-16
  7.750E-04  4.57402E-11  1.98251E-08  1.80845E-09  6.27789E-15  5.77558E-16
  8.000E-04  4.87388E-11  1.98251E-08  1.80845E-09  6.48040E-15  5.96189E-16
  8.250E-04  5.18325E-11  1.98251E-08  1.80845E-09  6.68291E-15  6.14820E-16
  8.500E-04  5.50215E-11  1.98251E-08  1.80845E-09  6.88543E-15  6.33451E-16
  8.750E-04  5.83057E-11  1.98251E-08  1.80845E-09  7.08794E-15  6.52082E-16
  9.000E-04  6.16850E-11  1.98251E-08  1.80845E-09  7.29045E-15  6.70713E-16
  9.250E-04  6.51595E-11  1.98251E-08  1.80845E-09  7.49296E-15  6.89344E-16
  9.500E-04  6.87293E-11  1.98251E-08  1.80845E-09  7.69548E-15  7.07975E-16
  9.750E-04  7.23943E-11  1.98251E-08  1.80845E-09  7.89799E-15  7.26605E-16
  1.000E-03  7.61544E-11  1.98251E-08  1.80845E-09  8.10050E-15  7.45236E-16
  1.250E-03  1.18991E-10  1.98250E-08  1.80845E-09  1.01256E-14  9.31545E-16
  1.500E-03  1.71347E-10  1.98250E-08  1.80845E-09  1.21508E-14  1.11785E-15
  1.750E-03  2.33223E-10  1.98250E-08  1.80845E-09  1.41759E-14  1.30416E-15
  2.000E-03  3.04617E-10  1.98250E-08  1.80845E-09  1.62010E-14  1.49047E-15
  2.250E-03  3.85531E-10  1.98250E-08  1.80845E-09  1.82261E-14  1.67678E-15
  2.500E-03  4.75965E-10  1.98250E-08  1.80845E-09  2.02512E-14  1.86309E-15
  2.750E-03  5.75917E-10  1.98250E-08  1.80845E-09  2.22764E-14  2.04940E-15
  3.000E-03  6.85389E-10  1.98250E-08  1.80845E-09  2.43015E-14  2.23571E-15
  3.250E-03  8.04380E-10  1.98250E-08  1.80845E-09  2.63266E-14  2.42202E-15
  3.500E-03  9.32891E-10  1.98250E-08  1.80845E-09  2.83517E-14  2.60833E-15
  3.750E-03  1.07092E-09  1.98250E-08  1.80845E-09  3.03768E-14  2.79464E-15
  4.000E-03  1.21847E-09  1.98250E-08  1.80845E-09  3.24019E-14  2.98094E-15
