 #  Scattering amplitudes (in cm)      MU=(1-cos(TH))/2
 #  Z =  80,   projectile: electron
 #  Kinetic energy = 2.50000E+04 eV
 #
 # TH (deg)      MU          Re(F)        Im(F)        Re(G)        Im(G)
 #--------------------------------------------------------------------------
  0.000E+00  0.00000E+00  1.25135E-07  4.48306E-08  0.00000E+00  0.00000E+00
  1.000E-04  7.61557E-13  1.25135E-07  4.48306E-08  5.06371E-15  1.87885E-15
  1.250E-04  1.18994E-12  1.25135E-07  4.48306E-08  6.32964E-15  2.34856E-15
  1.500E-04  1.71346E-12  1.25135E-07  4.48306E-08  7.59557E-15  2.81827E-15
  1.750E-04  2.33225E-12  1.25135E-07  4.48306E-08  8.86150E-15  3.28798E-15
  2.000E-04  3.04617E-12  1.25135E-07  4.48306E-08  1.01274E-14  3.75770E-15
  2.250E-04  3.85530E-12  1.25135E-07  4.48306E-08  1.13934E-14  4.22741E-15
  2.500E-04  4.75964E-12  1.25135E-07  4.48306E-08  1.26593E-14  4.69712E-15
  2.750E-04  5.75917E-12  1.25135E-07  4.48306E-08  1.39252E-14  5.16683E-15
  3.000E-04  6.85391E-12  1.25135E-07  4.48306E-08  1.51911E-14  5.63654E-15
  3.250E-04  8.04379E-12  1.25135E-07  4.48306E-08  1.64571E-14  6.10626E-15
  3.500E-04  9.32893E-12  1.25135E-07  4.48306E-08  1.77230E-14  6.57597E-15
  3.750E-04  1.07092E-11  1.25135E-07  4.48306E-08  1.89889E-14  7.04568E-15
  4.000E-04  1.21847E-11  1.25135E-07  4.48306E-08  2.02549E-14  7.51539E-15
  4.250E-04  1.37554E-11  1.25135E-07  4.48306E-08  2.15208E-14  7.98510E-15
  4.500E-04  1.54213E-11  1.25135E-07  4.48306E-08  2.27867E-14  8.45481E-15
  4.750E-04  1.71823E-11  1.25135E-07  4.48306E-08  2.40526E-14  8.92453E-15
  5.000E-04  1.90386E-11  1.25135E-07  4.48306E-08  2.53186E-14  9.39424E-15
  5.250E-04  2.09900E-11  1.25135E-07  4.48306E-08  2.65845E-14  9.86395E-15
  5.500E-04  2.30367E-11  1.25135E-07  4.48306E-08  2.78504E-14  1.03337E-14
  5.750E-04  2.51785E-11  1.25135E-07  4.48306E-08  2.91163E-14  1.08034E-14
  6.000E-04  2.74156E-11  1.25135E-07  4.48306E-08  3.03823E-14  1.12731E-14
  6.250E-04  2.97478E-11  1.25135E-07  4.48306E-08  3.16482E-14  1.17428E-14
  6.500E-04  3.21752E-11  1.25135E-07  4.48306E-08  3.29141E-14  1.22125E-14
  6.750E-04  3.46979E-11  1.25135E-07  4.48306E-08  3.41801E-14  1.26822E-14
  7.000E-04  3.73157E-11  1.25135E-07  4.48306E-08  3.54460E-14  1.31519E-14
  7.250E-04  4.00286E-11  1.25135E-07  4.48306E-08  3.67119E-14  1.36216E-14
  7.500E-04  4.28368E-11  1.25135E-07  4.48306E-08  3.79778E-14  1.40914E-14
  7.750E-04  4.57402E-11  1.25135E-07  4.48306E-08  3.92438E-14  1.45611E-14
  8.000E-04  4.87388E-11  1.25135E-07  4.48306E-08  4.05097E-14  1.50308E-14
  8.250E-04  5.18325E-11  1.25135E-07  4.48306E-08  4.17756E-14  1.55005E-14
  8.500E-04  5.50215E-11  1.25135E-07  4.48306E-08  4.30416E-14  1.59702E-14
  8.750E-04  5.83057E-11  1.25135E-07  4.48306E-08  4.43075E-14  1.64399E-14
  9.000E-04  6.16850E-11  1.25135E-07  4.48306E-08  4.55734E-14  1.69096E-14
  9.250E-04  6.51595E-11  1.25135E-07  4.48306E-08  4.68393E-14  1.73793E-14
  9.500E-04  6.87293E-11  1.25135E-07  4.48306E-08  4.81053E-14  1.78491E-14
  9.750E-04  7.23943E-11  1.25135E-07  4.48306E-08  4.93712E-14  1.83188E-14
  1.000E-03  7.61544E-11  1.25135E-07  4.48306E-08  5.06371E-14  1.87885E-14
  1.250E-03  1.18991E-10  1.25135E-07  4.48306E-08  6.32964E-14  2.34856E-14
  1.500E-03  1.71347E-10  1.25135E-07  4.48306E-08  7.59556E-14  2.81827E-14
  1.750E-03  2.33223E-10  1.25135E-07  4.48306E-08  8.86149E-14  3.28798E-14
  2.000E-03  3.04617E-10  1.25135E-07  4.48306E-08  1.01274E-13  3.75769E-14
  2.250E-03  3.85531E-10  1.25135E-07  4.48306E-08  1.13933E-13  4.22741E-14
  2.500E-03  4.75965E-10  1.25135E-07  4.48306E-08  1.26593E-13  4.69712E-14
  2.750E-03  5.75917E-10  1.25135E-07  4.48306E-08  1.39252E-13  5.16683E-14
  3.000E-03  6.85389E-10  1.25135E-07  4.48306E-08  1.51911E-13  5.63654E-14
  3.250E-03  8.04380E-10  1.25135E-07  4.48306E-08  1.64570E-13  6.10625E-14
  3.500E-03  9.32891E-10  1.25135E-07  4.48306E-08  1.77229E-13  6.57596E-14
  3.750E-03  1.07092E-09  1.25135E-07  4.48306E-08  1.89888E-13  7.04567E-14
  4.000E-03  1.21847E-09  1.25135E-07  4.48306E-08  2.02548E-13  7.51538E-14
  4.250E-03  1.37554E-09  1.25135E-07  4.48306E-08  2.15207E-13  7.98510E-14
  4.500E-03  1.54213E-09  1.25135E-07  4.48306E-08  2.27866E-13  8.45481E-14
  4.750E-03  1.71823E-09  1.25135E-07  4.48306E-08  2.40525E-13  8.92452E-14
  5.000E-03  1.90386E-09  1.25135E-07  4.48306E-08  2.53184E-13  9.39423E-14
  5.250E-03  2.09900E-09  1.25134E-07  4.48306E-08  2.65843E-13  9.86394E-14
  5.500E-03  2.30367E-09  1.25134E-07  4.48306E-08  2.78502E-13  1.03336E-13
  5.750E-03  2.51785E-09  1.25134E-07  4.48306E-08  2.91160E-13  1.08034E-13
  6.000E-03  2.74156E-09  1.25134E-07  4.48306E-08  3.03819E-13  1.12731E-13
  6.250E-03  2.97478E-09  1.25134E-07  4.48306E-08  3.16478E-13  1.17428E-13
  6.500E-03  3.21752E-09  1.25134E-07  4.48306E-08  3.29137E-13  1.22125E-13
  6.750E-03  3.46978E-09  1.25134E-07  4.48305E-08  3.41796E-13  1.26822E-13
  7.000E-03  3.73156E-09  1.25134E-07  4.48305E-08  3.54454E-13  1.31519E-13
  7.250E-03  4.00286E-09  1.25133E-07  4.48305E-08  3.67113E-13  1.36216E-13
  7.500E-03  4.28368E-09  1.25133E-07  4.48305E-08  3.79772E-13  1.40913E-13
  7.750E-03  4.57402E-09  1.25133E-07  4.48305E-08  3.92430E-13  1.45610E-13
  8.000E-03  4.87388E-09  1.25133E-07  4.48305E-08  4.05089E-13  1.50307E-13
  8.250E-03  5.18326E-09  1.25133E-07  4.48305E-08  4.17747E-13  1.55004E-13
  8.500E-03  5.50215E-09  1.25133E-07  4.48305E-08  4.30406E-13  1.59701E-13
  8.750E-03  5.83057E-09  1.25132E-07  4.48305E-08  4.43064E-13  1.64399E-13
  9.000E-03  6.16850E-09  1.25132E-07  4.48305E-08  4.55723E-13  1.69096E-13
  9.250E-03  6.51596E-09  1.25132E-07  4.48304E-08  4.68381E-13  1.73793E-13
