 #  Total cross section table (last run of 'elscata').
 #
 #  Z =  80,   projectile: electron
 #
 #   Energy         ECS         TCS1         TCS2         ABSCS      error
 #    (eV)        (cm**2)      (cm**2)      (cm**2)      (cm**2)
 #--------------------------------------------------------------------------
   1.00000E+01  4.13284E-15  1.19170E-15  1.86165E-15  0.00000E+00  1.0E-07
   1.10000E+01  4.08099E-15  1.04705E-15  1.68131E-15  0.00000E+00  1.0E-07
   1.20000E+01  4.06989E-15  9.76891E-16  1.52663E-15  0.00000E+00  1.0E-07
   1.30000E+01  4.08761E-15  9.82432E-16  1.40069E-15  0.00000E+00  1.0E-07
   1.40000E+01  4.10844E-15  1.05793E-15  1.30621E-15  0.00000E+00  1.0E-07
   1.50000E+01  4.09809E-15  1.18543E-15  1.24299E-15  0.00000E+00  1.0E-07
   1.60000E+01  4.02635E-15  1.33507E-15  1.20582E-15  0.00000E+00  1.0E-07
   1.70000E+01  3.88093E-15  1.47382E-15  1.18516E-15  0.00000E+00  1.0E-07
   1.80000E+01  3.67162E-15  1.57742E-15  1.17052E-15  0.00000E+00  1.0E-07
   1.90000E+01  3.42223E-15  1.63643E-15  1.15399E-15  0.00000E+00  1.0E-07
   2.00000E+01  3.15846E-15  1.65391E-15  1.13171E-15  0.00000E+00  1.0E-07
   2.50000E+01  2.07597E-15  1.43803E-15  9.55322E-16  0.00000E+00  1.0E-07
   3.00000E+01  1.49572E-15  1.17307E-15  7.86790E-16  0.00000E+00  1.0E-07
   3.50000E+01  1.20185E-15  9.85920E-16  6.77251E-16  0.00000E+00  1.0E-07
   4.00000E+01  1.05516E-15  8.58083E-16  6.18153E-16  0.00000E+00  1.0E-07
   4.50000E+01  9.87663E-16  7.67436E-16  5.93075E-16  0.00000E+00  1.0E-07
   5.00000E+01  9.63505E-16  6.99519E-16  5.87977E-16  0.00000E+00  1.0E-07
   6.00000E+01  9.72508E-16  6.00105E-16  5.99637E-16  0.00000E+00  1.0E-07
   7.00000E+01  1.04124E-15  4.98296E-16  6.18129E-16  0.00000E+00  1.0E-07
   8.00000E+01  1.13648E-15  3.82098E-16  5.74132E-16  0.00000E+00  1.0E-07
