 #  Scattering amplitudes (in cm)      MU=(1-cos(TH))/2
 #  Z =  80,   projectile: electron
 #  Kinetic energy = 2.50000E+04 eV
 #
 # TH (deg)      MU          Re(F)        Im(F)        Re(G)        Im(G)
 #--------------------------------------------------------------------------
  0.000E+00  0.00000E+00  8.80822E-08  3.21962E-08  0.00000E+00  0.00000E+00
  1.000E-04  7.61557E-13  8.80822E-08  3.21962E-08  3.56282E-15  1.36743E-15
  1.250E-04  1.18994E-12  8.80822E-08  3.21962E-08  4.45352E-15  1.70928E-15
  1.500E-04  1.71346E-12  8.80822E-08  3.21962E-08  5.34423E-15  2.05114E-15
  1.750E-04  2.33225E-12  8.80822E-08  3.21962E-08  6.23493E-15  2.39300E-15
  2.000E-04  3.04617E-12  8.80822E-08  3.21962E-08  7.12564E-15  2.73486E-15
  2.250E-04  3.85530E-12  8.80822E-08  3.21962E-08  8.01634E-15  3.07671E-15
  2.500E-04  4.75964E-12  8.80822E-08  3.21962E-08  8.90704E-15  3.41857E-15
  2.750E-04  5.75917E-12  8.80822E-08  3.21962E-08  9.79775E-15  3.76043E-15
  3.000E-04  6.85391E-12  8.80822E-08  3.21962E-08  1.06885E-14  4.10228E-15
  3.250E-04  8.04379E-12  8.80822E-08  3.21962E-08  1.15792E-14  4.44414E-15
  3.500E-04  9.32893E-12  8.80822E-08  3.21962E-08  1.24699E-14  4.78600E-15
  3.750E-04  1.07092E-11  8.80822E-08  3.21962E-08  1.33606E-14  5.12785E-15
  4.000E-04  1.21847E-11  8.80822E-08  3.21962E-08  1.42513E-14  5.46971E-15
  4.250E-04  1.37554E-11  8.80822E-08  3.21962E-08  1.51420E-14  5.81157E-15
  4.500E-04  1.54213E-11  8.80822E-08  3.21962E-08  1.60327E-14  6.15342E-15
  4.750E-04  1.71823E-11  8.80822E-08  3.21962E-08  1.69234E-14  6.49528E-15
  5.000E-04  1.90386E-11  8.80822E-08  3.21962E-08  1.78141E-14  6.83714E-15
  5.250E-04  2.09900E-11  8.80822E-08  3.21962E-08  1.87048E-14  7.17900E-15
  5.500E-04  2.30367E-11  8.80822E-08  3.21962E-08  1.95955E-14  7.52085E-15
  5.750E-04  2.51785E-11  8.80822E-08  3.21962E-08  2.04862E-14  7.86271E-15
  6.000E-04  2.74156E-11  8.80822E-08  3.21962E-08  2.13769E-14  8.20457E-15
  6.250E-04  2.97478E-11  8.80822E-08  3.21962E-08  2.22676E-14  8.54642E-15
  6.500E-04  3.21752E-11  8.80822E-08  3.21962E-08  2.31583E-14  8.88828E-15
  6.750E-04  3.46979E-11  8.80822E-08  3.21962E-08  2.40490E-14  9.23014E-15
  7.000E-04  3.73157E-11  8.80822E-08  3.21962E-08  2.49397E-14  9.57199E-15
  7.250E-04  4.00286E-11  8.80822E-08  3.21962E-08  2.58304E-14  9.91385E-15
  7.500E-04  4.28368E-11  8.80822E-08  3.21962E-08  2.67211E-14  1.02557E-14
  7.750E-04  4.57402E-11  8.80822E-08  3.21962E-08  2.76118E-14  1.05976E-14
  8.000E-04  4.87388E-11  8.80822E-08  3.21962E-08  2.85025E-14  1.09394E-14
  8.250E-04  5.18325E-11  8.80822E-08  3.21962E-08  2.93932E-14  1.12813E-14
  8.500E-04  5.50215E-11  8.80822E-08  3.21962E-08  3.02839E-14  1.16231E-14
  8.750E-04  5.83057E-11  8.80822E-08  3.21962E-08  3.11746E-14  1.19650E-14
  9.000E-04  6.16850E-11  8.80822E-08  3.21962E-08  3.20654E-14  1.23068E-14
  9.250E-04  6.51595E-11  8.80822E-08  3.21962E-08  3.29561E-14  1.26487E-14
  9.500E-04  6.87293E-11  8.80822E-08  3.21962E-08  3.38468E-14  1.29906E-14
  9.750E-04  7.23943E-11  8.80822E-08  3.21962E-08  3.47375E-14  1.33324E-14
  1.000E-03  7.61544E-11  8.80822E-08  3.21962E-08  3.56282E-14  1.36743E-14
  1.250E-03  1.18991E-10  8.80821E-08  3.21962E-08  4.45352E-14  1.70928E-14
  1.500E-03  1.71347E-10  8.80821E-08  3.21962E-08  5.34422E-14  2.05114E-14
  1.750E-03  2.33223E-10  8.80821E-08  3.21962E-08  6.23493E-14  2.39300E-14
  2.000E-03  3.04617E-10  8.80821E-08  3.21962E-08  7.12563E-14  2.73485E-14
  2.250E-03  3.85531E-10  8.80821E-08  3.21962E-08  8.01633E-14  3.07671E-14
  2.500E-03  4.75965E-10  8.80820E-08  3.21962E-08  8.90703E-14  3.41857E-14
  2.750E-03  5.75917E-10  8.80820E-08  3.21962E-08  9.79773E-14  3.76043E-14
  3.000E-03  6.85389E-10  8.80820E-08  3.21962E-08  1.06884E-13  4.10228E-14
  3.250E-03  8.04380E-10  8.80819E-08  3.21962E-08  1.15791E-13  4.44414E-14
  3.500E-03  9.32891E-10  8.80819E-08  3.21962E-08  1.24698E-13  4.78599E-14
  3.750E-03  1.07092E-09  8.80819E-08  3.21962E-08  1.33605E-13  5.12785E-14
  4.000E-03  1.21847E-09  8.80818E-08  3.21962E-08  1.42512E-13  5.46971E-14
  4.250E-03  1.37554E-09  8.80818E-08  3.21962E-08  1.51419E-13  5.81156E-14
  4.500E-03  1.54213E-09  8.80817E-08  3.21962E-08  1.60326E-13  6.15342E-14
  4.750E-03  1.71823E-09  8.80817E-08  3.21962E-08  1.69233E-13  6.49528E-14
  5.000E-03  1.90386E-09  8.80816E-08  3.21961E-08  1.78140E-13  6.83713E-14
  5.250E-03  2.09900E-09  8.80815E-08  3.21961E-08  1.87047E-13  7.17899E-14
  5.500E-03  2.30367E-09  8.80815E-08  3.21961E-08  1.95953E-13  7.52084E-14
  5.750E-03  2.51785E-09  8.80814E-08  3.21961E-08  2.04860E-13  7.86270E-14
  6.000E-03  2.74156E-09  8.80813E-08  3.21961E-08  2.13767E-13  8.20456E-14
  6.250E-03  2.97478E-09  8.80813E-08  3.21961E-08  2.22674E-13  8.54641E-14
  6.500E-03  3.21752E-09  8.80812E-08  3.21961E-08  2.31581E-13  8.88827E-14
  6.750E-03  3.46978E-09  8.80811E-08  3.21961E-08  2.40487E-13  9.23012E-14
  7.000E-03  3.73156E-09  8.80810E-08  3.21961E-08  2.49394E-13  9.57198E-14
  7.250E-03  4.00286E-09  8.80810E-08  3.21961E-08  2.58301E-13  9.91383E-14
  7.500E-03  4.28368E-09  8.80809E-08  3.21961E-08  2.67207E-13  1.02557E-13
  7.750E-03  4.57402E-09  8.80808E-08  3.21961E-08  2.76114E-13  1.05975E-13
  8.000E-03  4.87388E-09  8.80807E-08  3.21961E-08  2.85021E-13  1.09394E-13
  8.250E-03  5.18326E-09  8.80806E-08  3.21961E-08  2.93927E-13  1.12813E-13
  8.500E-03  5.50215E-09  8.80805E-08  3.21961E-08  3.02834E-13  1.16231E-13
  8.750E-03  5.83057E-09  8.80804E-08  3.21961E-08  3.11740E-13  1.19650E-13
  9.000E-03  6.16850E-09  8.80803E-08  3.21961E-08  3.20647E-13  1.23068E-13
  9.250E-03  6.51596E-09  8.80802E-08  3.21961E-08  3.29553E-13  1.26487E-13
  9.500E-03  6.87293E-09  8.80801E-08  3.21961E-08  3.38460E-13  1.29905E-13
  9.750E-03  7.23942E-09  8.80800E-08  3.21961E-08  3.47366E-13  1.33324E-13
  1.000E-02  7.61544E-09  8.80798E-08  3.21961E-08  3.56272E-13  1.36742E-13
  1.250E-02  1.18991E-08  8.80785E-08  3.21960E-08  4.45334E-13  1.70928E-13
  1.500E-02  1.71347E-08  8.80769E-08  3.21959E-08  5.34391E-13  2.05113E-13
  1.750E-02  2.33223E-08  8.80750E-08  3.21958E-08  6.23442E-13  2.39297E-13
  2.000E-02  3.04617E-08  8.80728E-08  3.21957E-08  7.12487E-13  2.73482E-13
  2.250E-02  3.85531E-08  8.80704E-08  3.21956E-08  8.01526E-13  3.07666E-13
  2.500E-02  4.75965E-08  8.80676E-08  3.21955E-08  8.90556E-13  3.41850E-13
  2.750E-02  5.75917E-08  8.80645E-08  3.21953E-08  9.79577E-13  3.76033E-13
  3.000E-02  6.85389E-08  8.80612E-08  3.21952E-08  1.06859E-12  4.10216E-13
  3.250E-02  8.04380E-08  8.80575E-08  3.21950E-08  1.15759E-12  4.44398E-13
  3.500E-02  9.32891E-08  8.80536E-08  3.21948E-08  1.24658E-12  4.78580E-13
  3.750E-02  1.07092E-07  8.80493E-08  3.21946E-08  1.33556E-12  5.12761E-13
  4.000E-02  1.21847E-07  8.80448E-08  3.21944E-08  1.42452E-12  5.46941E-13
  4.250E-02  1.37554E-07  8.80400E-08  3.21941E-08  1.51347E-12  5.81121E-13
  4.500E-02  1.54213E-07  8.80349E-08  3.21939E-08  1.60240E-12  6.15300E-13
  4.750E-02  1.71823E-07  8.80295E-08  3.21936E-08  1.69132E-12  6.49479E-13
  5.000E-02  1.90386E-07  8.80238E-08  3.21934E-08  1.78022E-12  6.83656E-13
