 #  Total cross section table (last run of 'elscata').
 #
 #  Z =  14,   projectile: electron
 #
 #   Energy         ECS         TCS1         TCS2         ABSCS      error
 #    (eV)        (cm**2)      (cm**2)      (cm**2)      (cm**2)
 #--------------------------------------------------------------------------
   1.00000E+01  2.88008E-15  1.12887E-15  1.41927E-15  0.00000E+00  1.0E-07
   1.10000E+01  2.72942E-15  1.00329E-15  1.31993E-15  0.00000E+00  1.0E-07
   1.20000E+01  2.58955E-15  9.03132E-16  1.24165E-15  0.00000E+00  1.0E-07
   1.30000E+01  2.45912E-15  8.23531E-16  1.17764E-15  0.00000E+00  1.0E-07
   1.40000E+01  2.33750E-15  7.60237E-16  1.12329E-15  0.00000E+00  1.0E-07
   1.50000E+01  2.22433E-15  7.09721E-16  1.07556E-15  0.00000E+00  1.0E-07
   1.60000E+01  2.11929E-15  6.69143E-16  1.03249E-15  0.00000E+00  1.0E-07
   1.70000E+01  2.02203E-15  6.36268E-16  9.92863E-16  0.00000E+00  1.0E-07
   1.80000E+01  1.93210E-15  6.09361E-16  9.55884E-16  0.00000E+00  1.0E-07
   1.90000E+01  1.84907E-15  5.87080E-16  9.21067E-16  0.00000E+00  1.0E-07
   2.00000E+01  1.77244E-15  5.68395E-16  8.88107E-16  0.00000E+00  1.0E-07
   2.50000E+01  1.46873E-15  5.06810E-16  7.46016E-16  0.00000E+00  1.0E-07
   3.00000E+01  1.26083E-15  4.69490E-16  6.35135E-16  0.00000E+00  1.0E-07
   3.50000E+01  1.11318E-15  4.40785E-16  5.48886E-16  0.00000E+00  1.0E-07
   4.00000E+01  1.00415E-15  4.15927E-16  4.81501E-16  0.00000E+00  1.0E-07
   4.50000E+01  9.20764E-16  3.93349E-16  4.28267E-16  0.00000E+00  1.0E-07
   5.00000E+01  8.54995E-16  3.72490E-16  3.85604E-16  0.00000E+00  1.0E-07
   6.00000E+01  7.57657E-16  3.35089E-16  3.22204E-16  0.00000E+00  1.0E-07
   7.00000E+01  6.88531E-16  3.02720E-16  2.77780E-16  0.00000E+00  1.0E-07
   8.00000E+01  6.36294E-16  2.74692E-16  2.45064E-16  0.00000E+00  1.3E-07
   9.00000E+01  5.94940E-16  2.50377E-16  2.19976E-16  0.00000E+00  1.0E-07
   1.00000E+02  5.61023E-16  2.29206E-16  2.00096E-16  0.00000E+00  1.0E-07
   1.50000E+02  4.49907E-16  1.55968E-16  1.40717E-16  0.00000E+00  1.0E-07
   2.00000E+02  3.83822E-16  1.14171E-16  1.10182E-16  0.00000E+00  1.0E-07
   2.50000E+02  3.37821E-16  8.79511E-17  9.09365E-17  0.00000E+00  1.0E-07
   3.00000E+02  3.03270E-16  7.03078E-17  7.74223E-17  0.00000E+00  1.0E-07
   3.50000E+02  2.76104E-16  5.77936E-17  6.72948E-17  0.00000E+00  1.0E-07
   4.00000E+02  2.54061E-16  4.85495E-17  5.93727E-17  0.00000E+00  1.0E-07
   4.50000E+02  2.35750E-16  4.14976E-17  5.29854E-17  0.00000E+00  1.2E-07
   5.00000E+02  2.20253E-16  3.59761E-17  4.77183E-17  0.00000E+00  1.2E-07
   6.00000E+02  1.95360E-16  2.79608E-17  3.95363E-17  0.00000E+00  1.7E-07
   7.00000E+02  1.76143E-16  2.24901E-17  3.34808E-17  0.00000E+00  1.9E-07
   8.00000E+02  1.60787E-16  1.85642E-17  2.88303E-17  0.00000E+00  2.3E-07
   9.00000E+02  1.48185E-16  1.56366E-17  2.51581E-17  0.00000E+00  2.9E-07
   1.00000E+03  1.37625E-16  1.33864E-17  2.21944E-17  0.00000E+00  3.5E-07
   1.50000E+03  1.02682E-16  7.24611E-18  1.32940E-17  0.00000E+00  6.9E-07
   2.00000E+03  8.26971E-17  4.61916E-18  8.98656E-18  0.00000E+00  1.3E-06
   2.50000E+03  6.95468E-17  3.23128E-18  6.53498E-18  0.00000E+00  1.5E-06
   3.00000E+03  6.01584E-17  2.40106E-18  4.99287E-18  0.00000E+00  1.5E-06
   3.50000E+03  5.30863E-17  1.86172E-18  3.95385E-18  0.00000E+00  1.9E-06
   4.00000E+03  4.75516E-17  1.49003E-18  3.21759E-18  0.00000E+00  2.2E-06
   4.50000E+03  4.30942E-17  1.22222E-18  2.67528E-18  0.00000E+00  1.0E-07
   5.00000E+03  3.94230E-17  1.02243E-18  2.26338E-18  0.00000E+00  1.0E-07
   6.00000E+03  3.37241E-17  7.48797E-19  1.68754E-18  0.00000E+00  1.0E-07
   7.00000E+03  2.94990E-17  5.74093E-19  1.31160E-18  0.00000E+00  1.0E-07
   8.00000E+03  2.62380E-17  4.55373E-19  1.05174E-18  0.00000E+00  1.0E-07
   9.00000E+03  2.36433E-17  3.70819E-19  8.64140E-19  0.00000E+00  1.0E-07
   1.00000E+04  2.15287E-17  3.08347E-19  7.23985E-19  0.00000E+00  1.0E-07
   1.10000E+04  1.97720E-17  2.60811E-19  6.16338E-19  0.00000E+00  1.0E-07
   1.20000E+04  1.82890E-17  2.23752E-19  5.31748E-19  0.00000E+00  1.0E-07
   1.30000E+04  1.70202E-17  1.94271E-19  4.63987E-19  0.00000E+00  1.0E-07
   1.40000E+04  1.59223E-17  1.70412E-19  4.08813E-19  0.00000E+00  1.0E-07
   1.50000E+04  1.49629E-17  1.50814E-19  3.63248E-19  0.00000E+00  1.0E-07
   1.60000E+04  1.41173E-17  1.34509E-19  3.25155E-19  0.00000E+00  1.0E-07
   1.70000E+04  1.33664E-17  1.20789E-19  2.92961E-19  0.00000E+00  1.0E-07
   1.80000E+04  1.26950E-17  1.09129E-19  2.65492E-19  0.00000E+00  1.0E-07
   1.90000E+04  1.20912E-17  9.91317E-20  2.41852E-19  0.00000E+00  1.0E-07
   2.00000E+04  1.15452E-17  9.04906E-20  2.21352E-19  0.00000E+00  1.0E-07
   2.10000E+04  1.10492E-17  8.29683E-20  2.03450E-19  0.00000E+00  1.0E-07
   2.20000E+04  1.05965E-17  7.63772E-20  1.87719E-19  0.00000E+00  1.0E-07
   2.30000E+04  1.01817E-17  7.05676E-20  1.73816E-19  0.00000E+00  1.0E-07
   2.40000E+04  9.80025E-18  6.54192E-20  1.61464E-19  0.00000E+00  1.0E-07
   2.50000E+04  9.44828E-18  6.08338E-20  1.50437E-19  0.00000E+00  1.0E-07
