 #  Total cross section table (last run of 'elscata').
 #
 #  Z =  14,   projectile: electron
 #
 #   Energy         ECS         TCS1         TCS2         ABSCS      error
 #    (eV)        (cm**2)      (cm**2)      (cm**2)      (cm**2)
 #--------------------------------------------------------------------------
   1.00000E+01  2.49631E-15  9.08202E-16  1.22234E-15  0.00000E+00  1.0E-07
   1.10000E+01  2.34011E-15  8.03077E-16  1.11751E-15  0.00000E+00  1.0E-07
   1.20000E+01  2.20620E-15  7.21667E-16  1.03911E-15  0.00000E+00  1.0E-07
   1.30000E+01  2.08888E-15  6.58859E-16  9.79068E-16  0.00000E+00  1.0E-07
   1.40000E+01  1.98442E-15  6.10522E-16  9.31631E-16  0.00000E+00  1.0E-07
   1.50000E+01  1.89026E-15  5.73361E-16  8.92788E-16  0.00000E+00  1.0E-07
   1.60000E+01  1.80468E-15  5.44773E-16  8.59782E-16  0.00000E+00  1.0E-07
   1.70000E+01  1.72641E-15  5.22725E-16  8.30751E-16  0.00000E+00  1.0E-07
   1.80000E+01  1.65451E-15  5.05639E-16  8.04459E-16  0.00000E+00  1.0E-07
   1.90000E+01  1.58827E-15  4.92297E-16  7.80095E-16  0.00000E+00  1.0E-07
   2.00000E+01  1.52709E-15  4.81767E-16  7.57139E-16  0.00000E+00  1.0E-07
   2.50000E+01  1.28191E-15  4.51555E-16  6.55605E-16  0.00000E+00  1.0E-07
   3.00000E+01  1.10996E-15  4.34216E-16  5.70433E-16  0.00000E+00  1.0E-07
   3.50000E+01  9.85507E-16  4.18187E-16  4.99968E-16  0.00000E+00  1.0E-07
   4.00000E+01  8.92595E-16  4.01371E-16  4.42562E-16  0.00000E+00  1.0E-07
   4.50000E+01  8.21136E-16  3.83901E-16  3.96002E-16  0.00000E+00  1.0E-07
   5.00000E+01  7.64656E-16  3.66285E-16  3.58111E-16  0.00000E+00  1.0E-07
   6.00000E+01  6.81038E-16  3.32212E-16  3.01270E-16  0.00000E+00  1.0E-07
   7.00000E+01  6.21673E-16  3.01077E-16  2.61382E-16  0.00000E+00  1.0E-07
   8.00000E+01  5.76761E-16  2.73405E-16  2.32104E-16  0.00000E+00  1.0E-07
   9.00000E+01  5.41105E-16  2.49087E-16  2.09712E-16  0.00000E+00  1.0E-07
   1.00000E+02  5.11736E-16  2.27783E-16  1.91963E-16  0.00000E+00  1.0E-07
   1.50000E+02  4.14197E-16  1.53941E-16  1.38120E-16  0.00000E+00  1.0E-07
   2.00000E+02  3.54969E-16  1.12106E-16  1.09168E-16  0.00000E+00  1.0E-07
   2.50000E+02  3.13240E-16  8.60720E-17  9.02770E-17  0.00000E+00  1.0E-07
   3.00000E+02  2.81681E-16  6.86590E-17  7.67592E-17  0.00000E+00  1.0E-07
   3.50000E+02  2.56762E-16  5.63615E-17  6.65454E-17  0.00000E+00  1.0E-07
   4.00000E+02  2.36485E-16  4.73056E-17  5.85393E-17  0.00000E+00  1.2E-07
   4.50000E+02  2.19606E-16  4.04129E-17  5.20920E-17  0.00000E+00  1.5E-07
